ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Surface_des_caves,Grenier,Surface_du_grenier,Véranda,Garage,Nombre_de_Garages,Surface_du_garage,Nombre_de_salles_de_bain,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Jardin,Surface_totale_du_terrain,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Permis_durbanisation_accordé,Type_de_zone_inondable,Zone_inondable_délimitée,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Meublé,Nombre_de_façades,Terrasse_aménagée,Équipement_de_la_cuisine,Nombre_de_douches,Nombre_de_toilettes,Raccordé_à_leau_courante,Permis_de_bâtir_obtenu,Surface_constructible,Disponibilité_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_bureau,Salle_à_manger,Nombre_de_place_de_parking_intérieur,Panneaux_solaires,Feu_ouvert,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Surface_du_jardin,Orientation_du_jardin,Surface_de_la_terrasse,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Piscine_extérieure,Bien_actuellement_loué,Dressing,Buanderie,Local_vélo,Chauffage_au_sol,Étage_de_lappartement,Surface_du_séjour,Raccordé_au_gaz_de_ville,Type_de_cuisine,Raccordé_aux_égouts,Pompe_à_chaleur,Surface_de_la_véranda,Attestation__Installation_électrique__Validité,Surface_salle_à_manger,Surface_de_la_cuisine,Alarme_antieffraction,Orientation_de_la_terrasse,Le_bien_fait_lobjet_dun_droit_de_préemption,Barbecue
https://immovlan.be/fr/detail/villa/a-vendre/6640/vaux-sur-sure/vbb93410,VBB93410,Villa à vendre,220000,Chenogne 1,6640 Vaux-sur-Sûre,,1977,3,,,,,,,Oui,1,,1,,Mazout,,Non,,Ouest,Non,1094 m²,334 kWh/m²/an,,20241022017787,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,Non,4,Non,Semi-équipée,,1,Oui,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6640/sibret/vbb19292,VBB19292,Maison à vendre,329900,Rue de Sugy 17 B,6640 Sibret,Nouveau,2024,3,120 m²,Non,,Non,,Non,,,,1,,Gaz,,Non,,Sud,Oui,2292 m²,,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,Non,3,Oui,,,2,Oui,Oui,,,,,,,,,Non,,,,,1,,,,,,,,Non,Non,Non,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6640/sibret/vbb18889,VBB18889,Maison à vendre,329900,Rue de Sugy 17 A,6640 Sibret,Nouveau,2024,3,120 m²,,,,,,,,,1,,Gaz,,Non,,Sud,Oui,2715 m²,,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,Non,3,Oui,,,2,Oui,Oui,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6640/vaux-sur-sure/vbb92234,VBB92234,Villa à vendre,400000,Place du Marché 13,6640 Vaux-sur-Sûre,Normal,1996,5,,Non,,Non,,Non,Oui,1,,1,,Mazout,,Non,,Ouest,Non,1052 m²,194 kWh/m²/an,,20240926022264,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,Non,4,Non,Super équipée,,2,Oui,Oui,,,,,,,,,Non,,,,,1,,,,,,,,Non,Non,Non,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/nadrin/vbc83571,VBC83571,Maison à vendre,775000,,6660 Nadrin,Normal,1939,8,541 m²,Non,,Non,,Non,Oui,1,,7,,Mazout,,Non,,Sud,Oui,7900 m²,246 kWh/m²/an,,20231004010742,04/10/2033,61,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,Non,4,Oui,,,8,Oui,,,,,,,,,,Non,,,,,4,20,7680 m²,,100 m²,,,Oui,Non,Non,Non,Non,,,100 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/nadrin/vbc34974,VBC34974,Maison à vendre,410000,La Petite Chavée 33,6660 Nadrin,,,5,302 m²,Non,,Non,,Non,Oui,1,,,,Gaz,,Non,,Nord,Oui,1186 m²,312 kWh/m²/an,,20230809025296,09/08/2033,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,Oui,3,Oui,,3,4,Oui,,262 m²,,,,,,,,Non,,,,15 m,,6,924 m²,,18 m²,50 m,,,Non,Non,Non,Non,,,,Oui,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/houffalize/vbc91456,VBC91456,Maison à vendre,385000,Ville basse 3,6660 Houffalize,Normal,,4,,Non,,Oui,,Non,,,,,,Mazout,Simple vitrage,Non,Non,Nord,,320 m²,412 kWh/m²/an,105091 kWh/an,20250610023503,10/06/2035,101,pas d'application,Non,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/houffalize/vbc91169,VBC91169,Maison à vendre,299000,rue de Liège 49,6660 Houffalize,À rénover,1950,8,220 m²,Non,,Oui,,Non,,,,1,,Mazout,,Non,,Sud,Oui,1100 m²,365 kWh/m²/an,,20160921015336,21/09/2026,90,pas d'application,,Pas de risque d’inondation,Information non communiquée,,Non,4,,,,3,,,100 m²,A l’acte,,,,,,,Non,,,,,,2,1100 m²,,,,,,Non,Non,Non,Non,,,47 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/houffalize/vbc87496,VBC87496,Maison à vendre,299000,Rue des Aunais 33,6660 Houffalize,Nouveau,2023,4,124 m²,,,,,,,,,2,,Gaz,Double vitrage,,,,Oui,441 m²,67 kWh/m²/an,8177 kWh/an,,12/06/2033,14,,Oui,Information non communiquée,Information non communiquée,,Non,3,Oui,Equipée,,,Oui,Oui,,A l’acte,,,,,,,,,,,,1,1,,Sud-ouest,,,,,,,,,,,,,Américaine,Oui,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/houffalize/vbc84377,VBC84377,Maison à vendre,590000,Alhoumont 12 C,6660 Houffalize,Normal,2015,5,323 m²,Non,,Non,,Non,,,,2,5 m²,Bois,Triple vitrage,Non,Non,Sud,Oui,3707 m²,73 kWh/m²/an,23940 kWh/an,20161012551860,12/10/2026,4,pas d'application,Non,Information non communiquée,Information non communiquée,Non,,,,,,,,,365 m²,,,,,,,,,,Oui,,22 m,,,3707 m²,,,,58 m,,,,,,Oui,,,,,,Oui,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/houffalize/vbc84369,VBC84369,Maison à vendre,230000,Rue de la Roche 27,6660 Houffalize,À rénover,1952,3,221 m²,Oui,11 m²,Oui,52 m²,Oui,Oui,1,21 m²,1,3 m²,Gaz,Simple vitrage,Non,Non,Ouest,Oui,474 m²,521 kWh/m²/an,92706 kWh/an,20250403005978,03/04/2035,108,"non, pas d'attestation",Non,Information non communiquée,Information non communiquée,Non,,,Oui,,,,,,242 m²,,,,,,,,,,,,9 m,,,474 m²,,,,23 m,,,,,,,,,,,,,27 m²,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/houffalize/vbc84368,VBC84368,Maison à vendre,189000,Rue de la Villa Romaine 39,6660 Houffalize,À rénover,,4,364 m²,Oui,14 m²,Oui,20 m²,Non,Oui,1,37 m²,2,9 m²,Bois,,Non,Oui,Est,Oui,3048 m²,597 kWh/m²/an,204898 kWh/an,20221017009570,17/10/2032,148,pas d'application,Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,401 m²,,,,,,,,,,,,13 m,,,3048 m²,,,,100 m,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/houffalize/vbc21376,VBC21376,Maison à vendre,215000,Rue Voie-de-Messe 6,6660 Houffalize,Excellent,,3,105 m²,Oui,,,,,,,,1,,Mazout,,,,,,52 m²,498 kWh/m²/an,12922 kWh/an,,14/01/2035,123,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,Non,2,Oui,Semi-équipée,,,Oui,,,A l’acte,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Kitchenette,Oui,,,01/11/2022,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/houffalize/vbc79973,VBC79973,Maison à vendre,325000,Engreux 31,6660 Houffalize,Remis à neuf,,3,388 m²,Oui,12 m²,Oui,2 m²,Non,Oui,1,26 m²,3,10 m²,Mazout,Double vitrage,Non,Non,,,380 m²,206 kWh/m²/an,79784 kWh/an,20241014011630,14/10/2034,51,"non, pas d'attestation",Non,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/houffalize/vbc79933,VBC79933,Maison à vendre,260000,Vellereux 37,6660 Houffalize,Normal,,3,454 m²,Oui,21 m²,Oui,49 m²,Non,Oui,2,41 m²,1,11 m²,Bois,Double vitrage,Non,Non,Sud,,330 m²,250 kWh/m²/an,71129 kWh/an,20250304020073,04/03/2035,62,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,522 m²,,,,,,,,,,,,24 m,,,,,,,28 m,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/houffalize/vbc74847,VBC74847,Maison à vendre,180000,Bois des Moines 20,6660 Houffalize,Normal,,2,,,,,,,,,,1,,Electrique,,Non,,Est,Oui,,312 kWh/m²/an,,20170607020601,07/06/2027,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,Non,2,Oui,Super équipée,1,1,Oui,,,,,,,,,,,,,,,2,,,,30 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/6660/houffalize/vbc67164,VBC67164,Fermette à vendre,580000,,6660 Houffalize,Excellent,1850,6,300 m²,Oui,30 m²,Oui,30 m²,,Oui,2,109 m²,2,17 m²,Mazout,Double vitrage,Non,Non,Sud-ouest,Oui,3270 m²,224 kWh/m²/an,69728 kWh/an,,19/12/2034,55,"oui, attestation conforme",Non,Information non communiquée,Information non communiquée,,Non,4,Oui,Equipée,2,3,Oui,Non,,A l’acte,20 m²,26 m²,22 m²,10 m²,10 m²,,Oui,8,Oui,,24 m,,8,2800 m²,,40 m²,,24 m,Non,Oui,,,,,,88 m²,,Américaine,Non,,,12/10/2016,18 m²,14 m²,Oui,Sud-ouest,Non,
https://immovlan.be/fr/detail/maison/a-vendre/6660/houffalize/vbc63605,VBC63605,Maison à vendre,140000,Rue Saint-Roch 47,6660 Houffalize,À rénover,1931,3,165 m²,Oui,18 m²,Oui,37 m²,Non,,,,,,Mazout,Double vitrage,Non,Non,Sud-est,Oui,225 m²,632 kWh/m²/an,120766 kWh/an,20250410013541,10/04/2035,163,pas d'application,Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,165 m²,,,,,,,,,,,,10 m,,,225 m²,,,,11 m,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/6660/houffalize/vbc61143,VBC61143,Maison de maître à vendre,240000,Sommerain 42,6660 Houffalize,Normal,1950,5,447 m²,Non,,Oui,91 m²,Oui,Oui,1,37 m²,2,10 m²,Mazout,Double vitrage,Non,Non,Nord,Oui,1138 m²,397 kWh/m²/an,177358 kWh/an,20240718003693,18/07/2034,98,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 m²,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/houffalize/vbc59252,VBC59252,Maison à vendre,199000,Rue de Libramont 5,6660 Houffalize,Normal,,2,136 m²,,,Oui,,,Oui,,,1,,Mazout,Double vitrage,,,,,663 m²,260 kWh/m²/an,35394 kWh/an,,11/03/2035,64,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,Non,3,Oui,Semi-équipée,,,Oui,,,A l’acte,,,,,,,,,Oui,,,,1,,,,,,,,,,,,,,,Kitchenette,Oui,,,04/01/2025,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/houffalize/vbb80355,VBB80355,Maison à vendre,500000,Ermitage 2,6660 Houffalize,Normal,,11,,,,,,,,,,1,,Mazout,,Non,,Est,Non,7220 m²,300 kWh/m²/an,,20210401021595,,,"oui, attestation conforme",,Risque moyen,Information non communiquée,,Non,4,Non,Super équipée,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6660/houffalize/vbb80194,VBB80194,Maison à vendre,325000,Alhoumont 8,6660 Houffalize,À rénover,,12,475 m²,,,,,,,,,6,,Mazout,,Non,,Ouest,Non,1256 m²,463 kWh/m²/an,,20220424010420,,436,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,Non,4,Non,Semi-équipée,6,6,,,,A l’acte,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6660/houffalize/vba68188,VBA68188,Immeuble mixte à vendre,295000,Rue de Schaerbeek 21 + 21a,6660 Houffalize,Normal,,4,352 m²,,,Oui,,,Oui,,,2,,,Double vitrage,,,,,1081 m²,273 kWh/m²/an,33677 kWh/an,,31/05/2033,68,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,3,Oui,,,,Oui,,,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/6661/mont/vbc89096,VBC89096,Fermette à vendre,225000,Censes 10,6661 Mont,À rénover,,5,219 m²,,,Oui,,,Oui,,,1,,Mazout,,,,,Oui,1880 m²,408 kWh/m²/an,89233 kWh/an,,12/06/2035,101,,,Information non communiquée,Information non communiquée,,Non,4,Oui,Semi-équipée,,,Oui,,,A l’acte,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Kitchenette,Non,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6661/tailles/vbc54144,VBC54144,Maison à vendre,1275000,Coullée 6 a,6661 Tailles,Excellent,2000,4,384 m²,,,,,,Oui,,,3,,Mazout,Double vitrage,,,,Oui,41820 m²,239 kWh/m²/an,91732 kWh/an,,26/03/2035,59,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,Oui,4,Oui,Equipée,,,Oui,Oui,,A l’acte,,,,,,,,,Oui,,,,1,,Sud,,,,Non,,,,,,,,,Américaine,Non,,,,,,,,,Oui
https://immovlan.be/fr/detail/maison/a-vendre/6674/montleban/vbc40475,VBC40475,Maison à vendre,225000,Montleban 45,6674 Montleban,À rénover,,4,264 m²,Oui,41 m²,Oui,85 m²,,Oui,1,19 m²,2,7 m²,Mazout,,,Non,Sud-ouest,Oui,1580 m²,419 kWh/m²/an,104450 kWh/an,,23/05/2034,258622,,,Pas de risque d’inondation,Information non communiquée,,Non,4,,,,3,Oui,,,A l’acte,12 m²,15 m²,16 m²,16 m²,,,,,,,17 m,2,2,1348 m²,,,87 m,17 m,Non,Non,,,,,,26 m²,Oui,,,,,,,10 m²,Oui,,,
https://immovlan.be/fr/detail/maison/a-vendre/6674/montleban/vbc37036,VBC37036,Maison à vendre,250000,Montleban 62,6674 Montleban,Normal,1850,4,,Non,,Non,,Non,Oui,1,,3,,Mazout,,Non,,Nord,Oui,290 m²,340 kWh/m²/an,,20240730002507,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,Non,3,Oui,Super équipée,,3,Oui,,,,,,,,,,Non,,,,,2,,,,,,,,Non,Non,Non,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6674/montleban/vbb89588,VBB89588,Maison à vendre,375000,Montleban 107,6674 Montleban,Normal,2011,4,,,,,,,,,,1,,Mazout,,Non,,Ouest,Non,2571 m²,158 kWh/m²/an,,20241010003753,,,"oui, attestation conforme",Oui,Pas de risque d’inondation,Information non communiquée,,Non,4,Non,Super équipée,,2,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6688/longchamps/vbc57436,VBC57436,Appartement à vendre,190000,Route de la Roche 53 1.1,6688 Longchamps,Normal,,2,106 m²,Non,,Non,,Non,,,,1,5 m²,Mazout,Double vitrage,Non,Non,,,,226 kWh/m²/an,23985 kWh/an,20230302008079,02/03/2033,56,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/6688/longchamps/vbc57435,VBC57435,Rez-de-chaussée à vendre,,Route de la Roche 53 0.1,6688 Longchamps,Normal,,2,103 m²,Non,,,,Non,,,,1,5 m²,Mazout,Double vitrage,Non,Non,,,,320 kWh/m²/an,32883 kWh/an,20230302008206,02/03/2033,80,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6688/longchamps/vbc57434,VBC57434,Appartement à vendre,,Route de la Roche 53 1.2,6688 Longchamps,Normal,,3,132 m²,Non,,Non,,Non,,,,1,8 m²,Mazout,Double vitrage,Non,Non,,,,307 kWh/m²/an,40607 kWh/an,20230302008185,02/03/2033,76,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/6688/longchamps/vbc57433,VBC57433,Rez-de-chaussée à vendre,,Route de la Roche 53 0.2,6688 Longchamps,Normal,,2,74 m²,Non,,Non,,Non,,,,1,5 m²,Mazout,Double vitrage,Non,Non,,,,436 kWh/m²/an,49637 kWh/an,20230302008442,02/03/2033,108,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,Non,,,Oui,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
