ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Nombre_de_chambres_à_coucher,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_façades,Jardin,Surface_totale_du_terrain,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Disponibilité_du_bien,Surface_habitable,Équipement_de_la_cuisine,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Terrasse_aménagée,Balcon,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Panneaux_solaires,Pompe_à_chaleur,Orientation_du_jardin,Raccordé_à_leau_courante,Meublé,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Parlophone,Raccordé_au_gaz_de_ville,Surface_du_séjour,Surface_du_bureau,Surface_de_la_véranda,Surface_de_la_cuisine,Panneaux_solaires_thermiques,Chauffage_au_sol,Compteur_électrique_individuel,Domotique,Porte_daccès_sécurisée,Largeur_de_la_façade,Surface_constructible,Largeur_du_terrain_à_rue,Attestation__Citernes_à_mazout,Maison_basse_énergie,Compteur_Bihoraire,Nombre_de_douches,Étage_de_lappartement,Profondeur_du_terrain,Surface_de_la_terrasse,Surface_chambre_à_coucher_1,Conso_annuelle_totale_dénergie_primaire,Emission_de_CO2,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_salle_à_manger,Niveau_E,Surface_du_jardin,Niveau_K,Attestation__Asbuilt,Surface_des_caves,Surface_de_lades_salles_de_bain,Feu_ouvert,Orientation_de_la_terrasse,Porte_de_garage_motorisée,Clef_électronique,HammamSaunaJacuzzi,Attestation__Installation_électrique__Validité,Adoucisseur_deau,Surface_du_grenier,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_chambre_à_coucher_5,Surface_du_garage,Possibilités_pour_profession_libérale,Surface_totale,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing
https://immovlan.be/fr/detail/appartement/a-vendre/4020/liege/vbc87152,VBC87152,Appartement à vendre,339000,Avenue Albert Mahiels 7,4020 Liège,Remis à neuf,,3,Non,Non,Non,,,,,,,1,,,,,181 kWh/m²/an,20240404011649,04/04/2034,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,120 m²,,,Gaz,Double vitrage,,,Non,Non,,,,,,,Non,,Non,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,3,,,,22839 kWh/an,,,,,,,,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4470/saint-georges-sur-meuse/vbc87151,VBC87151,Maison à vendre,149000,Rue Mallieue 23,4470 Saint-Georges-sur-Meuse,À rénover,,2,Non,Oui,Non,,,,,,,1,,,206 m²,,213 kWh/m²/an,20160202027070,02/02/2026,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,92 m²,,,Electrique,Double vitrage,,,Non,Non,,,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19719 kWh/an,213,,,,,,,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6250/pont-de-loup/vbc77889,VBC77889,Maison à vendre,199990,,6250 Pont-de-Loup,À rénover,Non,2,Non,Non,Non,Non,Non,Non,Non,,,1,3,Oui,,,425 kWh/m²/an,20240911000623,11/09/2034,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,Immédiatement,152 m²,,1,Gaz,,,,Non,,Sud-est,1,,Oui,,,,,,,,,Oui,Non,,,,,,,,,,,Oui,28 m²,,,,,,,,,,112 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8680/koekelare/rbs94238,RBS94238,Maison à vendre,105000,Sterrestraat 152,8680 Koekelare,,Non,2,Non,Oui,Non,Non,Non,Non,Non,,,1,3,Oui,220 m²,Non,743 kWh/m²/an,20240122-0003117935-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1956,A l’acte,89 m²,,1,Gaz,Simple vitrage,Non,Non,Non,Non,Nord-ouest,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,4 m,,6 m,,,,,,38 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/7800/ath/vbc73015,VBC73015,Rez-de-chaussée à vendre,140000,Esplanade 15,7800 Ath,À rénover,,1,,,,,,,,,,1,2,,,,303 kWh/m²/an,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,A l’acte,62 m²,,2,Gaz,Double vitrage,,,Oui,,,,,Oui,,,,,,,,,Oui,Non,,,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,,1,,,,,22667 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8940/wervik/rwc38486,RWC38486,Appartement à vendre,149000,Sint Maartensplein 1 E,8940 Wervik,Normal,Non,2,Non,Oui,Non,,,Oui,Oui,Oui,,1,2,,,Non,290 kWh/m²/an,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,1981,A l’acte,90 m²,Super équipée,,Gaz,Double vitrage,Non,Non,Oui,Oui,,2,,Oui,,,,,Non,Oui,Non,,Oui,,1,Indépendante,Oui,,,,,,,Oui,Oui,,,,,,Non,Oui,Non,Oui,,,,pas d'application,Oui,,,1,,,,,,,,,,,,,,,,Non,,Non,,Non,,,,,Non,,15 m²,Oui,90 m²,Oui,Oui,Non,Non,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4470/saint-georges-sur-meuse/vbc75234,VBC75234,Appartement à vendre,470000,Rue Bailesse 13 11,4470 Saint-Georges-sur-Meuse,Excellent,,3,Oui,,,,,,,,,2,2,Oui,,Non,80 kWh/m²/an,,20/02/2029,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2019,A l’acte,166 m²,Super équipée,2,Gaz,,,,Oui,Oui,,3,1,Oui,,,,,,,,,Oui,,,,Oui,,,,,,,Oui,,35 m²,,,15 m²,,,,,,,,,,,,2,,,10 m²,18 m²,,16,25 m²,14 m²,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7861/wannebecq/vbc59815,VBC59815,Maison à vendre,220000,Rue Trieu 29,7861 Wannebecq,Normal,,3,Oui,Oui,,,,,,Oui,1,1,3,Oui,623 m²,,508 kWh/m²/an,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,A l’acte,159 m²,,1,Mazout,,,,,,,2,,,,,,,,,,,,Non,,,,,,,,,,,,34 m²,,,24 m²,,,,,,14 m,,14 m,,,,,,45 m,,8 m²,80667 kWh/an,,12 m²,17 m²,,,,410 m²,,,16 m²,5 m²,,,,,,04/01/2025,,25 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6060/gilly/vwd12849,VWD12849,Maison à vendre,59000,,6060 Gilly,À rénover,,4,Oui,Oui,,,,,,,,,2,Oui,,,619 kWh/m²/an,20211024001412,,,,Information non communiquée,Information non communiquée,,Immédiatement,122 m²,,,Non specifié,Double vitrage,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6560/hantes-wiheries/vbc76521,VBC76521,Maison à vendre,195000,,6560 Hantes-Wihéries,,Non,3,Non,Oui,Non,Non,Non,Non,Non,,,,3,Oui,210 m²,,409 kWh/m²/an,20250512019277,,,,Information non communiquée,Information non communiquée,,,140 m²,,,Non specifié,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,36 m²,,,,,,,,,,,,,,,1,,,65 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6560/erquelinnes/vbc66240,VBC66240,Maison à vendre,80000,,6560 Erquelinnes,,Non,2,Non,Oui,Non,Non,Non,Non,Non,,,1,2,Oui,180 m²,,495 kWh/m²/an,20250221013778,,,,Information non communiquée,Information non communiquée,,,75 m²,,,Non specifié,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 m²,,,90,,,,,,100 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1420/braine-l-alleud/vbc44602,VBC44602,Villa à vendre,610000,,1420 Braine-l'Alleud,Normal,,3,Oui,,Oui,,,,,Oui,2,2,4,Oui,1500 m²,,388 kWh/m²/an,,20/10/2024,"oui, attestation conforme",,Information non communiquée,Information non communiquée,1966,,200 m²,Super équipée,2,Gaz,Double vitrage,,,Non,,,,4,Oui,,,,,,,,,Oui,Non,,,Oui,Oui,,,,,,,Oui,61 m²,,,18 m²,,,,,,12 m,,12 m,,,,,,,,14 m²,78591 kWh/an,71,14 m²,12 m²,,,,800 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1410/waterloo/vbc44601,VBC44601,Villa à vendre,610000,,1410 Waterloo,Normal,,3,Oui,,Oui,,,,,Oui,2,2,4,Oui,1500 m²,,388 kWh/m²/an,,20/10/2024,"oui, attestation conforme",,Information non communiquée,Information non communiquée,1966,,200 m²,Super équipée,2,Gaz,Double vitrage,,,Non,,,,4,Oui,,,,,,,,,Oui,,,,Oui,Oui,,,,,,,Oui,61 m²,,,18 m²,,,,,,12 m,,12 m,,,,,,,,14 m²,78591 kWh/an,71,14 m²,12 m²,,,,800 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7110/houdeng-aimeries/vbc49149,VBC49149,Appartement à vendre,98000,Rue de l'Infante Isabelle 107,7110 Houdeng-Aimeries,,Non,,Non,Oui,Non,Non,Non,Non,Non,,,1,,,,Non,,20250313034632,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,5392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6010/couillet/vbc75085,VBC75085,Maison à vendre,179000,Rue Maximilien Luce 36,6010 Couillet,Normal,,5,,,,,,,,,,1,3,,145 m²,Non,493 kWh/m²/an,,,,,Information non communiquée,Information non communiquée,,,140 m²,,2,Gaz,,,,Non,Non,,1,,Oui,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,6 m²,16 m²,87046 kWh/an,,14 m²,14 m²,11 m²,,,,,,,,,,,,,,,,,,8 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8680/koekelare/rbt26655,RBT26655,Maison à vendre,359000,Populiereweg 28,8680 Koekelare,,Non,3,Non,Non,Non,Non,Non,Non,Non,Oui,2,1,4,Oui,740 m²,Non,313 kWh/m²/an,Certificaat-20250430-0003589836-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1978,A partir du : 01/12/2025,204 m²,Equipée,1,Mazout,,Non,Non,Non,Non,,,2,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,12 m,,19 m,,,,,,36 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1140/evere/vbc51183,VBC51183,Appartement à vendre,229000,,1140 Evere,,Non,2,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,2,,,,,,,,,Information non communiquée,Information non communiquée,,,100 m²,,,Mazout,,,,,,,,,Oui,,,,,,,,,,,1,,,,,,,,,,,30 m²,,,,,,,,,,,,,,,,3,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/8660/la-panne/rbt41665,RBT41665,Duplex à vendre,329000,Duinkerkelaan 36 0502,8660 La Panne,,Non,3,,Non,Non,Non,Non,Non,Non,,,1,,,,,112 kWh/m²/an,20241113-0003443404-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2007,,103 m²,Equipée,1,Gaz,,Non,Non,Oui,Non,,8,1,Oui,Oui,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,
https://immovlan.be/fr/detail/maison/a-vendre/5650/walcourt/vbc45914,VBC45914,Maison à vendre,99000,Domaine de Pumont 2,5650 Walcourt,À rénover,Non,2,,,Oui,,,,,Oui,1,1,4,Oui,,,785 kWh/m²/an,,04/03/2035,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,A l’acte,89 m²,Equipée,1,Bois,Double vitrage,,,,,,,2,Oui,,,,,,,,,Oui,Oui,1,Américaine,Oui,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,70144 kWh/an,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8432/leffinge/rbt03440,RBT03440,Maison à vendre,249000,Leffingestraat 20,8432 Leffinge,,Non,3,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,4,Oui,356 m²,Non,762 kWh/m²/an,20250212-0003528573-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1962,A l’acte,121 m²,Non équipée,2,Gaz,Double vitrage,Non,Non,Non,Non,Sud,,2,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,8 m,,12 m,,,,,,27 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6560/erquelinnes/vbc74798,VBC74798,Maison à vendre,285000,,6560 Erquelinnes,,Non,3,Non,Oui,Non,Non,Non,Non,Non,,,1,4,Oui,821 m²,,471 kWh/m²/an,20250428003309,,,,Information non communiquée,Information non communiquée,,,185 m²,,,Non specifié,,,,,,,,2,Oui,,,,,,,,,,,,,,,,,,,,,,40 m²,,,,,,,,,,,,,,,1,,,20 m²,,,,,,,,,740 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6200/chatelet/vbc61899,VBC61899,Appartement à vendre,189000,,6200 Châtelet,Normal,Oui,2,Oui,Oui,,,,,,,,1,2,,,,188 kWh/m²/an,,25/03/2035,,,Information non communiquée,Information non communiquée,1994,,,,1,Gaz,Double vitrage,,,Oui,Oui,Nord-ouest,4,,,,Oui,,,,,,,Oui,Non,,,Oui,,,,,,,Oui,Oui,40 m²,,,,,,,,,,,,,,,1,4,,,13 m²,19147 kWh/an,35,8 m²,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt02313,RBT02313,Maison à vendre,158000,,8500 Courtrai,,Non,2,Non,Oui,Non,Non,Non,Non,Non,,,1,2,Oui,135 m²,Non,807 kWh/m²/an,20250331-0001872786-RES-2,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1918,A l’acte,143 m²,,1,Electrique,Simple vitrage,Non,Non,Non,Non,,3,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,4 m,,4 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8800/roeselare/rbt45961,RBT45961,Appartement à vendre,174000,Kokelaarstraat 19 9,8800 Roeselare,Remis à neuf,Non,2,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,2,Oui,,,291 kWh/m²/an,20220629-0002632264-RES-2,29/06/2032,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1974,,79 m²,,1,,,Oui,,Oui,,,4,,Oui,Oui,Oui,,Oui,,,,Sud,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1400/nivelles/vbc82916,VBC82916,Maison à vendre,390000,Rue Paquette 12,1400 Nivelles,Normal,Oui,3,Oui,,,Oui,,,,Oui,2,1,2,Oui,212 m²,Non,307 kWh/m²/an,,19/05/2035,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,1950,A l’acte,149 m²,Equipée,2,Gaz,Double vitrage,,,Non,Non,,4,,Oui,,Oui,,Non,,,,Sud,Oui,Non,,Américaine,Oui,,,,,,,,,32 m²,,,10 m²,,,,,,6 m,,6 m,,,,2,,36 m,20 m²,10 m²,,56,15 m²,40 m²,,14 m²,,88 m²,,,35 m²,6 m²,,Sud,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1325/chaumont-gistoux/vbc44488,VBC44488,Appartement à vendre,599000,Corniche d'Or 3,1325 Chaumont-Gistoux,Nouveau,,2,,Oui,,,,,,Oui,1,1,3,,,Non,85 kWh/m²/an,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,2023,Immédiatement,135 m²,Super équipée,2,Gaz,Double vitrage,,,Oui,,,2,,Oui,,,,,,,,,Oui,,,,Oui,,,,,,,Oui,Oui,60 m²,,,11 m²,,,,,,,,,,,,1,,,29 m²,16 m²,,18,15 m²,,,,,,,,,8 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1325/chaumont-gistoux/vbc44078,VBC44078,Appartement à vendre,499000,Corniche d'Or 4,1325 Chaumont-Gistoux,Nouveau,,2,,,,,,,,Oui,,1,2,Oui,,Non,80 kWh/m²/an,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,2023,Immédiatement,133 m²,Super équipée,2,Gaz,Double vitrage,,,Oui,,,2,,Oui,,,,,,,,,,,,,Oui,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,1,0,,14 m²,22 m²,,17,16 m²,,,,,,,,,8 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/jambes/vbc55980,VBC55980,Appartement à vendre,199000,Rue des Cotelis Jambois 1 C2,5100 Jambes,Normal,Non,2,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,,Non,,,213 kWh/m²/an,20250322009043,,pas d'application,,Information non communiquée,Information non communiquée,,,78 m²,Semi-équipée,1,,,,,Non,,,,,Non,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,17748 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8660/la-panne/rbt02925,RBT02925,Appartement à vendre,310000,Duinkerkelaan 60 0201,8660 La Panne,,Non,3,Non,Non,Non,Non,Non,Non,Non,,,1,,,,Non,111 kWh/m²/an,20240530-0003265552-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1992,A l’acte,88 m²,Equipée,2,Gaz,Double vitrage,Non,Non,Oui,Non,,5,,Oui,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,
https://immovlan.be/fr/detail/maison/a-vendre/6700/arlon/vbc56198,VBC56198,Maison à vendre,350000,Rue des Genêts 6,6700 Arlon,Normal,Non,4,Non,Non,Non,Non,Non,Non,Non,Oui,,1,2,Oui,166 m²,,238 kWh/m²/an,20250330004047,30/03/2035,pas d'application,,Pas de risque d’inondation,Information non communiquée,,A convenir,125 m²,Super équipée,,Electrique,,,,Non,,Sud-ouest,,,Oui,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,7 m,170 m²,,,,,,,27 m,35 m²,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8900/ieper/rbj91719,RBJ91719,Maison à vendre,337040,Aquastraat 1,8900 Ieper,Nouveau,Non,3,Non,Non,Non,Non,Non,Non,Non,,,,3,,,Non,,,,"oui, attestation conforme","Zone, info non disponible",Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbc69029,VBC69029,Maison à vendre,550000,Clos de Profondval 29,1490 Court-Saint-Étienne,,Non,3,Non,Non,Non,Non,Non,Non,Non,,,1,,Oui,557 m²,Oui,211 kWh/m²/an,20230610010138,10/06/2033,pas d'application,,Information non communiquée,Information non communiquée,,,175 m²,Non équipée,2,,,,,Non,,,,,Oui,,,,,,,,,,Non,,,,,,,,,,,,35 m²,,,,,,,,,,,,,,,1,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/2530/boechout/rbt63373,RBT63373,Rez-de-chaussée à vendre,265000,Kardinaal Sterckxstraat 7 1,2530 Boechout,Normal,,2,Non,Non,Oui,,,,,,,1,,Oui,,,257 kWh/m²/an,20250605-0003617922RES-1,05/06/2035,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,1969,,77 m²,,,Gaz,Double vitrage,,,Non,Non,,2,,,,,Non,Non,Non,,,,,,,,,,,,,,,Oui,,,,13 m²,,,,,,,,79 m²,,,,,,,,,,,,,,,,,,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5190/moustier-sur-sambre/vbc78966,VBC78966,Maison à vendre,249000,Rue de jemeppe 39,5190 Moustier-Sur-Sambre,Normal,,5,Oui,Oui,,Oui,,,,Oui,1,1,3,Oui,1567 m²,Non,418 kWh/m²/an,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1920,A l’acte,208 m²,Equipée,1,Mazout,Double vitrage,,,Non,Non,,4,3,Oui,,,,,,Oui,,,,Non,,Américaine,Oui,,,,,,,,,,15 m²,,9 m²,,,,,,10 m,,10 m,,,,1,,74 m,28 m²,15 m²,,,22 m²,16 m²,16 m²,23 m²,,1387 m²,,,36 m²,5 m²,,,,,,,,46 m²,,,19 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1060/saint-gilles/vbc70285,VBC70285,Appartement à vendre,290000,Chaussée de Waterloo 222,1060 Saint-Gilles,À rénover,Non,4,Non,Oui,Non,Oui,Oui,Non,Non,,,1,2,,,Non,964 kWh/m²/an,20240813-0000687542-01-3,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,Immédiatement,175 m²,Non équipée,,Gaz,,Non,Non,,,,3,,Oui,,,,Non,,Non,,,Oui,,,,Oui,,,,,,,Non,,45 m²,,,11 m²,Non,Non,,Non,Non,,,,pas d'application,Non,,,2,,3 m²,14 m²,,194,14 m²,13 m²,10 m²,,,,,Non,,5 m²,Non,,,,Non,,,33 m²,,,,,,,Oui,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/4102/ougree/vbc60776,VBC60776,Studio à vendre,56500,Rue de l'Enseignement 101 1,4102 Ougrée,À rénover,,1,Non,Non,Non,,,,,,,1,,,,,920 kWh/m²/an,20250319027738,19/03/2035,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,32 m²,,,Electrique,Double vitrage,,,Non,Non,,1,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,340026 kWh/an,,,,,,,,,,,2 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/4102/ougree/vbc60777,VBC60777,Studio à vendre,56500,Rue de l'Enseignement 101 2,4102 Ougrée,À rénover,,1,Non,Non,Non,,,,,,,1,,,,,770 kWh/m²/an,20250319027216,19/03/2035,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,28 m²,,,Electrique,Double vitrage,,,Non,Non,,1,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,23567 kWh/an,,,,,,,,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7500/tournai/vbc92158,VBC92158,Appartement à vendre,209000,Rue du Parc 10 11,7500 Tournai,Normal,,3,,,,,,,,,,1,,,,,369 kWh/m²/an,,24/04/2035,,,Information non communiquée,Information non communiquée,,A l’acte,105 m²,Equipée,1,Gaz,Double vitrage,,,,Non,,1,,,,,,,,,,,,Non,,Américaine,,,,,,,,,,30 m²,,,6 m²,,,,,,,,,,,,1,1,,,11 m²,45270 kWh/an,,17 m²,13 m²,,,,,,,,7 m²,,,,,,,,,,,,,,,,,,,,,,
