ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Salle_à_manger,Surface_salle_à_manger,Garage,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_détages_de_limmeuble,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Véranda,Dressing,Buanderie,Local_vélo,Nombre_de_Garages,Orientation_de_la_façade_du_bien,Jardin,Surface_du_jardin,Référence_PEB,Année_de_construction,Surface_du_garage,Équipement_de_la_cuisine,Surface_de_lades_salles_de_bain,Largeur_de_la_façade,Orientation_de_la_terrasse,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Nombre_de_places_de_parking_extérieur,Surface_des_caves,Surface_du_grenier,Surface_chambre_à_coucher_5,Attestation__Installation_électrique__Validité,Surface_constructible,Étage_de_lappartement,Panneaux_solaires,Parlophone,Possibilités_pour_profession_libérale,Adoucisseur_deau,Maison_basse_énergie,Panneaux_solaires_thermiques,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Air_conditionné,Domotique,Alarme_antieffraction,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Orientation_du_jardin,Espace_ouvert_sensible_à_leau__WORG,Surface_du_bureau,Balcon,Surface_du_dressing,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Appartement_de_service,Niveau_S,Surface_de_la_véranda
https://immovlan.be/fr/detail/maison/a-vendre/4860/pepinster/vbc52233,VBC52233,Maison à vendre,310000,Voie Constant 12,4860 Pepinster,Excellent,,A l’acte,3,18 m²,14 m²,12 m²,,170 m²,Non,22 m²,,,Oui,,Oui,,Américaine,12 m²,1,,1,Mazout,Triple vitrage,,,4,1,Oui,35 m²,821 m²,Oui,,,Non,414 kWh/m²/an,44547 kWh/an,14/01/2035,104,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Oui,,Oui,,1,,Oui,875 m²,,,31 m²,Equipée,5 m²,,,,,,,1,,,,,,,Oui,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4860/cornesse/vbc52232,VBC52232,Maison à vendre,332000,La Saute 5,4860 Cornesse,Normal,,A l’acte,4,14 m²,19 m²,18 m²,,198 m²,Non,19 m²,Oui,Oui,Oui,27 m²,Oui,,Américaine,21 m²,1,,2,Mazout,Double vitrage,,,4,1,Oui,15 m²,870 m²,Non,,,,488 kWh/m²/an,105168 kWh/an,10/02/2035,121,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,1,,Oui,700 m²,,,27 m²,Equipée,8 m²,,,,,,,1,27 m²,30 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4860/pepinster/vbc48977,VBC48977,Appartement à vendre,155000,Rue Hubert Halet 5 A10,4860 Pepinster,,,,1,,,,,49 m²,Non,25 m²,,,,,,,,,1,,1,,,Non,,2,4,Non,,,,,,,85 kWh/m²/an,,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Sud,Non,,20240326011861,2014,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4860/pepinster/vbc38879,VBC38879,Maison à vendre,295000,Rue Nouvelle 19,4860 Pepinster,Excellent,,A l’acte,3,19 m²,13 m²,11 m²,,110 m²,Non,15 m²,Oui,Oui,,,Oui,1,Américaine,35 m²,1,,2,Gaz,Double vitrage,Non,Non,2,1,Oui,30 m²,130 m²,,,,Non,222 kWh/m²/an,35716 kWh/an,,41,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,1,,,,,1925,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4860/pepinster/vbc29765,VBC29765,Maison à vendre,138500,Rue du Purgatoire 30,4860 Pepinster,Normal,,A l’acte,3,20 m²,14 m²,,,120 m²,Non,,Oui,Oui,Oui,,Oui,,Américaine,9 m²,1,,1,Gaz,Double vitrage,,,2,2,Oui,10 m²,,Oui,,,Non,214 kWh/m²/an,26727 kWh/an,29/11/2033,39,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,Oui,,1,,,,,,,Equipée,9 m²,,,,,,,,40 m²,30 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4860/pepinster/vbc27142,VBC27142,Maison à vendre,295000,Rue de Flère 23,4860 Pepinster,Normal,,A l’acte,5,22 m²,20 m²,11 m²,13 m²,200 m²,Non,14 m²,Oui,,Oui,11 m²,Oui,,Américaine,14 m²,2,1,1,Mazout,Double vitrage,Non,Non,2,2,Oui,50 m²,431 m²,,,,Non,152 kWh/m²/an,42039 kWh/an,,38,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,1,,Oui,100 m²,,1957,,Equipée,,,,,,,,5,,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4860/pepinster/vbc22073,VBC22073,Maison à vendre,275000,Rue Laurent Mairlot 1,4860 Pepinster,Normal,,A l’acte,4,12 m²,13 m²,12 m²,12 m²,228 m²,Non,36 m²,Oui,,Oui,,,,Américaine,,3,3,1,Gaz,Double vitrage,,,2,2,Oui,9 m²,207 m²,Oui,,,Non,249 kWh/m²/an,59095 kWh/an,14/03/2034,47,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Oui,,,,,,Oui,50 m²,,,,Equipée,7 m²,8 m,,,8 m,,,1,31 m²,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4860/pepinster/vbc17951,VBC17951,Maison à vendre,81500,Pepin 14,4860 Pepinster,À rénover,,A l’acte,2,20 m²,14 m²,,,115 m²,Non,65 m²,,Oui,Oui,,Oui,,,24 m²,1,,1,Gaz,Double vitrage,,,3,2,Oui,12 m²,,Oui,,,Non,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,1,,Oui,150 m²,,,,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4860/pepinster/vbb94009,VBB94009,Immeuble mixte à vendre,175000,Rue Neuve 21,4860 Pepinster,À rénover,,A l’acte,4,22 m²,15 m²,10 m²,16 m²,180 m²,Non,23 m²,Oui,Oui,Oui,23 m²,Oui,,Kitchenette,21 m²,2,,2,Gaz,Double vitrage,,,2,2,Oui,21 m²,662 m²,Oui,,,Non,320 kWh/m²/an,30898 kWh/an,17/12/2023,62,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,1,,Oui,250 m²,,,25 m²,Semi-équipée,12 m²,,,,,,,1,72 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4860/pepinster/vbb15128,VBB15128,Maison à vendre,185000,rue prévôchamps 15,4860 Pepinster,À rénover,,A l’acte,6,13 m²,12 m²,11 m²,9 m²,120 m²,Non,15 m²,Oui,Oui,Oui,13 m²,,,Américaine,12 m²,2,1,1,Mazout,Double vitrage,,,2,3,Oui,16 m²,130 m²,Oui,,,Non,325 kWh/m²/an,59617 kWh/an,12/12/2033,81,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,Oui,,,,,,Oui,40 m²,,,,Equipée,8 m²,,Sud,,,,,,24 m²,,12 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/4860/cornesse/vba77749,VBA77749,Fermette à vendre,94500,Rue Drolenval 36,4860 Cornesse,À restaurer,,A l’acte,3,14 m²,15 m²,14 m²,,180 m²,Non,,,Oui,Oui,12 m²,Oui,,,15 m²,1,1,2,Non specifié,,,,3,2,Oui,20 m²,217 m²,,,,Non,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,Oui,,1,,Oui,100 m²,,,30 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4860/pepinster/vaz79329,VAZ79329,Maison à vendre,168000,Chinheid 9,4860 Pepinster,Normal,Non,,2,,,,,93 m²,Non,38 m²,Non,Non,Non,,,,,,1,,1,Gaz,,Non,,4,,,,,,Oui,Oui,,234 kWh/m²/an,,12/06/2033,,pas d'application,,Risque élevé,Information non communiquée,Non,Non,Non,Non,,,,,20230615023830,,,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4880/aubel/vbc87301,VBC87301,Maison à vendre,750000,Messitert 222,4880 Aubel,Normal,Non,A convenir,6,19 m²,24 m²,15 m²,16 m²,347 m²,,22 m²,Oui,Non,Non,,,,,39 m²,2,1,4,Mazout,Double vitrage,,,4,2,Oui,,2000 m²,,,,,277 kWh/m²/an,,,,"oui, attestation non conforme",Non,Information non communiquée,Information non communiquée,Non,Oui,Non,Non,,Sud-ouest,Oui,,20250326012987,,,,,,,,,,,8,71 m²,,18 m²,,,,Non,,,,,,,,,,,Oui,,,,,,,,,,41 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/4880/aubel/vbc80247,VBC80247,Maison de maître à vendre,379000,Messitert 221,4880 Aubel,À rénover,,,8,,,,,250 m²,Non,,,,,,Oui,,,,2,,,,,,,3,,Oui,,570 m²,,,,,252 kWh/m²/an,82973 kWh/an,,,,,Information non communiquée,Information non communiquée,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4880/aubel/vbc77906,VBC77906,Maison à vendre,840000,Gulpen 142,4880 Aubel,,,,5,,,,,293 m²,,37 m²,,Oui,,,Oui,2,,,1,1,,Air pulsé,,,,4,,Oui,,4632 m²,,,,,122 kWh/m²/an,35759 kWh/an,,35,,,Information non communiquée,Information non communiquée,,,,,2,,Oui,,20231220021508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/4880/aubel/vbc68336,VBC68336,Bungalow à vendre,345000,Rue de la Marnière 4,4880 Aubel,À rénover,Non,,3,,,,,120 m²,Non,,Oui,Oui,,,Oui,,,,1,,,,Double vitrage,Non,Oui,4,,Oui,,843 m²,,,Oui,Non,591 kWh/m²/an,71087 kWh/an,,,,,Information non communiquée,Information non communiquée,,,,,1,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4880/aubel/vbc67500,VBC67500,Villa à vendre,410000,Rue Saint-Antoine 8,4880 Aubel,À rénover,Non,A l’acte,4,22 m²,18 m²,19 m²,12 m²,217 m²,,37 m²,Oui,Non,Non,,Oui,2,,11 m²,1,,2,Mazout,Double vitrage,,,4,1,,,680 m²,Oui,,,,332 kWh/m²/an,,,,,Non,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,,Oui,,20250425006469,1979,,Equipée,,,,,,,,3,110 m²,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,13 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4880/aubel/vbc54255,VBC54255,Appartement à vendre,259000,Rue de la Bel 30B G16,4880 Aubel,Excellent,,,2,,,,,89 m²,Non,,Oui,,,,Oui,,Américaine,,1,,1,,Double vitrage,Oui,,,,,,,,,Oui,Non,136 kWh/m²/an,11182 kWh/an,,,,,Information non communiquée,Information non communiquée,,,,,1,,Oui,,,,,Equipée,,,,,,,,,,,,,,3,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4880/aubel/vbc65628,VBC65628,Villa à vendre,745000,Côte de Hagelstein 30,4880 Aubel,Excellent,,,6,,,,,510 m²,Non,,,Oui,,,Oui,,,,2,,,,,,,4,,Oui,,2160 m²,,,,,171 kWh/m²/an,70686 kWh/an,,,,,Information non communiquée,Information non communiquée,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4880/aubel/vbb92659,VBB92659,Maison à vendre,239000,Route de Val-Dieu 48,4880 Aubel,Normal,,,4,,,,,253 m²,Non,,Oui,Oui,,,Oui,,,,1,,2,Mazout,Double vitrage,Non,,3,,,,200 m²,Oui,,Oui,,328 kWh/m²/an,82742 kWh/an,,,,,Information non communiquée,Information non communiquée,Oui,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4880/aubel/vbb36429,VBB36429,Immeuble mixte à vendre,249000,Rue de la Bel 20 2,4880 Aubel,Normal,,,3,,,,,161 m²,Non,,,,,,,,Kitchenette,,2,,2,Mazout,Double vitrage,Non,,3,,,,,,,Oui,,241 kWh/m²/an,25025 kWh/an,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4880/aubel/vbb94897,VBB94897,Maison à vendre,437500,Rue de Merckhof 39,4880 Aubel,,Non,,4,,,,,161 m²,Non,42 m²,Non,Oui,Non,,Oui,,,,,1,1,,,Non,,4,2,Oui,10 m²,1077 m²,,,,,323 kWh/m²/an,,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,Non,Non,Non,Non,1,Nord-ouest,Oui,,20240227012793,1975,,,,13 m,,39 m,,,,2,,,,,88 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4900/spa/vbc88965,VBC88965,Maison à vendre,299000,Place Achille Salée 13,4900 Spa,,Non,A convenir,3,,,,,151 m²,Non,33 m²,Non,Oui,Non,,Oui,,,,1,1,2,,,Non,,3,2,Oui,47 m²,123 m²,,,,,469 kWh/m²/an,,09/06/2036,4690,pas d'application,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,1,Sud,,,20250610014016,,,,,,,17 m,,,,,,,,,61 m²,,,,,,,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4900/spa/rbt57897,RBT57897,Maison à vendre,292550,,4900 Spa,,,,3,,,,,219 m²,,,,,,,,,,,3,,,,,,,,,,,64 m²,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4900/spa/rbt57896,RBT57896,Maison à vendre,291050,,4900 Spa,,,,2,,,,,219 m²,,,,,,,,,,,2,,,,,,,,,,,64 m²,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4900/spa/rbt57895,RBT57895,Maison à vendre,250950,,4900 Spa,,,,2,,,,,219 m²,,,,,,,,,,,2,,,,,,,,,,,50 m²,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4900/spa/rbt57894,RBT57894,Maison à vendre,243750,,4900 Spa,,,,1,,,,,219 m²,,,,,,,,,,,1,,,,,,,,,,,50 m²,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/4900/spa/vbc83900,VBC83900,Maison de maître à vendre,385000,Boulevard des Guérêts 18,4900 Spa,Normal,,A l’acte,5,,,,,215 m²,Non,,,Oui,,,Oui,,,,1,,,,,,,4,,,,1140 m²,,,,,462 kWh/m²/an,99234 kWh/an,09/11/2028,84,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/4900/spa/vbc82579,VBC82579,Duplex à vendre,235000,Rue Barisart 126,4900 Spa,Normal,Non,A l’acte,2,19 m²,11 m²,,,86 m²,Non,19 m²,Oui,,,,Oui,,Américaine,17 m²,1,1,1,Gaz,Double vitrage,Oui,Oui,4,2,Oui,9 m²,,Oui,,Oui,Non,127 kWh/m²/an,12448 kWh/an,26/11/2025,2323,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,Ouest,,,,2015,,Equipée,,,,,,,,1,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4900/spa/vbc82054,VBC82054,Immeuble mixte à vendre,339000,Avenue Reine Astrid 192,4900 Spa,Normal,Non,,1,,,,,213 m²,Non,,Non,Non,Non,,,,,,1,,2,Mazout,,Non,,2,,,,,,Oui,Oui,,,,,2030,pas d'application,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,,Sud,Oui,480 m²,2021201022177,,,,,,,,,,,3,,,,,288 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4900/spa/vbc64284,VBC64284,Maison à vendre,175000,Rue Cockerill 45,4900 Spa,Normal,Oui,,3,18 m²,15 m²,7 m²,,112 m²,Non,31 m²,Oui,Oui,Oui,16 m²,Oui,1,Kitchenette,7 m²,1,,1,Gaz,,Non,Non,2,2,,,,Oui,Oui,Oui,Non,362 kWh/m²/an,44253 kWh/an,06/12/2021,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,1,Nord,,,,1935,23 m²,Semi-équipée,3 m²,7 m,,10 m,7 m,Oui,Non,,7 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4900/spa/vwd12840,VWD12840,Villa à vendre,625000,Avenue du Professeur Henrijean 17,4900 Spa,,Non,,5,,,,,320 m²,,,Oui,Oui,,,,,Indépendante,,3,,,Gaz,Simple vitrage,,,4,,Oui,30 m²,2780 m²,,Oui,Oui,,313 kWh/m²/an,,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,2500 m²,20230722000482,1900,,Equipée,,,Sud-ouest,,,,,,,,,,,,Non,,Oui,,Non,,Non,Non,Oui,Non,,,,,Oui,,,pas d'application,,Sud-ouest,,,,,,,,,,,,,,,,Non,,,,,Non,,
https://immovlan.be/fr/detail/maison/a-vendre/4900/spa/vbc40474,VBC40474,Maison à vendre,440000,Chemin des hauts prés 16,4900 Spa,À rénover,Non,,4,19 m²,19 m²,18 m²,22 m²,189 m²,,,Oui,,Oui,21 m²,Oui,2,,20 m²,4,3,4,Mazout,Double vitrage,Non,Non,4,1,Oui,22 m²,2556 m²,Non,,Oui,Non,446 kWh/m²/an,85454 kWh/an,23/02/2035,110,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,2,Sud-est,Oui,2378 m²,,1982,25 m²,,7 m²,12 m,,69 m,12 m,,,4,34 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/4900/spa/vbc67696,VBC67696,Duplex à vendre,250000,Boulevard des Anglais 55 3.1,4900 Spa,Normal,,A l’acte,2,12 m²,13 m²,,,125 m²,,32 m²,,,,,Oui,1,,11 m²,1,,1,Gaz,Double vitrage,Oui,,2,3,Oui,,,Oui,,,,129 kWh/m²/an,16766 kWh/an,,,,,Information non communiquée,Information non communiquée,,,,,,,,,20250217002422,1999,,Equipée,,,,,,,,1,,,,,,3,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4900/spa/vbc65616,VBC65616,Maison à vendre,1400000,Rue Albin Body 24,4900 Spa,Excellent,Non,A l’acte,9,24 m²,21 m²,29 m²,27 m²,789 m²,Non,63 m²,Oui,,Oui,55 m²,,,Américaine,29 m²,7,7,8,Mazout,Double vitrage,Non,Non,4,4,Oui,,3671 m²,Oui,,Oui,Oui,197 kWh/m²/an,188324 kWh/an,04/07/2032,49,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,Oui,,,,,Nord-ouest,Oui,3671 m²,,1900,,Equipée,,,,,,Oui,Oui,,,,22 m²,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/4900/spa/vbc63883,VBC63883,Duplex à vendre,245000,Rue Xhrouet 49 2,4900 Spa,Excellent,,A l’acte,1,12 m²,,,,89 m²,Non,35 m²,,,,,,,Américaine,19 m²,1,2,2,,Double vitrage,Non,Non,2,3,,,,Oui,Oui,Oui,Non,79 kWh/m²/an,9591 kWh/an,20/12/2034,15,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,1935,,Equipée,14 m²,,,,,,,,,,,,,1,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4900/spa/vbc63660,VBC63660,Villa à vendre,450000,Avenue Albert 4,4900 Spa,À rénover,,A convenir,3,10 m²,12 m²,9 m²,,152 m²,,49 m²,Oui,Oui,,,Oui,1,,4 m²,1,,1,Gaz,Double vitrage,,,4,1,,,2005 m²,,,,,502 kWh/m²/an,76058 kWh/an,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Est,Oui,,20250411016031,1936,,Equipée,,,,,,Non,,4,10 m²,,,,,,,,,,,Non,,,,,,,,,Oui,,,,,,,9 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4900/spa/vbc63045,VBC63045,Appartement à vendre,230000,Rue de l'Hôtel de Ville 8/10,4900 Spa,Normal,,A convenir,2,15 m²,9 m²,,,85 m²,,33 m²,Oui,,,,,,,,1,,1,Gaz,Double vitrage,Oui,,2,,Oui,1 m²,,Oui,,,,116 kWh/m²/an,9927 kWh/an,,,,,Information non communiquée,Information non communiquée,,,,,,,,,20250411014314,2003,,Equipée,,,,,,,,,12 m²,,,,,3,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4900/spa/vbc61841,VBC61841,Appartement à vendre,269000,Avenue Reine Astrid 52,4900 Spa,Normal,,A convenir,3,15 m²,13 m²,11 m²,,115 m²,,40 m²,Oui,,,,Oui,1,,10 m²,1,,1,Gaz,Double vitrage,Oui,,2,,Oui,,,Oui,,,,192 kWh/m²/an,24778 kWh/an,,,,,Information non communiquée,Information non communiquée,,,,,,,,,20250411010463,1967,,Equipée,,,,,,,,,10 m²,,,,,1,,Oui,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4900/spa/vbc03926,VBC03926,Maison à vendre,299000,Rue Silvela 117,4900 Spa,,,,4,,,,,172 m²,,,,Oui,,,Oui,,,,1,,,Gaz,,,,,,Oui,,,,,,,,498 kWh/an,,,,,Information non communiquée,Information non communiquée,,,,,,,Oui,930 m²,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4900/spa/vbc59986,VBC59986,Villa à vendre,555000,Avenue Professeur Henrijean 135,4900 Spa,À rénover,,Immédiatement,4,,,,,313 m²,Non,73 m²,,Oui,,,Oui,,,,4,,3,Mazout,,Non,,4,1,Non,,2364 m²,,,Oui,,251 kWh/m²/an,129025 kWh/an,07/03/2033,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,2,Nord-ouest,Oui,1600 m²,20230307000219,1980,,,,,,,,Oui,Oui,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,48 m²,,,,,,,,,,,,,,,,,,,,,
