ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Garage,Équipement_de_la_cuisine,Nombre_de_façades,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Conso_spécifique_dénergie_primaire,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Véranda,Nombre_de_salles_de_bain,Type_de_chauffage,Ascenseur,Accessible_aux_moins_valides,Largeur_de_la_façade,Surface_constructible,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Nombre_de_Garages,Type_de_vitrage,Panneaux_solaires,Pompe_à_chaleur,Air_conditionné,Alarme_antieffraction,Orientation_de_la_façade_du_bien,Parlophone,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Étage_de_lappartement,Nombre_de_places_de_parking_extérieur,Permis_de_bâtir_obtenu,Largeur_du_terrain_à_rue,Bien_actuellement_loué,Salle_à_manger,Dressing,Buanderie,Local_vélo,Nombre_de_toilettes,Raccordé_à_leau_courante,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Emission_de_CO2,Surface_du_garage,Conso_annuelle_totale_dénergie_primaire,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Maison_basse_énergie,Chauffage_au_sol,Compteur_Bihoraire,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Citerne_à_eau_de_pluie,Niveau_S,Surface_du_séjour,Surface_du_bureau,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_des_caves,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Orientation_du_jardin,Profondeur_du_terrain,Surface_du_grenier,Possibilités_pour_profession_libérale,Surface_totale,Porte_de_garage_motorisée,Domotique,Porte_daccès_sécurisée,Niveau_K,Nombre_de_douches,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Piscine_extérieure,Surface_salle_à_manger,Orientation_de_la_terrasse,Feu_ouvert,Balcon,Espace_ouvert_sensible_à_leau__WORG,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Station_de_charge_électrique,Adoucisseur_deau,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Attestation__Citernes_à_mazout,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Attestation__Installation_électrique__Validité,Panneaux_solaires_thermiques,Appartement_de_service,Surface_du_dressing,Surface_de_la_véranda,Niveau_E,Attestation__Citernes_à_mazout__Validité,Clef_électronique
https://immovlan.be/fr/detail/appartement/a-vendre/3970/bourg-leopold/rbt72669,RBT72669,Appartement à vendre,259000,Stationsstraat 62 6,3970 Bourg-Léopold,Excellent,2013,Immédiatement,2,72 m²,Non,Oui,,Oui,,2,,,Oui,,83 kWh/m²/an,Oui,,,,,Information non communiquée,Information non communiquée,,1,Gaz,Oui,,,,,,,Non,,,Double vitrage,,,,Oui,,Oui,4,,3,,,,,,,,,1,,,,,,,,,,,,Oui,Oui,,,,,12 m²,7 m²,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc91580,VBC91580,Maison à vendre,180000,Boulevard des Glacis 15,7800 Ath,À rénover,1931,,2,141 m²,Non,Non,Oui,,,2,Oui,,Oui,375 m²,519 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,,Gaz,Non,,,,20250602022959,02/06/2035,pas d'application,,,,,,,,,Sud-ouest,,,,,,,,Non,Non,Non,Non,Non,2,Oui,,,,,,,,,,,,Oui,,,43 m²,6 m²,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7711/dottignies/vbc91577,VBC91577,Maison à vendre,239000,,7711 Dottignies,À rénover,,,4,,Non,Non,Oui,Oui,,2,Oui,,,580 m²,303 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,1,Non specifié,Non,,10 m,150 m²,20250614001870,14/06/2035,pas d'application,,,1,,,,,,Sud-ouest,,,,,,,,Non,Non,Non,Non,Non,1,,,,303,,,,,,,,,,,,25 m²,,,,,,,,,50 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5001/belgrade/vwd13934,VWD13934,Immeuble mixte à vendre,148000,avenue Abras 61,5001 Belgrade,Normal,,,1,40 m²,,,,,,3,,,,,,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,,,,,,,,,,,Double vitrage,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/putte/rbt72663,RBT72663,Maison à vendre,598000,Pachtersdreef 43C,2580 Putte,Normal,,A partir du : 01/01/2026,4,185 m²,Non,Non,Oui,,,3,Oui,,Oui,1681 m²,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Gaz,Non,,,,3627231-RES-1,17/06/2035,pas d'application,Non,,,,,,,,Nord-ouest,,,,,2,,,Non,Non,Non,Non,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/6987/rendeux/rbt72661,RBT72661,Chalet à vendre,249000,Rue de Fondra 15,6987 Rendeux,Excellent,1978,A l’acte,3,100 m²,Oui,Non,,Oui,,4,Oui,750 m²,Oui,750 m²,249 kWh/m²/an,,,,,,Risque moyen,Information non communiquée,Non,1,Gaz,Non,,,,20181021003204,,"oui, attestation non conforme",Non,,1,,,,,,,,2,20 m²,,3,,,Non,Non,Non,Non,Non,2,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/6940/durbuy/rbt72660,RBT72660,Chalet à vendre,219000,Grand Bru 41,6940 Durbuy,Excellent,1964,A l’acte,2,45 m²,Oui,Non,,,,4,Oui,1270 m²,,1270 m²,,,,,,,Information non communiquée,Information non communiquée,Non,1,Gaz,Non,,,,,,"oui, attestation conforme",Non,,,,,,,,,,1,,,2,,,Non,Non,Non,Non,Non,1,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9200/dendermonde/rbt72658,RBT72658,Maison à vendre,285000,Langestraat 4,9200 Dendermonde,À rénover,1951,,3,171 m²,,Oui,Oui,,,,Oui,310 m²,Oui,434 m²,277 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Gaz,Non,Non,,,20250605-0003618207-RES-1,05/06/2035,"non, pas d'attestation",,Non,,Double vitrage,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 m²,,,42 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt72656,RBT72656,Maison à vendre,949000,Wolfsdonken 10,2490 Balen,Normal,2021,,3,291 m²,Non,Oui,Non,Oui,,,,,,3424 m²,26 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,2,Electrique,Non,Non,,,13003-G-2016_2067/EP14992/A001/D01/SD001,01/09/2031,"non, pas d'attestation",Non,Non,,Triple vitrage,Oui,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/liege/vbc91575,VBC91575,Maison à vendre,179000,Rue des Vignes 14,4000 Liège,Excellent,1918,A l’acte,3,120 m²,Non,Oui,,,Equipée,2,Oui,40 m²,Oui,,219 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,,2,Gaz,Non,Non,,,,10/09/2030,"oui, attestation conforme",,,,Double vitrage,,,,,Nord,,2,10 m²,,,,,,Oui,,,,3,Oui,,,40,,29771 kWh/an,,Américaine,,,,Oui,Oui,,,12 m²,,17 m²,16 m²,9 m²,,12 m²,,,,,,,,,,,2,,,Non,14 m²,Sud,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2660/hoboken/rbt72655,RBT72655,Appartement à vendre,229000,Robert Schumanlaan 33 21,2660 Hoboken,Normal,2014,A convenir,2,90 m²,,Non,Non,Oui,,,,,Oui,,140 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Gaz,Oui,Non,,90 m²,20240506-0003237364-RES-1,06/05/2024,"non, pas d'attestation",,Non,,Double vitrage,,,,,Ouest,Oui,2,8 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9200/dendermonde/rbt72654,RBT72654,Appartement à vendre,240000,Krijgshof 2 113,9200 Dendermonde,Normal,1977,,2,96 m²,,Non,Non,,,,,,Oui,,109 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Gaz,Oui,Non,,,20250412-0003565836-RES-1,12/04/2035,pas d'application,,Non,,Double vitrage,,,,,,,,19 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1180/uccle/vbc91574,VBC91574,Penthouse à vendre,429000,Avenue Brugmann 427A,1180 Uccle,Excellent,1970,Immédiatement,2,82 m²,Non,Oui,,,Super équipée,2,,,Oui,,250 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,,1,,Oui,Oui,17 m,,,18/04/2035,"oui, attestation conforme",,,,Double vitrage,,,Oui,,Est,Oui,7,20 m²,7,,,17 m,Non,,,,,1,Oui,,,49,,20354 kWh/an,,,,,,Oui,Oui,,,45 m²,,16 m²,8 m²,,,,,,,,,,,,Oui,,1,,,Non,,Est,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9280/lebbeke/rbt72650,RBT72650,Maison à vendre,549000,Wolvenstraat 28,9280 Lebbeke,Normal,1991,,4,242 m²,,Non,Oui,Oui,,,,,,703 m²,200 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Air pulsé,Non,Non,,,20250519-0003604870-RES-1,19/05/2035,pas d'application,,Non,1,Double vitrage,,Oui,Oui,,Nord,,,,,,,,,,,,,,,,,,24 m²,,,,,,,,,,,,,,,,,,8 m²,,,21 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4051/vaux-sous-chevremont/vbc91573,VBC91573,Maison à vendre,279000,Rue des Combattants 36,4051 Vaux-sous-Chèvremont,Normal,,,3,177 m²,Non,Non,Non,Oui,,,Oui,369 m²,Oui,489 m²,339 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,2,Electrique,Non,Non,,130 m²,20250502006270,02/05/2035,"non, pas d'attestation",,Non,1,Double vitrage,Oui,,Oui,,,,2,20 m²,,,,,,,,,,,,,,87,12 m²,69177 kWh/an,,,,,,,,,,,,,,,,,8 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4400/flemalle/vbc91572,VBC91572,Maison à vendre,245000,Jean Louis Adam 57,4400 Flémalle,À rénover,1970,A l’acte,3,131 m²,Non,Oui,,Oui,Equipée,3,Oui,530 m²,Oui,658 m²,369 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,,1,Mazout,Non,Non,9 m,,,,"oui, attestation non conforme",Non,,1,Double vitrage,,,,,,,4,30 m²,,1,Non,9 m,Non,,,,,2,,,,,,,,Américaine,,,,Oui,,,,36 m²,,10 m²,11 m²,37 m²,18 m²,17 m²,7 m²,Sud,47 m,,,,,,,,1,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/4257/berloz/vbc91571,VBC91571,Fermette à vendre,149000,Rue des Combattants 9,4257 Berloz,À restaurer,,,3,221 m²,,,,Oui,,2,Oui,600 m²,,880 m²,,,,,,,Pas de risque d’inondation,Information non communiquée,,,Non specifié,Non,Non,,,,,"non, pas d'attestation",,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/4257/rosoux-crenwick/vbc91570,VBC91570,Fermette à vendre,99000,Rue des combattants 9,4257 Rosoux-Crenwick,À restaurer,,,3,258 m²,,Oui,,,,4,Oui,150 m²,,350 m²,,,,,,,Pas de risque d’inondation,Information non communiquée,,,Non specifié,Non,Non,20 m,,,,"non, pas d'attestation",,,,Double vitrage,,,,,,,2,,,2,,20 m,,,,,,,,,,,,,,,,,,,,,,,,,,,26 m²,,,Nord,65 m,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9200/dendermonde/rbt72649,RBT72649,Maison à vendre,540000,Grootzand 31,9200 Dendermonde,Normal,2023,,3,216 m²,,Non,Non,Oui,,,Oui,120 m²,,200 m²,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,2,Gaz,Non,Non,,,42006-G-20216-507/EP02605/SV/A001D01,,pas d'application,,Non,1,Double vitrage,,,,,Nord-est,,,,,,,,,,,,,,,,,,31 m²,,,,,Oui,,,,,,,,,,,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9200/dendermonde/rbt72648,RBT72648,Maison à vendre,249000,Hoofdstraat 107,9200 Dendermonde,À rénover,1950,,3,300 m²,,Non,Oui,,,,Oui,,,380 m²,708 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Non specifié,Non,Non,,,20240831-0003357172-RES-1,31/08/2034,"non, pas d'attestation",,Non,,Double vitrage,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 m²,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1785/brussegem/rbt72647,RBT72647,Maison à vendre,699000,Steenweg op Asse 23,1785 Brussegem,Remis à neuf,1980,,4,229 m²,Non,Non,Oui,,,,Oui,,Oui,595 m²,231 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,Mazout,Non,Non,,176 m²,20250205-0003522507-RES-1,05/02/2035,"non, pas d'attestation",,Non,,Double vitrage,Oui,,Oui,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 m²,,,4 m²,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91569,VBC91569,Appartement à vendre,690000,Rue Washington 64,1050 Ixelles,Normal,1900,,2,136 m²,Non,Non,Non,,,2,,,,,169 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,,Non,,9 m,,,,"oui, attestation conforme",,,,,,,,,,,1,,,,,,Non,Non,Non,Non,Non,2,Oui,Non,,,,,,,,,,,Oui,,,50 m²,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/3150/haacht/rbt72645,RBT72645,Bungalow à vendre,90000,Binnenbeekweg 10,3150 Haacht,,1971,,3,120 m²,,,,,,4,Oui,841 m²,Oui,841 m²,433 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,,1,,,,,,,24/05/2035,,Non,,,Double vitrage,,,,,,,,,,3,,,,,,,,1,Oui,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1050/ixelles/vbc91568,VBC91568,Maison à vendre,690000,Rue Washington 64,1050 Ixelles,Normal,1900,,2,136 m²,Non,Non,Non,,,2,,,,,169 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,1,,Non,,9 m,,,,"oui, attestation conforme",,,,,,,,,,,1,,,,,,Non,Non,Non,Non,Non,2,Oui,Non,,,,,,,,,,,Oui,,,50 m²,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt72644,RBT72644,Maison à vendre,165000,Stasegemsestraat 35,8500 Courtrai,,,A l’acte,3,,,Oui,Oui,,,2,,,Oui,95 m²,743 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,,,,,,,11/06/2035,"oui, attestation non conforme",Non,,,Double vitrage,,,,,,,,,,,,,,,,,,1,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7500/tournai/vbc91565,VBC91565,Appartement à vendre,215000,,7500 Tournai,Excellent,,A l’acte,1,72 m²,Non,,,,Super équipée,,,,,,156 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,Non,Non,,,,07/06/2034,"oui, attestation conforme",,,,,,,,Oui,,,,,0,,,,,,,,,1,Oui,,,30,,11259 kWh/an,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,1,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1350/jandrain-jandrenouille/rwc39945,RWC39945,Villa à vendre,356050,,1350 Jandrain-Jandrenouille,Excellent,2025,A convenir,3,1 m²,,,Oui,Oui,Super équipée,4,Oui,,,553 m²,,Oui,,,,,Pas de risque d’inondation,Information non communiquée,,1,Solaire,,,,,,,"oui, attestation conforme",,,,Double vitrage,Oui,Oui,,,,Oui,,,,2,,,Non,,,,,,Oui,,,,,,1,Américaine,Oui,Oui,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,
https://immovlan.be/fr/detail/maison/a-vendre/5570/winenne/vbc91562,VBC91562,Maison à vendre,198000,,5570 Winenne,Normal,,A l’acte,3,167 m²,Non,Oui,Oui,Oui,Semi-équipée,2,Oui,493 m²,Oui,660 m²,500 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,Mazout,Non,,,,,01/06/2035,,,,1,Double vitrage,,,,,,,2,,,1,,,,,,,,,Oui,,,124,,83323 kWh/an,,Kitchenette,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5590/ciney/vbc91560,VBC91560,Appartement à vendre,215000,Rue Edouard Dinot,5590 Ciney,Nouveau,,,1,65 m²,Non,,,Oui,,,,,Oui,,42 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,,,,,,,,,,,,,,,,,,,3,6 m²,1,,,,,,,,,,,,,,,2696 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2870/puurs/rbt72637,RBT72637,Maison à vendre,349000,Guido Gezellelaan 69,2870 Puurs,,2021,A l’acte,3,144 m²,Non,Non,Non,Oui,,,,,Oui,183 m²,64 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,2,,Non,,,,12030-G-DBA_2017062567/EP00039/M060/D01/SD001,,"oui, attestation conforme",Non,,,,,,,,Sud,,,,,2,,,Non,Non,Non,Non,Non,2,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,Oui,,,37 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5000/namur/vbc91559,VBC91559,Appartement à vendre,316720,Rue du Premier Lanciers 1,5000 Namur,Nouveau,,Immédiatement,2,90 m²,Non,,,Oui,,,,,Oui,,47 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,,Oui,,,,,,"oui, attestation conforme",,,,,,,,,,,6,8 m²,2,,Oui,,,,,,Oui,1,,,,,,4201 kWh/an,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4121/neuville-en-condroz/vbc87649,VBC87649,Maison à vendre,,Chaussèe de Marche 20,4121 Neuville-en-Condroz,Normal,,,3,198 m²,Non,Oui,Oui,,,,Oui,,Oui,674 m²,379 kWh/m²/an,Non,,,,,Information non communiquée,Information non communiquée,Non,1,Mazout,Non,Non,9 m,103 m²,20240925022458,25/09/2034,"non, pas d'attestation",,Non,,Double vitrage,,,,Oui,Sud,,,39 m²,,,,,,,,,,,,,,,,85343 kWh/an,,,,,,,,,,,,,,,18 m²,,6 m²,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4121/neuville-en-condroz/vbc86317,VBC86317,Villa à vendre,990000,,4121 Neuville-en-Condroz,Excellent,2016,A l’acte,6,500 m²,Non,Oui,Oui,Oui,,4,Oui,750 m²,Oui,1518 m²,123 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,,5,,Non,Oui,,,,,"oui, attestation conforme",,,2,Double vitrage,,,,Oui,,Oui,1,47 m²,,1,,,Non,Oui,,,,,Oui,,,,,61451 kWh/an,,,,,,,Oui,Oui,,27 m²,,22 m²,20 m²,19 m²,,13 m²,6 m²,Sud,,,,,,,,,,14 m²,34 m²,Oui,28 m²,Sud,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4121/neuville-en-condroz/vbc67442,VBC67442,Maison à vendre,570000,Allée des Fougères 9,4121 Neuville-en-Condroz,Normal,1995,A l’acte,5,249 m²,Non,Oui,,Oui,Equipée,4,Oui,1546 m²,Oui,1700 m²,340 kWh/m²/an,Non,,,,,Pas de risque d’inondation,Information non communiquée,,2,Mazout,Non,Non,7 m,,,22/01/2033,"oui, attestation conforme",Non,,2,Double vitrage,,,,Oui,Sud-ouest,,1,30 m²,,5,Non,7 m,Non,Oui,,,,2,Oui,,,84,41 m²,84555 kWh/an,,Américaine,,,,,,,,40 m²,,19 m²,18 m²,18 m²,,20 m²,,,,,,,,,,,1,17 m²,17 m²,Non,40 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4121/neuville-en-condroz/vbc51581,VBC51581,Villa à vendre,480000,Reine Elisabeth 2,4121 Neuville-en-Condroz,Excellent,1980,,4,176 m²,Oui,Oui,Oui,Oui,Super équipée,4,Oui,750 m²,Oui,1071 m²,136 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,2,Mazout,Non,Non,17 m,,,21/03/2035,"oui, attestation conforme",,,1,Double vitrage,Oui,,,Oui,,,2,37 m²,,2,,17 m,,,,,,3,Oui,,,13731,,56074 kWh/an,,,,,,Oui,,,,40 m²,,21 m²,15 m²,15 m²,,15 m²,,,,,,,,,,,2,20 m²,,Non,,Sud,,,,,Oui,,,,,,,,05/03/2024,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4121/neuville-en-condroz/vbc07287,VBC07287,Appartement à vendre,299170,Rue des 10 journaux 4-10 /C9,4121 Neuville-en-Condroz,,2022,,3,108 m²,,,,Oui,,2,Oui,197 m²,Oui,,116 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,1,Gaz,Oui,Oui,,,,,"oui, attestation conforme",,,,Triple vitrage,,,,,,,2,15 m²,0,,,,,,,,,1,Oui,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4121/neuville-en-condroz/vbc06310,VBC06310,Maison à vendre,72500,Rue Joseph Wauters 43,4121 Neuville-en-Condroz,,,,2,195 m²,,Non,Non,Oui,,4,Oui,1000 m²,,1250 m²,381 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,1,Mazout,,,,,20241115001102,,,,,2,,,,,,Nord-est,,,,,2,,,Non,Non,Non,Non,Non,,,,,94,,,2,,,,,,,,,32 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4121/neuville-en-condroz/vbb79226,VBB79226,Villa à vendre,449000,Avenue des Thuyas 7,4121 Neuville-en-Condroz,À rénover,1973,A l’acte,3,260 m²,Non,Oui,,Oui,,4,Oui,1330 m²,Oui,1587 m²,399 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,,2,,Non,Non,17 m,,,,"oui, attestation non conforme",Non,,2,Double vitrage,,,,,Ouest,,1,20 m²,,,,17 m,Non,Oui,,,,,Oui,,,99,,83310 kWh/an,,,,,,Oui,,,,71 m²,,18 m²,18 m²,13 m²,,17 m²,5 m²,Est,,,,,,,,,,,,Non,22 m²,Est,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4121/neuville-en-condroz/vbc79383,VBC79383,Maison à vendre,300000,Rue des Bouleaux 29,4121 Neuville-en-Condroz,Excellent,,,2,112 m²,Non,Non,Non,Oui,Super équipée,3,Oui,,Oui,1052 m²,485 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Non,1,Mazout,Non,,10 m,95 m²,20250401022241,01/04/2035,"oui, attestation non conforme",,,1,,,,,,,,,,,,,,Non,Non,Non,Non,Non,2,,,,120,,54543 kWh/an,,,,,,,,,,33 m²,,,,,,,,,46 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
