ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Grenier,Véranda,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Surface_totale_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Caves,Salle_à_manger,Dressing,Buanderie,Local_vélo,Surface_constructible,Référence_PEB,Emission_de_CO2,Nombre_détages_de_limmeuble,Garage,Porte_de_garage_motorisée,Clef_électronique,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,Alarme_antieffraction,HammamSaunaJacuzzi,Feu_ouvert,Raccordé_au_gaz_de_ville,Balcon,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_salle_à_manger,Nombre_de_Garages,Surface_chambre_à_coucher_5,Possibilités_pour_profession_libérale,Nombre_de_place_de_parking_intérieur,Citerne_à_eau_de_pluie,Panneaux_solaires,Surface_du_grenier,Parlophone,Étage_de_lappartement,Surface_du_dressing,Pompe_à_chaleur,Surface_des_caves,Surface_du_garage,Orientation_du_jardin,Porte_daccès_sécurisée,Maison_basse_énergie,Compteur_deau_individuel,Attestation__Installation_électrique__Validité,Surface_totale,Compteur_Bihoraire,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Profondeur_du_terrain,Appartement_de_service
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vaz81739,VAZ81739,Appartement à vendre,,,6900 Marche-en-Famenne,,,,,0,,,,,,Non,,,,,,,,,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,Oui,,,,,Non,,,,,,,,,,,,,,Non
https://immovlan.be/fr/detail/studio/a-vendre/6900/marche-en-famenne/vbc50774,VBC50774,Studio à vendre,85000,Place aux Foires 17 13,6900 Marche-en-Famenne,,Non,,,,,,,,38 m²,Non,,Non,Non,,,,,1,,,Non specifié,,Oui,,,,,,,,Oui,,,,,,,,,,,pas d'application,,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6900/marche-en-famenne/vbc48159,VBC48159,Appartement à vendre,199000,Avenue du Monument 21B 7,6900 Marche-en-Famenne,,Non,1997,,1,,,,,59 m²,Non,,Non,Non,,,,,1,1,,Gaz,,Oui,,,2,,,,,Oui,2 m²,,,,,,,288 kWh/m²/an,,12/03/2025,pas d'application,,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,,20250312019056,,4,,,,,,,,,,,Oui,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/6900/marche-en-famenne/vbc32197,VBC32197,Studio à vendre,75000,Avenue de la Toison d'Or 17 63,6900 Marche-en-Famenne,,,,,,,,,,28 m²,Non,,,,,,,,1,,,Electrique,,Oui,,,,,,Non,,Non,,,,,,Oui,,1188 kWh/m²/an,33789 kWh/an,18/08/2032,pas d'application,,,,Information non communiquée,Information non communiquée,,,,,,,20220818011331,,6,Oui,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/6900/marche-en-famenne/vbc21859,VBC21859,Chalet à vendre,165000,Rue de la Roche 26,6900 Marche-en-Famenne,,Non,,,2,,,,,45 m²,Oui,,Non,Non,,,,1,,1,,Bois,,Non,,,,,,Oui,,Non,,,458 m²,,,,,891 kWh/m²/an,40593 kWh/an,14/01/2035,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,,20250114024146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/aye/vbc86799,VBC86799,Maison à vendre,420000,Clos des castors 4,6900 Aye,Normal,,2019,,3,,,,,183 m²,Non,,Oui,Non,,,,2,,,10 m²,Gaz,Double vitrage,Non,Non,Sud-est,,,,Oui,1078 m²,,,,1078 m²,,,,,97 kWh/m²/an,16722 kWh/an,05/11/2029,"non, pas d'attestation",,Non,,Information non communiquée,Information non communiquée,Non,,,,,,20191105501947,,,Oui,,,,,,,,,,,,,,Non,,1,,,,,,16 m²,,,,,,23 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/aye/vbc86297,VBC86297,Maison à vendre,365000,,6900 Aye,,Non,2005,,3,,,,,270 m²,Non,25 m²,Non,Non,,,,1,,1,,Gaz,,Non,,Sud-ouest,4,,,Oui,,Oui,,,,,,Oui,,185 kWh/m²/an,,,pas d'application,,,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,Non,159 m²,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/waha/vbc64562,VBC64562,Maison à vendre,290000,Rue des Prés 25,6900 Waha,Normal,,1939,A convenir,5,,,,,,,,Oui,,Equipée,,,2,,,,Mazout,Double vitrage,,,,4,,,,,,,,,,,,,239 kWh/m²/an,44329 kWh/an,,"oui, attestation non conforme",Non,,Non,Information non communiquée,Information non communiquée,,,,,,,202411190228889,,,Oui,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/roy/vbc40503,VBC40503,Maison à vendre,995000,Chemin des Bacs 2,6900 Roy,Normal,,1850,A l’acte,17,,,,,700 m²,Non,61 m²,,,,,,8,,,,Mazout,,Non,,Sud,4,32 m,20,Oui,,Oui,,,2500 m²,,,,,230 kWh/m²/an,59234 kWh/an,15/03/2027,"oui, attestation conforme",Oui,,,Pas de risque d’inondation,Information non communiquée,,,,,,472 m²,20170315024269,,,Oui,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/hargimont/vbb94980,VBB94980,Maison à vendre,100000,Rue des Caps 9,6900 Hargimont,À rénover,,1899,A l’acte,2,,,,,131 m²,,,,,,,,1,,2,,Mazout,Double vitrage,,,,3,,,,,,,,341 m²,,,,,470 kWh/m²/an,61653 kWh/an,,"oui, attestation non conforme",Non,,Non,Information non communiquée,Information non communiquée,,,,,,,20241012002896,,1,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6900/waha/vwd11106,VWD11106,Villa à vendre,750000,,6900 Waha,Excellent,,2008,A l’acte,4,,,,,248 m²,,35 m²,Oui,,Super équipée,Indépendante,43 m²,2,,,,Mazout,Double vitrage,,,,4,25 m,4,Oui,,Oui,,,1102 m²,,Oui,Oui,Oui,123 kWh/m²/an,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,,,Oui,,,20180606009756,,,Oui,,,,,Oui,Oui,,,,,,,,Non,,,,,2,Oui,Oui,,,,,,,,Sud,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6900/aye/vba38853,VBA38853,Maison à vendre,550000,Rue de la Commanderie 8,6900 Aye,Normal,,1968,A l’acte,2,14 m²,9 m²,,,216 m²,Oui,,,,Equipée,Américaine,,1,1,3,,,Double vitrage,Non,Oui,Nord-ouest,4,9 m,7,Oui,1041 m²,Oui,83 m²,,1207 m²,9 m,Oui,Oui,Non,206 kWh/m²/an,,,,,,,Risque élevé,Information non communiquée,Oui,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,42 m,
https://immovlan.be/fr/detail/maison/a-vendre/6924/lomprez/vbc90721,VBC90721,Maison à vendre,495000,Rue de Beauraing 1A,6924 Lomprez,Normal,Non,,A l’acte,5,17 m²,15 m²,17 m²,15 m²,230 m²,Non,33 m²,,,Equipée,Américaine,24 m²,2,2,3,8 m²,,,Non,,Nord,4,,,Oui,,Oui,,Sud,7670 m²,,Non,Oui,Non,220 kWh/m²/an,61859 kWh/an,10/03/2035,"oui, attestation conforme",Oui,,,Pas de risque d’inondation,Information non communiquée,Oui,Oui,,,,,,,1,Oui,,,,,,,,,,,,,,,25 m²,2,11 m²,,2,,,,,,,,,,,,,,,,,,,,,
