ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Nombre_de_façades,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Surface_constructible,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Équipement_de_la_cuisine,Type_de_vitrage,Alarme_antieffraction,Feu_ouvert,Accessible_aux_moins_valides,Surface_du_jardin,Orientation_du_jardin,Orientation_de_la_terrasse,Raccordé_aux_égouts,Piscine_extérieure,Date_de_validité_PEB,Le_bien_fait_lobjet_dun_droit_de_préemption,Surface_chambre_à_coucher_5,Surface_du_bureau,Surface_salle_à_manger,Surface_de_la_cuisine,Parlophone,Largeur_de_la_façade,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Citerne_à_eau_de_pluie,Conso_annuelle_totale_dénergie_primaire,Emission_de_CO2,Attestation__Installation_électrique__Validité,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Grenier,Chauffage_au_sol,Surface_du_grenier,Surface_du_garage,Surface_de_lades_salles_de_bain,Orientation_de_la_façade_du_bien,Raccordé_au_gaz_de_ville,Nombre_de_place_de_parking_intérieur,Station_de_charge_électrique,Panneaux_solaires,Air_conditionné,Surface_des_caves,Surface_du_dressing,Type_de_cuisine,Maison_basse_énergie,Panneaux_solaires_thermiques,Compteur_deau_individuel,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Étage_de_lappartement,Balcon,Surface_totale,Attestation__Citernes_à_mazout__Validité,Possibilités_pour_profession_libérale,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Pompe_à_chaleur,Adoucisseur_deau
https://immovlan.be/fr/detail/fermette/a-vendre/1380/lasne/vbc80663,VBC80663,Fermette à vendre,765000,,1380 Lasne,Normal,Non,1800,A l’acte,4,260 m²,Non,37 m²,Oui,,,,,,,,3,,3,Mazout,Non,4,1,2,Oui,Oui,40 m²,2236 m²,,Oui,368 kWh/m²/an,,"non, pas d'attestation",Information non communiquée,Information non communiquée,28 m²,16 m²,14 m²,12 m²,,Double vitrage,,Oui,Non,1500 m²,Sud,Sud-ouest,,Non,,,,,,26 m²,,,,,Oui,96554 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1380/lasne/vbc80254,VBC80254,Appartement à vendre,350000,Place du jeu de balle 1,1380 Lasne,Normal,Non,1999,Immédiatement,3,113 m²,Non,34 m²,Oui,,,,,,Oui,1,1,,2,Gaz,Non,,1,1,,,,,,Oui,145 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,12 m²,10 m²,9 m²,,Equipée,Double vitrage,,,Non,,,,Oui,Non,19/09/2033,,,,,,Oui,,,,,16397 kWh/an,27,,,,,,,,,Nord,Oui,1,,,,,,Américaine,,,,,,,,,1,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc78722,VBC78722,Maison à vendre,995000,,1380 Lasne,Excellent,Non,1850,A l’acte,4,371 m²,Non,70 m²,Oui,,Oui,,,,Oui,,2,2,3,Mazout,Non,4,2,,Oui,Oui,,1890 m²,,,187 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,35 m²,23 m²,20 m²,16 m²,Super équipée,Double vitrage,,,Non,1690 m²,,Est,,Non,03/06/2025,,,20 m²,,20 m²,,,,,,69211 kWh/an,46,,,,Oui,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc78016,VBC78016,Villa à vendre,1075000,,1380 Lasne,Normal,Non,1974,,6,345 m²,Non,64 m²,,,Oui,,,,Oui,2,2,2,3,Mazout,Non,4,1,3,Oui,Oui,,5513 m²,,,292 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,26 m²,15 m²,11 m²,12 m²,Equipée,,,,Non,5513 m²,,,Oui,Non,26/04/2023,,19 m²,16 m²,20 m²,24 m²,,24 m,,24 m,,121979 kWh/an,72,,,,Oui,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc77370,VBC77370,Villa à vendre,1750000,,1380 Lasne,Excellent,,1925,Immédiatement,5,350 m²,,,Oui,,Oui,Oui,Oui,,Oui,2,4,,1,Gaz,,4,2,,Oui,Oui,,2380 m²,,Oui,296 kWh/m²/an,20231027018503,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,Non équipée,Double vitrage,Oui,Oui,,,,,Oui,,,Oui,,,,,Oui,,,,,102239 kWh/an,55,,Oui,Oui,,Non,,,,Sud,,,,Non,Non,,,,Non,Non,Oui,Non,Non,Non,pas d'application,Oui,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc75152,VBC75152,Villa à vendre,1499000,,1380 Lasne,À rénover,,1990,Immédiatement,4,520 m²,,,Oui,,Oui,Oui,Oui,,Oui,2,3,,2,Gaz,,4,1,,Oui,,,7529 m²,,Oui,198 kWh/m²/an,20210225020450,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,,,Non équipée,Double vitrage,Oui,Oui,,,,,Non,,,Oui,,,,,Oui,,,,,79450 kWh/an,,,Oui,Oui,,Non,,,,,Oui,,,Non,Non,,,,Non,Non,Oui,Non,Non,Non,"oui, attestation non conforme",Oui,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc75031,VBC75031,Maison à vendre,1499000,,1380 Lasne,Normal,Non,,A l’acte,5,475 m²,Non,74 m²,Oui,,Oui,,,,Oui,2,5,1,5,Mazout,Non,4,1,6,Oui,Oui,40 m²,7220 m²,,,198 kWh/m²/an,,"oui, attestation non conforme",Risque moyen,Information non communiquée,20 m²,20 m²,13 m²,15 m²,Super équipée,Double vitrage,,,Non,7000 m²,,Sud-est,,Non,25/02/2031,,10 m²,1 m²,21 m²,21 m²,,,,,,79450 kWh/an,37,,,,Oui,,,,,,Oui,6,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc74651,VBC74651,Villa à vendre,985000,,1380 Lasne,À rénover,,1978,A l’acte,6,495 m²,Non,,Oui,Oui,,,,,Oui,5,5,,4,Mazout,Non,4,1,4,Oui,Oui,100 m²,3850 m²,,Oui,245 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,,,,,,,Oui,2000 m²,Est,Est,Oui,Non,,,,,,,,,,,,134265 kWh/an,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc74310,VBC74310,Villa à vendre,1150000,,1380 Lasne,Normal,Non,1995,A l’acte,5,260 m²,Non,,Oui,,Oui,,,,Oui,2,4,3,4,Mazout,Non,4,1,,Oui,Oui,,4973 m²,,,326 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,20 m²,19 m²,18 m²,9 m²,Super équipée,,Oui,,Non,4973 m²,,Sud-est,Oui,Non,15/06/2032,,7 m²,8 m²,,,,,,,,86951 kWh/an,68,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1380/lasne/vbc72728,VBC72728,Immeuble mixte à vendre,745000,Avenue Bois de Chapelle 2,1380 Lasne,À rénover,Non,1985,A l’acte,5,255 m²,Non,43 m²,Oui,,,,,,,,1,1,3,Gaz,Non,4,1,7,Oui,Oui,,1518 m²,,Oui,236 kWh/m²/an,,"non, pas d'attestation",Information non communiquée,Information non communiquée,,,,,Semi-équipée,Double vitrage,Oui,,Non,1000 m²,,Sud-ouest,Oui,Non,13/05/2035,,,,,9 m²,,,,,,32188 kWh/an,43,,,,Oui,,,,,,Oui,,,,,,,Kitchenette,,,,,,,,,,Oui,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc72615,VBC72615,Villa à vendre,525000,Rue des Fiefs 21B,1380 Lasne,À rénover,Oui,1970,,3,199 m²,Non,33 m²,Oui,,Oui,,,,Oui,1,2,1,2,Gaz,Non,4,,3,Oui,Oui,44 m²,,,Oui,660 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,13 m²,9 m²,44 m²,,,,Oui,,Non,2011 m²,,Sud-est,Oui,Non,28/04/2035,,,,15 m²,17 m²,,15 m,,15 m,,136681 kWh/an,137,,,,,,,,,Nord-est,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1380/lasne/vbc71687,VBC71687,Appartement à vendre,200000,Ruelle des Béguines 1 E,1380 Lasne,Normal,Oui,1995,,1,45 m²,Non,,,,,,,,,,1,1,1,Gaz,Non,2,2,,,,,,,Oui,195 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,11 m²,,,,,Double vitrage,,,Non,,,,Oui,Non,01/11/2025,,,,,,Oui,,,,,8516 kWh/an,1564,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1380/lasne/vbc71087,VBC71087,Appartement à vendre,950000,,1380 Lasne,Normal,Oui,2006,,4,312 m²,Non,55 m²,Oui,,Oui,,,,Oui,2,4,3,4,Mazout,Oui,2,2,4,,Oui,11 m²,,,,140 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,38 m²,15 m²,15 m²,15 m²,Super équipée,Double vitrage,Oui,,Non,,,Sud,,Non,07/04/2033,,,13 m²,23 m²,20 m²,Oui,,,,,,35,,,,,,,,,,,2,,,,,,,,,,,Oui,,,,1,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc69181,VBC69181,Maison à vendre,1250000,,1380 Lasne,Excellent,,1970,A l’acte,5,320 m²,Non,95 m²,Oui,,,,,,Oui,2,5,,6,Mazout,Non,4,1,8,Oui,Oui,100 m²,1579 m²,,Oui,252 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,40 m²,40 m²,27 m²,21 m²,,Double vitrage,Oui,Oui,Oui,1200 m²,Sud-ouest,Sud-ouest,Oui,Oui,,,24 m²,,,13 m²,,,,,Oui,7279 kWh/an,62,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vwd13189,VWD13189,Villa à vendre,1495000,,1380 Lasne,Normal,,,A l’acte,5,600 m²,,,,,,,,,Oui,,4,,,Mazout,,4,,5,Oui,Oui,40 m²,3420 m²,,Oui,,,,Information non communiquée,Information non communiquée,,,,,Super équipée,Double vitrage,Oui,Oui,,2700 m²,,,Oui,Oui,,,,,,,,,,,,,61,,,,,,,,,Nord-est,Oui,2,,Oui,,,,,,,,,,,,,,,680 m²,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc66740,VBC66740,Villa à vendre,1795000,,1380 Lasne,Excellent,,1969,A l’acte,5,600 m²,Non,100 m²,Oui,,Oui,,,,,,5,5,5,Mazout,Non,4,2,,Oui,Oui,75 m²,7257 m²,,Oui,220 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,15 m²,15 m²,15 m²,12 m²,Super équipée,,,,Non,7000 m²,,Sud-ouest,,Oui,23/09/2034,,10 m²,,50 m²,,,,,,,131925 kWh/an,55,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc65480,VBC65480,Maison à vendre,1185000,,1380 Lasne,Excellent,,1973,A l’acte,4,300 m²,Non,,Oui,,Oui,,,,Oui,,2,,,Mazout,Non,4,2,6,Oui,Oui,45 m²,2189 m²,,Oui,166 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,50 m²,32 m²,16 m²,,Super équipée,Double vitrage,Oui,Oui,Non,1500 m²,Sud,Sud,Oui,Non,,,,,16 m²,29 m²,Oui,,,,Oui,57232 kWh/an,41,,,,,,,,,,,1,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1380/lasne/vbc62249,VBC62249,Appartement à vendre,695000,,1380 Lasne,Excellent,,2015,A partir du : 01/05/2025,2,125 m²,,,Oui,,Oui,Oui,Oui,,Oui,,2,,2,Gaz,Oui,,2,,,Oui,14 m²,,,Oui,54 kWh/m²/an,20160215505396,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,Non équipée,Double vitrage,Non,Non,Oui,,,,Oui,,,Oui,,,,,Non,,,,,6782 kWh/an,11,,Oui,Oui,,Non,,,,Sud,,1,,Non,Non,,,,Non,Non,Oui,Non,Oui,Non,pas d'application,Non,1,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc62115,VBC62115,Maison à vendre,1350000,,1380 Lasne,,,1977,A l’acte,5,300 m²,Non,60 m²,Oui,,,,,,Oui,2,4,,4,Mazout,Non,4,1,3,Oui,Oui,100 m²,2600 m²,,Oui,455 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,60 m²,45 m²,15 m²,11 m²,,,Oui,Oui,Non,2000 m²,Sud,Sud,Oui,Non,,,,,,16 m²,,,,,,167924 kWh/an,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vwd13018,VWD13018,Villa à vendre,1650000,,1380 Lasne,,,,,5,350 m²,,65 m²,Oui,,,,,,Oui,,4,,,Gaz,,,,2,Oui,Oui,,2352 m²,,Oui,254 kWh/m²/an,20220316001502,,Information non communiquée,Information non communiquée,22 m²,20 m²,18 m²,15 m²,Super équipée,,Oui,,,,Sud-est,Sud-est,Oui,,,,7 m²,16 m²,,16 m²,,15 m,,,,,63,,,,Oui,,,,,,Oui,4,,Oui,,,,,,,,,Oui,,,,,,455 m²,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc58714,VBC58714,Villa à vendre,995000,,1380 Lasne,À rénover,Non,1850,A l’acte,5,295 m²,Non,22 m²,Oui,,Oui,,,,Oui,1,2,,3,Mazout,Non,4,,4,Oui,Oui,,3172 m²,,Oui,384 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,18 m²,14 m²,11 m²,18 m²,Super équipée,,,,Non,,,Ouest,Oui,Non,12/08/2034,Non,12 m²,,33 m²,13 m²,,,,,,113304 kWh/an,,08/12/2024,Oui,Non,,,,,,Est,,,,,,,,,,,,,,,,,,,,09/02/2024,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc58706,VBC58706,Villa à vendre,995000,,1380 Lasne,Normal,Non,1800,A l’acte,5,253 m²,Non,,,,Oui,,,,Oui,1,2,1,3,Mazout,Non,4,1,4,Oui,Oui,,3172 m²,,,384 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,18 m²,18 m²,13 m²,20 m²,Equipée,,,,Non,3172 m²,,,Oui,Non,12/08/2034,,,18 m²,,,,,,,,113304 kWh/an,95,,,,,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc55964,VBC55964,Maison à vendre,2450000,,1380 Lasne,Normal,,1993,Immédiatement,6,420 m²,,,,,Non,Non,,,,,4,,,Mazout,,4,2,,Oui,,,23810 m²,,Oui,233 kWh/m²/an,20250203007508,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,,,,,Non équipée,Double vitrage,Non,Oui,,,,,Non,Oui,,Oui,,27 m²,,,Non,40 m,,,,67081 kWh/an,58,,Oui,Oui,Oui,Non,,,,,,,,Non,Non,,,,Non,Non,Oui,Non,Non,Non,"oui, attestation conforme",Oui,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc55985,VBC55985,Villa à vendre,775000,,1380 Lasne,Normal,Non,1860,A l’acte,5,300 m²,Non,50 m²,Oui,,Oui,,,,Oui,1,4,3,4,Mazout,Non,4,1,4,Oui,Oui,,2359 m²,,,283 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,17 m²,17 m²,15 m²,14 m²,Equipée,Double vitrage,,,Non,2359 m²,,Sud-ouest,Non,Non,20/10/2024,,8 m²,19 m²,,13 m²,,,,,,85489 kWh/an,70,,,,Oui,,,,,,Oui,,,Oui,,,,Américaine,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc55418,VBC55418,Maison à vendre,1800000,,1380 Lasne,,,1918,Immédiatement,,,,,,,Oui,Oui,,,,,,,,Non specifié,,4,1,,,,,9796 m²,,Oui,255 kWh/m²/an,20211001017839,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,,,,,Non équipée,Double vitrage,Non,Non,,,,,Non,,,Non,,,,,Non,,,,,53128 kWh/an,64,,Oui,Oui,,Non,,,,,Oui,,,Non,Non,,,,Non,Non,,Non,Non,Non,pas d'application,Non,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc54061,VBC54061,Maison à vendre,1095000,,1380 Lasne,Excellent,,1976,A l’acte,5,310 m²,Non,70 m²,Oui,,,,,,Oui,,3,,4,Mazout,,4,2,4,Oui,Oui,100 m²,3646 m²,,Oui,280 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,45 m²,35 m²,12 m²,12 m²,,Double vitrage,Oui,Oui,Non,2000 m²,Sud,Sud,Oui,,,,10 m²,,,25 m²,,,,,,87028 kWh/an,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1380/lasne/vbc48866,VBC48866,Appartement à vendre,295000,,1380 Lasne,Excellent,Oui,2017,A l’acte,1,60 m²,,,Oui,,Oui,,,,Oui,1,1,1,1,Gaz,Oui,,2,1,,Oui,15 m²,,,,207 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,12 m²,,,,Super équipée,Double vitrage,,,Oui,,,Sud-ouest,,Non,26/01/2032,,,1 m²,,,Oui,,,,,,4387,,,,,,,,,,,1,,,,,,,,,,,Oui,,,,0,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc46007,VBC46007,Villa à vendre,995000,,1380 Lasne,À rénover,,1850,Immédiatement,5,280 m²,,,Oui,,Oui,Non,,,Oui,,2,,1,Mazout,,4,1,,,,,8950 m²,,,586 kWh/m²/an,20230728004985,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,,,Non équipée,,Oui,Oui,,,,,Non,,,Non,,,,,Non,,,,,163352 kWh/an,146,,Non,Non,Oui,Non,,,,,,,,Non,Non,,,,Non,Non,,Non,Non,Non,"oui, attestation non conforme",Non,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc45956,VBC45956,Villa à vendre,995000,Chemin des Ornois 28,1380 Lasne,À rénover,Non,1920,A l’acte,6,280 m²,Non,40 m²,Oui,,Oui,,,,Oui,1,2,1,4,Mazout,Non,4,2,1,Oui,Oui,20 m²,8950 m²,,Oui,586 kWh/m²/an,,"oui, attestation non conforme",Risque moyen,Information non communiquée,18 m²,12 m²,18 m²,12 m²,Super équipée,,,,Non,8700 m²,,Sud-ouest,Non,Non,28/07/2033,Non,11 m²,,18 m²,18 m²,,18 m,,,,163352 kWh/an,40,,Non,Non,Oui,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc43195,VBC43195,Maison à vendre,1580000,Chemin du Gros Tienne 132,1380 Lasne,Excellent,Non,1930,Immédiatement,4,355 m²,Non,,Oui,,,,,,,,2,2,3,Gaz,Non,4,1,2,Oui,Oui,20 m²,4900 m²,,Oui,315 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,20 m²,12 m²,20 m²,25 m²,Super équipée,Double vitrage,,,Non,4700 m²,,Sud,,Oui,27/09/2032,,,,,,,,,,,111887 kWh/an,58,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc36517,VBC36517,Maison à vendre,725000,,1380 Lasne,Remis à neuf,Non,1920,A l’acte,4,480 m²,Non,55 m²,,,Oui,,,,Oui,2,4,1,5,Mazout,Non,3,4,2,Oui,Oui,,649 m²,,,468 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,18 m²,21 m²,27 m²,26 m²,Equipée,Double vitrage,,,Non,649 m²,,,,Non,29/04/2025,,,1 m²,,21 m²,,,,,,164175 kWh/an,116,,,,Oui,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/triplex/a-vendre/1380/lasne/vbc34387,VBC34387,Triplex à vendre,265000,,1380 Lasne,Excellent,Non,,A l’acte,2,85 m²,Non,27 m²,Oui,,,,,,,,1,,1,,Non,2,2,,Oui,Oui,3 m²,,,Oui,357 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,13 m²,13 m²,,,Super équipée,,,,Non,,Sud,Sud,Oui,Non,,,,,,,,,,,,28467 kWh/an,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc31337,VBC31337,Maison à vendre,325000,,1380 Lasne,À rénover,Non,1850,A l’acte,3,207 m²,Non,,Oui,Oui,Oui,,,,Oui,1,1,1,2,Mazout,Non,4,3,1,Oui,,,674 m²,,Oui,530 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,15 m²,16 m²,19 m²,,Super équipée,,,,Non,523 m²,,,Oui,Non,,Non,,,16 m²,12 m²,Oui,11 m,,11 m,,122886 kWh/an,131,,Oui,Non,Oui,,43 m²,18 m²,7 m²,Nord-ouest,,,,,,29 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc31330,VBC31330,Maison à vendre,265000,,1380 Lasne,Excellent,Non,,A l’acte,2,85 m²,Non,27 m²,Oui,,,Oui,,,,,1,,1,,Non,2,2,,Oui,Oui,3 m²,48 m²,,Oui,357 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,13 m²,13 m²,,,Super équipée,,,,Non,,Sud,Sud,Oui,Non,,,,,,,,,,,,28467 kWh/an,,,,,Oui,,,,,,,,,,,,65 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc29600,VBC29600,Maison à vendre,549000,Avenue du Champ del Croix 4,1380 Lasne,À rénover,,1984,,4,279 m²,Non,38 m²,,,,,,,Oui,1,1,1,2,Mazout,Non,4,,2,Oui,Oui,38 m²,1475 m²,279 m²,Oui,,20240523003225,"non, pas d'attestation",Information non communiquée,Information non communiquée,,,,,Super équipée,,,,,1340 m²,,,,,23/05/2034,,,,,,,,,,,54132 kWh/an,49,,,,Oui,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc28197,VBC28197,Maison à vendre,650000,,1380 Lasne,Nouveau,,1974,A l’acte,4,189 m²,Non,38 m²,Oui,Oui,,,,,Oui,1,2,,,,Non,4,1,4,Oui,Oui,25 m²,1659 m²,,Oui,64 kWh/m²/an,,,Information non communiquée,Information non communiquée,14 m²,10 m²,9 m²,12 m²,Super équipée,Double vitrage,,,Non,1659 m²,,,Oui,Non,26/05/2034,,9 m²,,,9 m²,Oui,,,,Oui,11642 kWh/an,,,,,Oui,,,,,,Oui,1,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1380/lasne/vbc21604,VBC21604,Villa à vendre,1850000,,1380 Lasne,Excellent,Non,2016,A l’acte,4,400 m²,,34 m²,Oui,,Oui,,,,Oui,2,2,1,4,,Non,4,1,4,Oui,Oui,100 m²,4195 m²,,,57 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,26 m²,16 m²,16 m²,21 m²,Super équipée,Double vitrage,Oui,,Oui,3500 m²,,Sud,Oui,Oui,25/04/2026,,,40 m²,30 m²,34 m²,,22 m,,22 m,Oui,28974 kWh/an,13,,,,Oui,,,,,,,2,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc17946,VBC17946,Maison à vendre,2590000,,1380 Lasne,,Non,,,,,,,Non,Non,,,Non,Non,,,,,,Non specifié,Non,,,,,,,19409 m²,,,0 kWh/m²/an,,,Information non communiquée,Information non communiquée,,,,,,,Non,Non,,,,,,Non,,,,,,,Non,,,,,,,,,,Non,Non,,,,,,,,,Non,,,,,,,Non,Non,Non,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1380/lasne/vbc08029,VBC08029,Maison à vendre,500000,,1380 Lasne,À rénover,,,A l’acte,2,150 m²,Non,32 m²,,Oui,,,,,Oui,1,1,,1,Mazout,Non,4,,7,Oui,Oui,,1754 m²,,Oui,610 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,11 m²,13 m²,,,,Double vitrage,,,Oui,1541 m²,Nord-est,,Oui,Non,06/12/2034,,,,,9 m²,,10 m,49 m,10 m,,55618 kWh/an,151,,,,,,,,3 m²,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
