ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Parlophone,Ascenseur,Étage_de_lappartement,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_constructible,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Disponibilité_du_bien,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Alarme_antieffraction,Accessible_aux_moins_valides,Nombre_de_façades,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Balcon,Conso_spécifique_dénergie_primaire,Référence_PEB,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Largeur_de_la_façade,Etat_du_bien,Surface_de_la_terrasse,Surface_chambre_à_coucher_1,Meublé,Surface_du_séjour,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_douches,Orientation_de_la_façade_du_bien,Raccordé_aux_égouts,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Panneaux_solaires,Panneaux_solaires_thermiques,Chauffage_au_sol,Domotique,Porte_daccès_sécurisée,Attestation__Citernes_à_mazout,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Type_de_cuisine,Surface_salle_à_manger,Niveau_E,Surface_du_jardin,Niveau_K,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Attestation__Asbuilt,Citerne_à_eau_de_pluie,Surface_des_caves,Surface_de_lades_salles_de_bain,Feu_ouvert,Orientation_de_la_terrasse,Nombre_de_place_de_parking_intérieur,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Pompe_à_chaleur,Porte_de_garage_motorisée,Clef_électronique,HammamSaunaJacuzzi,Attestation__Installation_électrique__Validité,Adoucisseur_deau,Surface_du_grenier,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_chambre_à_coucher_5,Maison_basse_énergie,Surface_du_garage,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Surface_de_la_véranda,Surface_du_dressing,Compteur_Bihoraire
https://immovlan.be/fr/detail/duplex/a-vendre/4100/seraing/vbc91625,VBC91625,Duplex à vendre,175000,Rue Goffart,4100 Seraing,,,2,90 m²,,,,,,,,Oui,1,1,1,,Non,,2,,,,Oui,,,,Non,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,A l’acte,Non specifié,,,,Non,,,,,,,,,,,À rénover,7 m²,11 m²,Non,,,,1,,,,,,,,,,,,17 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7012/jemappes/vbc91623,VBC91623,Maison à vendre,80000,De la Sablonnière 54,7012 Jemappes,,,2,74 m²,Oui,,,Oui,,,,,,,1,,,,1,,Oui,,Oui,,Oui,Oui,,,,Information non communiquée,Information non communiquée,A l’acte,Gaz,Double vitrage,,,,2,135 m²,30 m,5 m,,459 kWh/m²/an,,,,5 m,Normal,6 m²,14 m²,,,,7 m²,1,,Oui,40156 kWh/an,31/03/2035,,,,,,,,9 m²,,,,10 m²,,67 m²,,,,,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3580/beringen/rbt72686,RBT72686,Maison à vendre,375000,Fazantenlaan 66,3580 Beringen,Non,1983,3,198 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,,,Non,,,,Oui,,Oui,,,,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Gaz,,,,,3,416 m²,,,,189 kWh/m²/an,20250616-0003623308-RES-1,Non,,,Normal,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2400/mol/rbt72684,RBT72684,Maison à vendre,460000,Langestraat 21,2400 Mol,Non,,3,200 m²,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,,,1,Oui,,,,,Oui,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Electrique,,,,,4,,,,,,,Non,,8 m,Nouveau,,,Non,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6180/courcelles/vbc91620,VBC91620,Immeuble mixte à vendre,230000,Rue du Général de Gaulle 152,6180 Courcelles,Oui,,3,190 m²,Oui,,,,,,,Oui,1,3,3,Oui,Non,,2,,Oui,,Oui,,Oui,Oui,Non,"oui, attestation conforme",,Information non communiquée,Information non communiquée,A l’acte,Gaz,Double vitrage,,,,2,420 m²,,,,391 kWh/m²/an,,,,,Normal,30 m²,19 m²,Non,,,,3,,Oui,39991 kWh/an,11/04/2035,72,,,,,,,10 m²,10 m²,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/2000/anvers/rbt72683,RBT72683,Duplex à vendre,475000,Braziliëstraat 32,2000 Anvers,,2022,2,85 m²,Oui,,,,,,,,,1,2,Oui,Oui,1,2,,,,Oui,,Oui,Oui,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,Double vitrage,,,Non,2,,,,,79 kWh/m²/an,,,,,Excellent,6 m²,17 m²,Non,30 m²,Equipée,5 m²,1,Est,Oui,,,,,,,,Oui,,7 m²,,,Américaine,,,,,Oui,Non,,,,6 m²,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1980/zemst/rbt72682,RBT72682,Maison à vendre,339000,Brusselsesteenweg 88,1980 Zemst,,1982,4,190 m²,,Oui,,,,,,,,1,1,,,,,,Oui,,Oui,,Oui,Oui,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,Gaz,Double vitrage,,,Non,2,880 m²,,,,378 kWh/m²/an,,Non,,,À rénover,,32 m²,,40 m²,Semi-équipée,6 m²,,,,,16/06/2035,,,,,,,,17 m²,16 m²,5 m²,Kitchenette,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5030/gembloux/vbc91615,VBC91615,Appartement à vendre,315000,,5030 Gembloux,,,2,93 m²,,,,,,,,,,,,,,0,,,Oui,,Oui,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,96 kWh/m²/an,,,,,,,,,,,,,,,8819 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4700/eupen/vbc91612,VBC91612,Maison à vendre,,Simarstasse 12,4700 Eupen,,,3,133 m²,,,,,,,Oui,,,2,2,,Non,,,,Oui,,Oui,,,,,,,Information non communiquée,Information non communiquée,,,,,,,2,,,,,,,,,,Nouveau,16 m²,,Non,,,,,,,,,,,,,,,,,,,,,,20 m²,,Oui,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6600/bastogne/vbc91611,VBC91611,Appartement à vendre,289000,Rue Gustave-Delperdange 70,6600 Bastogne,,2025,2,98 m²,,,,,,,Oui,,,1,1,Oui,Oui,1,5,,,,Oui,,,Oui,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,Gaz,Double vitrage,,,,,,,,,,,,,,Nouveau,9 m²,,Non,,,,,,Oui,,,,,,,,,,,,,Indépendante,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6600/bastogne/vbc91610,VBC91610,Appartement à vendre,314000,Rue Gustave-Delperdange 70,6600 Bastogne,,2025,2,100 m²,,,,,,,Oui,,,1,1,Oui,Oui,2,3,,,,Oui,,,Oui,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,Gaz,Double vitrage,,,,,,,,,,,,,,Nouveau,9 m²,,Non,,,,,,Oui,,,,,,,,,,,,,Indépendante,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5030/gembloux/vbc91609,VBC91609,Appartement à vendre,419000,,5030 Gembloux,,,3,133 m²,,,,,,,,,,,,,,0,,,Oui,,Oui,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,91 kWh/m²/an,,,,,,,,,,,,,,,12042 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/4000/liege/vbc91608,VBC91608,Loft à vendre,275000,Quai de la Derivation,4000 Liège,,2022,2,102 m²,,,,,,,,,,,,,,3,6,,,,Oui,,Oui,Oui,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,63 kWh/m²/an,,,,,Nouveau,6 m²,,Non,,,,,,Oui,6045 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/3800/saint-trond/rbt72681,RBT72681,Immeuble mixte à vendre,259000,Stapelstraat 54,3800 Saint-Trond,Non,1952,5,149 m²,Non,Non,Non,Non,Non,Non,Non,,,1,2,,Non,,,,,,Oui,,,,,pas d'application,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Information non communiquée,Information non communiquée,,Gaz,,,,,2,157 m²,,,,,20231008-0003009085-KKNR-1,Non,,,Normal,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1150/woluwe-saint-pierre/vbc91603,VBC91603,Maison à vendre,1115000,Corniche Verte 17,1150 Woluwe-Saint-Pierre,Non,1965,5,315 m²,Oui,Oui,,Oui,,,,Oui,3,3,3,,Non,,2,2,Oui,,Oui,,,,Oui,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Gaz,,,Oui,Non,3,1595 m²,,,,302 kWh/m²/an,,,,,À rénover,,24 m²,Non,64 m²,,15 m²,1,,,302 kWh/an,,,,,,,,,17 m²,12 m²,22 m²,,,,1500 m²,,,,,,,,,Sud-est,2,,,,,,,,,,,,14 m²,,,17 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4100/seraing/vbc91602,VBC91602,Maison à vendre,99000,Rue Jean de Seraing 88,4100 Seraing,Non,,3,165 m²,Oui,Oui,,Oui,,,,Oui,1,1,1,,Non,,2,,,,Oui,,Oui,Oui,Non,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,A l’acte,Gaz,Double vitrage,,,Non,2,,,,,466 kWh/m²/an,,Non,,,,,18 m²,Non,17 m²,,10 m²,,,Oui,76710 kWh/an,29/07/2033,,,,,,,,21 m²,18 m²,14 m²,,14 m²,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/blaasveld/rbt72678,RBT72678,Appartement à vendre,290491,Mechelsesteenweg 286,2830 Blaasveld,,,1,81 m²,Oui,,,,,,,Oui,,1,1,Oui,Oui,0,4,,Oui,,Oui,,,,,,,Information non communiquée,Information non communiquée,,Air pulsé,Double vitrage,,,,4,,,,,,,,,,Nouveau,19 m²,17 m²,,,,,1,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,Nord-ouest,1,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1000/bruxelles/vbc91596,VBC91596,Maison à vendre,177500,Rempart des Moines 8,1000 Bruxelles,Non,,1,55 m²,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,2,,,,,668 kWh/m²/an,20220708-0000616713-01-2,,,,,,,,17 m²,,,1,Nord-ouest,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91595,VBC91595,Appartement à vendre,170000,Rempart des Moines 8,1000 Bruxelles,Non,,1,50 m²,Non,Non,Non,Non,Non,Non,Non,,,1,,,,4,,,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,2,,,,,417 kWh/m²/an,20220708­0000616716­01­5,,,,,,,,20 m²,,,,Ouest,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2870/puurs-sint-amands/rbt72677,RBT72677,Appartement à vendre,155000,Molenheide 60 001,2870 Puurs-Sint-Amands,Non,,1,60 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,,Non,,2,,Oui,,Oui,,Oui,Oui,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,A l’acte,,,,,,,,,,,,,Non,,,Nouveau,11 m²,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4920/aywaille/vbc91593,VBC91593,Maison à vendre,270000,Rue des Cornouillers 9B,4920 Aywaille,,,4,,,,,,,,,Oui,,2,,,,,1,,Oui,,,,,Oui,Non,,,Information non communiquée,Information non communiquée,A l’acte,Non specifié,,,,,4,747 m²,,,,187 kWh/m²/an,,,,,À restaurer,,,Non,26 m²,,,,,Non,25228 kWh/an,05/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7012/jemappes/vwd13935,VWD13935,Maison à vendre,165000,avenue Wilson 517,7012 Jemappes,,,3,167 m²,Oui,Oui,,,,,,Oui,,,,,,,,,Oui,Ouest,,,Oui,Oui,,,,Information non communiquée,Information non communiquée,,Gaz,Double vitrage,,,,3,16 m²,40 m,15 m,,605 kWh/m²/an,20250608008503,,,,,,18 m²,,42 m²,Non équipée,10 m²,,,Oui,112079 kWh/an,,,,,,,,,12 m²,10 m²,,Indépendante,,,585 m²,,,,,,,,Oui,,2,,,,,,,,,,,36 m²,15 m²,,,,,36 m²,,,185 m²,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8470/gistel/rbt72676,RBT72676,Appartement à vendre,358500,Kerkstraat 21 B1.3,8470 Gistel,,2024,3,130 m²,,,,,,,,,,1,,Oui,Oui,1,4,,,,Oui,,,,Non,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,Air pulsé,Double vitrage,,,,2,,,,,,,,,,Nouveau,13 m²,,Non,,Equipée,,,,,,,,,,,,,,,,,Américaine,,,,,Oui,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1180/uccle/vbc91590,VBC91590,Maison à vendre,2950000,,1180 Uccle,,2025,5,450 m²,,Oui,,,,,,Oui,,4,4,,Non,,2,,Oui,,Oui,,,,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,Immédiatement,Gaz,,,,Non,4,1800 m²,,,,208 kWh/m²/an,,,,,Nouveau,,27 m²,,,,,4,,,,,43,,,,,,,21 m²,20 m²,20 m²,,,,12000 m²,,,,,,,,,,,,,,,,,,,,,,,,,20 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4100/seraing/vbc91589,VBC91589,Maison à vendre,185000,Rue de la Paix 100,4100 Seraing,,,4,96 m²,Oui,,,,,,,,,1,1,,Non,,2,,Oui,,Oui,,Oui,Oui,Non,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,Gaz,Double vitrage,,,Non,2,146 m²,,,,253 kWh/m²/an,,,,,Excellent,20 m²,10 m²,Non,23 m²,Equipée,,1,,Oui,23630 kWh/an,26/05/2035,46,,,,,,,10 m²,8 m²,9 m²,Américaine,,,103 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9340/lede/rbt72675,RBT72675,Maison à vendre,579000,Molenhoek 40,9340 Lede,,1959,2,170 m²,Oui,Oui,,,,,,Oui,1,1,,,,,,5,Oui,,Oui,,Oui,Oui,,,,Information non communiquée,Information non communiquée,A l’acte,Gaz,Double vitrage,,Oui,,3,851 m²,,,,211 kWh/m²/an,,Non,,11 m,Normal,12 m²,,Non,,,,,Nord-ouest,Oui,,17/06/2035,168,Oui,,,,,,,,,,,,586 m²,,Oui,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/9340/lede/rbt72674,RBT72674,Immeuble mixte à vendre,579000,Molenhoek 40,9340 Lede,,1959,2,170 m²,Oui,Oui,,,,,,Oui,1,1,,,,,,5,Oui,,Oui,,Oui,Oui,,,,Information non communiquée,Information non communiquée,A l’acte,Gaz,Double vitrage,,Oui,,3,851 m²,,,,211 kWh/m²/an,,Non,,11 m,Normal,12 m²,,Non,,,,,Nord-ouest,Oui,,17/06/2035,168,Oui,,,,,,,,,,,,586 m²,,Oui,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/9340/lede/rbt72673,RBT72673,Bungalow à vendre,315000,Kapellenhoek 108,9340 Lede,Non,1986,3,131 m²,,Oui,,,,,,Oui,1,1,1,,Non,,,6,Oui,,Oui,,Oui,Oui,Non,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,A l’acte,Electrique,Double vitrage,,,Non,4,634 m²,,9 m,,648 kWh/m²/an,,Non,,9 m,À rénover,,,Non,,Semi-équipée,,,Nord,Oui,,02/03/2025,,,,,,,,,,,Kitchenette,,,258 m²,,Oui,Oui,,Oui,,,,Sud,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91587,VBC91587,Appartement à vendre,495000,,1050 Ixelles,Non,,2,96 m²,Non,Non,Non,Oui,Oui,Oui,Non,,,1,2,Non,Oui,4,4,,,,Oui,,Oui,Oui,Non,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Immédiatement,Gaz,Double vitrage,Non,Non,,2,,,,,278 kWh/m²/an,20181008-0000536682-01-8,Non,,,Normal,25 m²,,,34 m²,,,,,Oui,,,54,Non,Non,Non,Non,Non,"non, pas d'attestation",,,,,,,,,,,Non,,,,Non,,,,,,,,,,Non,,,,,,,,Non,,,,,,Oui,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5021/boninne/vbc91586,VBC91586,Maison à vendre,475000,Rue des Inhauts 3,5021 Boninne,Non,1850,5,223 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,,3,,Non,,,3,Oui,,Oui,,,Oui,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,Mazout,,,,,4,1626 m²,73 m,,,368 kWh/m²/an,20240614009316,Non,,,,30 m²,,Non,63 m²,,,2,Ouest,,,14/06/2034,91,,,,,,,,,,,,,1432 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2050/anvers/rbt72671,RBT72671,Appartement à vendre,225000,Halewijnlaan 53 803,2050 Anvers,Non,,2,85 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,,Oui,,,,,,Oui,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,2,,,,,,,Non,,,Normal,6 m²,,Non,30 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/4000/liege/vbc91585,VBC91585,Studio à vendre,110000,Rue Saint Gilles 343,4000 Liège,Oui,,1,,,,,,,,,Oui,,,1,Oui,Oui,,,,,,Oui,,,,Non,,,Information non communiquée,Information non communiquée,,,Double vitrage,,,Oui,3,,,,,123 kWh/m²/an,,,,,Normal,,,,23 m²,,5 m²,1,,,4932 kWh/an,,,,,,,,,,,,,,,,,,,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3040/huldenberg/rbt72670,RBT72670,Maison à vendre,340000,Kleinwaverstraat 35,3040 Huldenberg,,1968,3,170 m²,Oui,Oui,,,,,,Oui,1,1,1,,,,,4,Oui,,Oui,,,Oui,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,Mazout,,,,,4,1505 m²,,,,598 kWh/m²/an,,Oui,,,À rénover,,14 m²,Non,22 m²,,12 m²,,,Oui,,,,,,,,,,13 m²,9 m²,,,,,,,Non,Non,,,15 m²,5 m²,,,,,,,,,,,,,,56 m²,,,,,,23 m²,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1020/laeken/vbc91584,VBC91584,Appartement à vendre,199000,,1020 Laeken,Non,1965,2,80 m²,Non,Non,Non,Non,Non,Non,Non,,,,1,,Oui,11,19,,,,Oui,,,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,A l’acte,Non specifié,,,,,4,,,,,131 kWh/m²/an,202409100000689759015,,,,À rénover,2 m²,,Non,27 m²,,,1,,,,10/09/2035,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91581,VBC91581,Appartement à vendre,640000,,1050 Ixelles,Non,1935,3,150 m²,Non,Non,Non,Non,Non,Non,Non,,,1,3,,Oui,3,6,,,,Oui,,,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,A l’acte,Non specifié,,,,,3,,,,,273 kWh/m²/an,20250322000708459014,,,,,5 m²,,Non,46 m²,,,,,,,22/03/2035,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3970/bourg-leopold/rbt72669,RBT72669,Appartement à vendre,259000,Stationsstraat 62 6,3970 Bourg-Léopold,,2013,2,72 m²,Oui,,,,,,,Oui,,1,1,Oui,Oui,3,4,,,,Oui,,Oui,,,,,Information non communiquée,Information non communiquée,Immédiatement,Gaz,Double vitrage,,Oui,,2,,,,,83 kWh/m²/an,,Non,,,Excellent,,12 m²,Non,,,,,,Oui,,,,,,,,,,7 m²,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc91580,VBC91580,Maison à vendre,180000,Boulevard des Glacis 15,7800 Ath,Non,1931,2,141 m²,Non,Oui,Non,Non,Non,Non,Non,,,,2,,Non,,,,Oui,,Oui,,Oui,Oui,,pas d'application,,Information non communiquée,Information non communiquée,,Gaz,,,,,2,375 m²,,,,519 kWh/m²/an,20250602022959,,,,À rénover,,,Non,43 m²,,,1,Sud-ouest,,,02/06/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7711/dottignies/vbc91577,VBC91577,Maison à vendre,239000,,7711 Dottignies,Non,,4,,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,1,,Non,,,,Oui,,,150 m²,,,,pas d'application,,Information non communiquée,Information non communiquée,,Non specifié,,,,,2,580 m²,50 m,,,303 kWh/m²/an,20250614001870,,,10 m,À rénover,,,Non,25 m²,,,,Sud-ouest,,,14/06/2035,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5001/belgrade/vwd13934,VWD13934,Immeuble mixte à vendre,148000,avenue Abras 61,5001 Belgrade,,,1,40 m²,,,,,,,,,,1,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,Gaz,Double vitrage,Non,,,3,,,,,,,,,,Normal,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,Non,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2580/putte/rbt72663,RBT72663,Maison à vendre,598000,Pachtersdreef 43C,2580 Putte,Non,,4,185 m²,Non,Oui,Non,Non,Non,Non,Non,,,1,,,Non,,,2,Oui,,Oui,,,,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,A partir du : 01/01/2026,Gaz,,,,,3,1681 m²,,,,,3627231-RES-1,Non,,,Normal,,,Non,,,,,Nord-ouest,,,17/06/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/6987/rendeux/rbt72661,RBT72661,Chalet à vendre,249000,Rue de Fondra 15,6987 Rendeux,Non,1978,3,100 m²,Non,,Non,Non,Non,Non,Non,Oui,1,1,2,,Non,,2,3,Oui,,Oui,,,Oui,,"oui, attestation non conforme",,Risque moyen,Information non communiquée,A l’acte,Gaz,,,,,4,750 m²,,,,249 kWh/m²/an,20181021003204,Non,,,Excellent,20 m²,,Oui,,,,1,,,,,,,,,,,,,,,,,,750 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
