ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_habitable,Surface_du_séjour,Caves,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Étage_de_lappartement,Nombre_de_façades,Nombre_détages_de_limmeuble,Terrasse_aménagée,Surface_de_la_terrasse,Conso_spécifique_dénergie_primaire,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Bien_actuellement_loué,Meublé,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Surface_constructible,Profondeur_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Référence_PEB,Date_de_validité_PEB,Disponibilité_du_bien,Type_de_cuisine,Surface_de_la_cuisine,Parlophone,Orientation_de_la_terrasse,Raccordé_aux_égouts,Piscine_extérieure,Emission_de_CO2,Nombre_de_place_de_parking_intérieur,Porte_daccès_sécurisée,Jardin,Nombre_de_places_de_parking_extérieur,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Panneaux_solaires,Surface_salle_à_manger,Surface_totale_du_terrain,Conso_annuelle_totale_dénergie_primaire,Surface_du_jardin,Le_bien_fait_lobjet_dun_droit_de_préemption,Largeur_du_terrain_à_rue,Surface_du_bureau,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Pompe_à_chaleur,Surface_chambre_à_coucher_4,Citerne_à_eau_de_pluie,Surface_chambre_à_coucher_5,Station_de_charge_électrique,Surface_des_caves,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Orientation_du_jardin,Balcon,Air_conditionné,Possibilités_pour_profession_libérale,Adoucisseur_deau,Chauffage_au_sol,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,HammamSaunaJacuzzi,Feu_ouvert,Attestation__Citernes_à_mazout,Maison_basse_énergie,Panneaux_solaires_thermiques,Domotique,Surface_totale,Attestation__Installation_électrique__Validité,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Appartement_de_service,Surface_du_garage,Surface_du_grenier,Compteur_Bihoraire,Niveau_E,Espace_ouvert_sensible_à_leau__WORG,Niveau_K,Attestation__Citernes_à_mazout__Validité,Adaptations_pour_les_seniors,Niveau_S,Surface_de_la_véranda,Surface_du_dressing,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/maison/a-vendre/1180/uccle/vbc91881,VBC91881,Maison à vendre,475000,Rue des Bigarreaux 8,1180 Uccle,À rénover,1990,4,,210 m²,,Non,Oui,1,,2,,,5 m²,Mazout,Double vitrage,,Non,Non,,,,Oui,27 m²,443 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,,,,Oui,Non,,,,,,,,,,,20230308-0000636552-01-7,08/03/2033,,,,,,,,116,,,Oui,,,Non,,,310 m²,93302 kWh/an,200 m²,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,19 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8500/courtrai/rbt72966,RBT72966,Maison à vendre,269000,Koningin Elisabethlaan 26,8500 Courtrai,Remis à neuf,,3,,146 m²,,Oui,,,,1,,,,Gaz,Double vitrage,,Non,Non,,,,,,92 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Oui,,60 m²,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc91880,VBC91880,Studio à vendre,149000,Avenue de l'Héliport 32,1000 Bruxelles,À rénover,1970,1,15 m²,35 m²,25 m²,Oui,,,,1,1,1,,Gaz,Double vitrage,,Oui,Non,6,4,16,Oui,6 m²,192 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,Oui,Oui,,,,,,,,,,,,,,02/03/2035,,,6 m²,Oui,,,Non,50,,Oui,,,,,,,,6330 kWh/an,,,,10 m²,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1160/auderghem/vbc91879,VBC91879,Rez-de-chaussée à vendre,245000,Avenue Jules Génicot 14,1160 Auderghem,Normal,,1,12 m²,71 m²,,Oui,,,,1,1,2,,,,Oui,Oui,Oui,0,2,5,,,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,,,Non,,,,,,,,,,,,Oui,,,A l’acte,,,,,Oui,Non,,,,,2,,,,,,,,,,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1140/evere/vbc91877,VBC91877,Appartement à vendre,320000,Rue Colonel Bourg 135,1140 Evere,Excellent,1997,2,13 m²,96 m²,,Oui,,,,1,1,1,,,Double vitrage,,Oui,Oui,0,3,4,Oui,30 m²,109 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,10 m²,,Non,Non,,,,,,,,,,,Oui,Oui,,,A l’acte,,,Oui,,Oui,Non,21,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7370/dour/vbc91875,VBC91875,Maison à vendre,299000,,7370 Dour,Nouveau,2023,4,11 m²,186 m²,,,,,,2,2,,,Gaz,Double vitrage,,Non,Non,,3,2,Oui,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,10 m²,10 m²,,,Oui,,,,,,,7 m,,,,,,,A l’acte,,6 m²,,Sud,,Non,,,,Oui,,,,Oui,,400 m²,,,,7 m,,,,,18 m²,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7380/quievrain/vbc91874,VBC91874,Maison à vendre,129000,,7380 Quiévrain,Normal,1960,3,15 m²,118 m²,,Oui,,,Semi-équipée,1,,,,Gaz,Double vitrage,,Non,Non,,2,2,Oui,,302 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,15 m²,30 m²,,Non,Oui,,,,,,,13 m,,,Oui,Oui,,20/02/2030,A l’acte,Kitchenette,,,,Oui,Non,6743,,,Oui,,,,,,,35554 kWh/an,,,13 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91873,VBC91873,Appartement à vendre,439000,Clos du Parnasse 1,1050 Ixelles,Excellent,,2,14 m²,85 m²,30 m²,Oui,Oui,1,Super équipée,1,,2,10 m²,,Double vitrage,,Oui,Non,4,2,,Oui,9 m²,,,Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,14 m²,,Oui,Non,,,,,,,Sud,,,,Oui,Oui,,,,,9 m²,Oui,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1190/forest/vbc91872,VBC91872,Appartement à vendre,225000,Avenue du Domaine 25,1190 Forest,Remis à neuf,,1,16 m²,65 m²,30 m²,Oui,,,Equipée,1,1,1,5 m²,Mazout,Double vitrage,,Oui,Oui,,3,5,Oui,9 m²,170 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,Non,Non,,,,,,,Sud,,,,Oui,Oui,,,A l’acte,Américaine,8 m²,Oui,Sud,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1000/bruxelles/vbc91871,VBC91871,Studio à vendre,159000,Place du Jardin aux Fleurs 17,1000 Bruxelles,Normal,,0,,35 m²,35 m²,Oui,,,,1,,1,,,Double vitrage,,Non,Non,0,3,3,,,,,Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,,,,Non,,,,,,,,10 m,,,Oui,Oui,,,,,,,,Oui,Non,,,,,,,,,,,,,,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9308/gijzegem/rbt72963,RBT72963,Maison à vendre,338000,Kruisstraat 62,9308 Gijzegem,Excellent,,3,11 m²,201 m²,44 m²,Non,Oui,,,1,,1,9 m²,,Double vitrage,Non,Non,Non,,,,Oui,12 m²,299 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,22 m²,17 m²,Non,Non,Oui,Non,Non,Non,Non,Non,,,240 m²,,Oui,Oui,20250113-0003503475-RES-1,,Immédiatement,,15 m²,,,,Non,,1,,Oui,1,,,,,,,100 m²,Non,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,Non,,Non,Non,,,Non,,,,Non,Non,,,Non,Non,,,,,,,Non,Non,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/6032/mont-sur-marchienne/vbc91870,VBC91870,Penthouse à vendre,219000,Avenue Paul Pastur 418 6-03,6032 Mont-sur-Marchienne,Normal,1959,2,12 m²,124 m²,40 m²,Oui,,,Equipée,1,1,1,6 m²,Mazout,Double vitrage,,Oui,,6,,6,Oui,28 m²,434 kWh/m²/an,"oui, attestation non conforme",Information non communiquée,Information non communiquée,15 m²,,,,,,,,,,,,,,,,,,A l’acte,Américaine,8 m²,Oui,,Oui,,,,Oui,,,,,,,,53685 kWh/an,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbt72962,RBT72962,Maison à vendre,349000,Nieuwstraat 52,9500 Grammont,Excellent,,2,25 m²,198 m²,32 m²,,,,Super équipée,2,,3,,Gaz,,,Non,Oui,,2,,Oui,,314 kWh/m²/an,"non, pas d'attestation",Information non communiquée,Information non communiquée,15 m²,,Non,,Oui,,,,,,,6 m,,,Oui,Oui,,,A l’acte,,34 m²,,,Oui,Non,,,,Oui,,Non,Non,,,120 m²,,,Oui,6 m,,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8430/middelkerke/rbt72961,RBT72961,Penthouse à vendre,425000,Koninginnelaan 50 404,8430 Middelkerke,,,2,,76 m²,,,,,,1,,,,,,,,,,,,Oui,27 m²,,,Information non communiquée,Information non communiquée,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4630/soumagne/vbc91869,VBC91869,Immeuble mixte à vendre,229000,Rue Paul d'Andrimont 11,4630 Soumagne,,,2,13 m²,219 m²,7 m²,,,,,1,1,2,,Mazout,Double vitrage,,,,,2,,,,207 kWh/m²/an,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,12 m²,,Oui,Non,Oui,,Oui,,,,Sud,9 m,,,,Oui,,20/04/2026,A l’acte,Indépendante,12 m²,,,,Non,,,,,,Non,Non,,7 m²,108 m²,39293 kWh/an,,Non,9 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4040/herstal/vbc91868,VBC91868,Maison à vendre,199000,Rue Haute Maison 5,4040 Herstal,Normal,,2,17 m²,124 m²,18 m²,,,,Equipée,2,2,2,,Gaz,,,Non,Non,,3,,Oui,70 m²,515 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,13 m²,,Non,Non,Oui,,Oui,,,,Nord,6 m,,,Oui,Oui,,28/11/2033,,Américaine,20 m²,,Sud,Oui,Non,,,,Oui,2,Non,Non,,15 m²,485 m²,74725 kWh/an,291 m²,Non,6 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4100/seraing/vbc91867,VBC91867,Maison à vendre,89000,Rue de la Province 59,4100 Seraing,Normal,,1,19 m²,50 m²,11 m²,,,,,1,1,2,,,,Oui,Non,Non,,2,1,,,505 kWh/m²/an,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,,,Non,Non,,,Oui,,,,Nord-ouest,4 m,,,,Oui,,30/01/2033,A l’acte,Indépendante,14 m²,,,Oui,Non,,,,,,Non,Non,,14 m²,30 m²,30869 kWh/an,,Non,4 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/melin/vbc91866,VBC91866,Maison à vendre,1250000,Rue des trois héros 19-21,1370 Mélin,Normal,1900,6,19 m²,625 m²,27 m²,Oui,,,Equipée,1,3,5,,Mazout,Double vitrage,Oui,Oui,Oui,,3,2,Oui,150 m²,228 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,15 m²,21 m²,Non,Non,,Oui,Oui,,,,,26 m,,52 m,,Oui,,08/02/2034,A l’acte,Américaine,17 m²,,Sud-ouest,Oui,Oui,24084,,,Oui,43,Non,Non,Oui,21 m²,3773 m²,98906 kWh/an,2941 m²,Non,26 m,22 m²,,,,22 m²,,1921 m²,,41 m²,,Sud-ouest,,Oui,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2110/wijnegem/rbt72958,RBT72958,Maison à vendre,420000,Krommelei 4,2110 Wijnegem,À rénover,1954,3,,120 m²,,Non,Oui,1,,,,1,,Gaz,,,Non,,,,,,,367 kWh/m²/an,pas d'application,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Oui,Non,Non,Non,Non,Non,Nord,,,,Oui,Oui,20250618-0003624803,,A l’acte,,,,,,,,,,Oui,,,,,,594 m²,,,Non,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/2440/geel/rbt72957,RBT72957,Immeuble mixte à vendre,890000,Dr.-Van de Perrestraat 93-97,2440 Geel,Normal,1948,8,14 m²,550 m²,,Oui,Oui,1,,4,,8,,Gaz,Double vitrage,,,,,2,,Oui,,83 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,15 m²,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,Oui,Non,,,896 m²,,,Non,,,,,,17 m²,,24 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4020/liege/vbc91865,VBC91865,Immeuble mixte à vendre,1350000,Rue Roture 24,4020 Liège,Normal,,,,1241 m²,,Non,,,,,,,,,,,Non,,,2,,,,128 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Non,Non,,,,,,,,18/11/2033,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3001/heverlee/rbt72954,RBT72954,Appartement à vendre,120000,Populierenlaan 10 C0208,3001 Heverlee,,,1,,55 m²,,,,,,1,,1,,,,,,,,,,Oui,,209 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,Oui,,13/03/2035,,,,,,,,,,,,,Oui,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/2018/anvers/rbt72953,RBT72953,Penthouse à vendre,1020000,,2018 Anvers,Nouveau,,3,,141 m²,,,Oui,2,,,,,,,,,,,8,2,,Oui,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2018/anvers/rbt72952,RBT72952,Appartement à vendre,520000,Van Eycklei 27 05,2018 Anvers,Nouveau,,2,,85 m²,,,,,,1,,,,,,,,,5,2,1,Oui,16 m²,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/2018/anvers/rbt72951,RBT72951,Rez-de-chaussée à vendre,500000,Van Eycklei 27 00,2018 Anvers,Nouveau,,2,,82 m²,,,,,,1,,,,,,,,,,2,,Oui,7 m²,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1910/kampenhout/rbt72950,RBT72950,Appartement à vendre,250000,Bergstraat 24 1,1910 Kampenhout,Excellent,1970,2,,76 m²,,,,,Super équipée,1,,,,,,,,,,2,,,,298 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,Oui,,,Immédiatement,,,,,,,,,,,,Oui,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbt72949,RBT72949,Maison à vendre,499000,Bergstraat 24,1910 Kampenhout,,1970,3,,185 m²,,,Oui,,Super équipée,2,,2,,,,,,,,4,,Oui,,240 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,Oui,,,Immédiatement,,,,,,,,,,Oui,,Oui,,,,680 m²,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/trivieres/vbc91861,VBC91861,Maison à vendre,119000,,7100 Trivières,À rénover,1950,4,20 m²,197 m²,,,,,,,,,,Non specifié,Double vitrage,,Non,Non,,2,2,Oui,,862 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,20 m²,15 m²,Non,,,,,,,,,,,,,,,11/03/2035,A l’acte,Indépendante,,,,Oui,Non,222,,,Oui,,,,,,272 m²,169662 kWh/an,,,,,,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7141/carnieres/vbc91860,VBC91860,Maison à vendre,225000,,7141 Carnières,Normal,,2,18 m²,134 m²,36 m²,Oui,Oui,1,,1,1,1,,Mazout,Double vitrage,,,,,3,,Oui,,,,Information non communiquée,Information non communiquée,15 m²,,,,Oui,,,,,,,,,,,Oui,,,A l’acte,,8 m²,,Sud-est,Oui,,,,,Oui,,,,,,1600 m²,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1820/perk/rbt72948,RBT72948,Maison à vendre,515000,Spreeuwenhoek 4,1820 Perk,Remis à neuf,1980,3,15 m²,185 m²,21 m²,,Oui,1,Super équipée,1,1,2,,Gaz,,,Non,Non,,4,2,Oui,57 m²,288 kWh/m²/an,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,12 m²,17 m²,,Non,Oui,Oui,Oui,,,,,,,,Oui,Oui,,11/06/2035,A l’acte,,13 m²,,,Oui,Non,,,,Oui,2,Oui,Non,,20 m²,949 m²,,609 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6001/marcinelle/vbc91857,VBC91857,Appartement à vendre,322500,,6001 Marcinelle,Excellent,,2,,114 m²,,,Oui,,,2,,,,,,,,,,3,,Oui,,148 kWh/m²/an,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6120/nalinnes/vbc91856,VBC91856,Maison à vendre,685000,,6120 Nalinnes,Excellent,,5,,,,,Oui,,,3,,,,Mazout,,,,,,4,2,Oui,,141 kWh/m²/an,,Information non communiquée,Information non communiquée,,,,,Oui,,,,,,,,,,,,,11/06/2024,,,,,,,,,,,Oui,,,,Oui,,,38716 kWh/an,1500 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6120/nalinnes/vbc91854,VBC91854,Maison à vendre,600000,,6120 Nalinnes,Excellent,,6,,300 m²,,,,,,7,,,,Mazout,,,,,,4,2,Oui,,188 kWh/m²/an,,Information non communiquée,Information non communiquée,,,,,Oui,,,,,,,,,,,,,21/06/2034,,,,,,,Oui,,,,Oui,,,,Oui,,4500 m²,55943 kWh/an,4500 m²,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc91853,VBC91853,Appartement à vendre,95000,,6000 Charleroi,,,2,,81 m²,,,,,,1,,1,,,,,Oui,,,,,Oui,,240 kWh/m²/an,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,15/06/2035,,,,,,,,,,,,,,,,,,19497 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7640/antoing/vbc91852,VBC91852,Maison à vendre,300000,,7640 Antoing,Remis à neuf,,5,,,,,Oui,,,2,,,,,,,,,,2,2,Oui,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6540/lobbes/vbc91850,VBC91850,Maison à vendre,90000,Chemin Vert 70,6540 Lobbes,À restaurer,,2,14 m²,96 m²,,,,,,1,,1,,,,,,,,3,,,,724 kWh/m²/an,,Information non communiquée,Information non communiquée,22 m²,,,Non,,,,,,,,,,,,,,02/05/2027,A l’acte,,,,,,,,,,Oui,,,,,,194 m²,75724 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6540/lobbes/vbc91849,VBC91849,Maison à vendre,175000,Rue du Chemin Vert 70 & 72,6540 Lobbes,À restaurer,,3,36 m²,179 m²,,,,,,2,,2,,,,,,,,3,1,Oui,,724 kWh/m²/an,,Information non communiquée,Information non communiquée,22 m²,14 m²,,Non,,,,,,,,,,,,,,02/05/2027,A l’acte,,,,,,,143,,,Oui,,,,,,556 m²,75724 kWh/an,377 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6030/marchienne-au-pont/vbc91847,VBC91847,Maison à vendre,149000,Rue Arthur Vandermeulen 84a,6030 Marchienne-au-Pont,,,2,,121 m²,,Non,,,,1,,1,,Gaz,,,,,,3,,,,382 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,Oui,Non,Non,Non,Non,Non,,,,,,,20250613020284,13/06/2035,,,,,,Oui,Non,70,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6500/beaumont/vbc91846,VBC91846,Maison à vendre,219000,Rue Maurice Léotard 15,6500 Beaumont,,,7,,280 m²,,Non,,,,1,1,3,,Mazout,,,,,,2,,Oui,,266 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Non,,Oui,Non,Non,Non,Non,Non,,,,,,,20250523010694,23/05/2035,,,,,,Oui,Non,66,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9940/evergem/rbt72943,RBT72943,Maison à vendre,493390,Maagdekensstraat 51 (lot 5),9940 Evergem,Nouveau,2025,4,12 m²,148 m²,31 m²,,,,Super équipée,1,1,2,,,Double vitrage,,Non,Non,,3,2,Oui,23 m²,,"oui, attestation conforme",Information non communiquée,Information non communiquée,12 m²,9 m²,Non,Non,,,,,,,Est,,,,,Oui,,,A l’acte,,,,,Oui,Non,,,,Oui,2,Oui,Oui,,,535 m²,,332 m²,Non,,,,,,9 m²,Oui,,,,,Ouest,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
