ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Attestation__Citernes_à_mazout__Validité,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Étage_de_lappartement,Surface_de_la_terrasse,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Panneaux_solaires,Ascenseur,Surface_du_jardin,Raccordé_au_gaz_de_ville,Piscine_extérieure,Référence_PEB,Surface_salle_à_manger,Surface_du_dressing,Alarme_antieffraction,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,Porte_de_garage_motorisée,Clef_électronique,Surface_de_lades_salles_de_bain,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Surface_constructible,Balcon,Attestation__Asbuilt,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Parlophone,Orientation_de_la_terrasse,Largeur_de_la_façade,Profondeur_du_terrain,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Surface_du_garage,Largeur_du_terrain_à_rue,Surface_des_caves,Orientation_du_jardin,Surface_du_grenier,Surface_chambre_à_coucher_5,Maison_basse_énergie,Compteur_Bihoraire,Pompe_à_chaleur,Station_de_charge_électrique,Surface_du_bureau,Adoucisseur_deau,Porte_daccès_sécurisée,Espace_ouvert_sensible_à_leau__WORG,Attestation__Citernes_à_mazout,Surface_de_la_véranda,Affectation_urbanistique_la_plus_récente,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Citation_pour_infraction_urbanistique
https://immovlan.be/fr/detail/appartement/a-vendre/1030/schaerbeek/vbc91773,VBC91773,Appartement à vendre,210000,rue waelhem 33,1030 Schaerbeek,Excellent,,1920,,2,15 m²,10 m²,,,67 m²,,,,,,,,,,,1,1,,Gaz,,Non,,2,3,,,Oui,,,209 kWh/m²/an,,,41,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,1,,,,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91772,VBC91772,Appartement à vendre,189000,Rue de l'Automne 16B,1050 Ixelles,Normal,Oui,1919,,1,10 m²,,,,50 m²,Non,,,,,,,,,,1,1,,Gaz,Double vitrage,Non,,2,3,,,Oui,,,513 kWh/m²/an,,,103,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,0,9 m²,,,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/6010/couillet/vbc91771,VBC91771,Maison de maître à vendre,499000,,6010 Couillet,Normal,Non,,,4,23 m²,23 m²,19 m²,19 m²,335 m²,Non,40 m²,Oui,Oui,Oui,1,2,Super équipée,,16 m²,2,,,Mazout,Double vitrage,,,4,,6,Oui,Oui,2734 m²,Oui,418 kWh/m²/an,153645 kWh/an,15/06/2035,62,,,,,Information non communiquée,Information non communiquée,,90 m²,,,,,,Oui,,2500 m²,Oui,,,,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5630/cerfontaine/vbc91770,VBC91770,Maison à vendre,125000,Rue de Senzeilles 22,5630 Cerfontaine,,Non,,,2,,,,,125000 m²,,,Non,Oui,,,,,,,1,1,2,Mazout,,,,2,,,Oui,Oui,,,469 kWh/m²/an,,16/06/2035,119,,,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,,,,,Non,20250616000634,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6060/gilly/vbc91769,VBC91769,Maison à vendre,89000,,6060 Gilly,À rénover,,,,2,17 m²,8 m²,,,80 m²,,12 m²,Oui,Oui,Oui,1,,,,17 m²,1,,,Gaz,Double vitrage,,,2,,,,Oui,,Oui,434 kWh/m²/an,40089 kWh/an,,,,,,,Information non communiquée,Information non communiquée,,20 m²,,,,,,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,21 m²,,9 m²,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9870/zulte/rbt72814,RBT72814,Maison à vendre,339000,Leeuwerikstraat 11,9870 Zulte,,Non,2009,A partir du : 01/02/2026,3,,,,,155 m²,,,Non,Oui,,,,,,,,,2,Gaz,,Non,,3,,,Oui,Oui,410 m²,,176 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,Non,20250617-0003626977-RES-1,,,Non,,,,,,,,Non,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2275/poederlee/rbt72811,RBT72811,Maison à vendre,419000,Biezenhoek 60,2275 Poederlee,Normal,Non,1992,A l’acte,3,,,,,239 m²,Non,,Non,Non,Oui,1,,,,,1,2,2,Gaz,,,Sud-ouest,4,,,Oui,Oui,2145 m²,Oui,194 kWh/m²/an,,22/05/2035,,"non, pas d'attestation",,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,Oui,,20250522-0003587169-RES-1,,,,,,,,,,,,,,,,,,,,,,90 m,,,,,,,,,,,,,,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8500/courtrai/rbt72810,RBT72810,Appartement à vendre,285000,Jan Breydellaan 34 42,8500 Courtrai,,Non,,A l’acte,2,,,,,80 m²,,,Non,Non,Oui,1,,,,,1,,1,,,Non,,,,,,Oui,,,115 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,4,4 m²,Non,Non,Non,Non,Non,,Non,,,Non,20250423-0003549024-RES-1,,,Non,,,,,,,,,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1982/elewijt/rbt72807,RBT72807,Duplex à vendre,410000,Tervuursesteenweg 631 4,1982 Elewijt,,Non,2008,,3,,,,,120 m²,,,Non,Non,Oui,,,,,,1,,2,Non specifié,Double vitrage,Non,,,2,1,,,,,164 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,1,,Non,Non,Non,Non,Non,,Oui,,,Non,20250617-003625597-RES-1,,,Non,,,,,,,,Oui,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1180/uccle/vbc91764,VBC91764,Maison à vendre,990000,,1180 Uccle,À rénover,Non,1975,A l’acte,4,19 m²,14 m²,13 m²,11 m²,264 m²,Non,23 m²,,Oui,Oui,1,2,Super équipée,,10 m²,2,,3,Gaz,Double vitrage,Non,Est,3,3,2,Oui,Oui,416 m²,Oui,,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,25 m²,,Oui,,,,,Non,160 m²,Oui,,,28 m²,,Oui,Oui,,,,,,,Oui,,,,,,,,,Ouest,7 m,,Oui,Non,,7 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2382/poppel/rbt72805,RBT72805,Maison à vendre,249000,Dorp 74,2382 Poppel,À rénover,Non,1930,,5,,,,,228 m²,Non,,Non,Non,,,,,,,,,,,,,,2,,,Oui,Oui,280 m²,,1014 kWh/m²/an,,28/11/2034,,pas d'application,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,20241128-0003461535-RES-1,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4101/jemeppe/vbc91762,VBC91762,Maison à vendre,225000,Rue Bois de Mont 192,4101 Jemeppe,Normal,Non,1936,A convenir,3,16 m²,15 m²,13 m²,,140 m²,,16 m²,Non,Non,,,,,,15 m²,1,1,2,Gaz,Double vitrage,,Nord-ouest,2,2,,Oui,Oui,261 m²,,218 kWh/m²/an,,,,"oui, attestation non conforme",,,Non,Information non communiquée,Information non communiquée,,30 m²,Non,Non,Non,Non,Non,Non,,150 m²,,,20250618003511,,,,Oui,,,,,,,,,,,,,,,,,4 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2300/turnhout/rbt72803,RBT72803,Appartement à vendre,219000,Grimstedestraat 1 7,2300 Turnhout,Normal,Non,1955,A l’acte,1,,,,,58 m²,Non,,Non,Non,,,,,,,1,,1,Gaz,,,Nord,2,,,,Oui,,Oui,169 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,1,,Non,Non,Non,Non,Non,,Non,,Oui,,20230803-0002955792-RES-1,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8900/ieper/rbt72802,RBT72802,Maison à vendre,329000,Rubensdreef 13,8900 Ieper,,Non,1973,A l’acte,3,,,,,144 m²,,,Non,Non,,,,,,,1,,1,Gaz,Double vitrage,Non,,2,,,,,560 m²,,383 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,Non,20250616-0003626082-RES-1,,,Non,,,,,,,,Non,,,,,Non,,Non,,,,30 m,,,,18 m,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6031/monceau-sur-sambre/vwd13936,VWD13936,Maison à vendre,175000,Rue Saint-Fiacre 94,6031 Monceau-sur-Sambre,Excellent,,,A convenir,4,17 m²,17 m²,12 m²,12 m²,131 m²,,35 m²,Oui,Oui,,,,Equipée,Américaine,11 m²,1,,,Gaz,Double vitrage,,,2,,,,Oui,100 m²,Oui,242 kWh/m²/an,31133 kWh/an,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,23 m²,Non,,,Oui,Oui,Non,,,Oui,,20210203014948,,,,Oui,,,,4 m²,,Non,,,,Non,,,,Non,,,,,,,,,15 m²,,20 m²,,Oui,,Non,Non,,Non,,,,,,,,,,,,Non,165 m²,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4042/liers/vbc91760,VBC91760,Maison à vendre,120000,Rue Provinciale 57,4042 Liers,,Non,,A l’acte,3,,,,,105 m²,,,Non,Oui,,,,,,,,,,Bois,Double vitrage,,,2,,,Oui,Oui,167 m²,,392 kWh/m²/an,,,,"oui, attestation non conforme",,,Non,Information non communiquée,Information non communiquée,,20 m²,Non,Non,Non,Non,Non,Non,,61 m²,,,20231024005408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3140/keerbergen/rbt72794,RBT72794,Villa à vendre,779000,Nachtegalendreef 12,3140 Keerbergen,,Non,1998,A l’acte,5,,,,,293 m²,,,Non,Non,,,,,,,1,,2,Mazout,,Non,Sud,4,2,,Oui,Oui,3479 m²,,131 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,Oui,Non,,,Non,20250411-0003575878-RES-1,,,Non,,,,,,,Oui,Non,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,Parc résidentiel,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1570/gammerages/rbt72793,RBT72793,Maison à vendre,330000,Tollembeekstraat 41,1570 Gammerages,,Non,1930,,3,,,,,,,,Non,Oui,Oui,,,,,,1,,2,Gaz,Double vitrage,Non,,4,2,4,Oui,Oui,939 m²,,518 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,Non,20211203-0002504054-RES-1,,,Non,,,,,,,,Non,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2100/deurne/rbt72792,RBT72792,Appartement à vendre,249000,Ivan Maquinaylei 36,2100 Deurne,,Non,1964,A l’acte,1,,,,,85 m²,,,Non,Non,,,,,,,1,,1,,,Non,Nord-est,,,,Oui,,,,0 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,0,,Non,Non,Non,Non,Non,,Non,,,Non,20230823-0002970405-RES-1,,,Non,,,,,,,,,,,,,Non,,Non,,,6 m,25 m,,,,6 m,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1500/hal/rbt72790,RBT72790,Appartement à vendre,305000,Nijvelsesteenweg 8,1500 Hal,,Non,,,1,,,,,70 m²,,,Non,Non,,,,,,,,,,Non specifié,Double vitrage,Non,,,,,,Oui,,,,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,3,6 m²,Non,Non,Non,Non,Non,,Oui,,,Non,,,,Non,,,,,,,Oui,Non,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4624/romsee/vbc91759,VBC91759,Maison à vendre,370000,Rue Colonel Piron 208,4624 Romsée,Normal,,1950,,4,26 m²,17 m²,13 m²,12 m²,180 m²,Non,16 m²,,Oui,Oui,,,Equipée,Américaine,14 m²,1,,2,Gaz,Double vitrage,Non,,3,1,,Oui,Oui,529 m²,,266 kWh/m²/an,61500 kWh/an,,49,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,75 m²,,Oui,,,,,Non,175 m²,,Non,,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1030/schaerbeek/vbc91758,VBC91758,Maison à vendre,790000,Rue des Mimosas 86,1030 Schaerbeek,Normal,Oui,1921,,5,18 m²,16 m²,16 m²,16 m²,200 m²,Non,,Oui,Oui,,,,Equipée,Américaine,,5,5,5,Gaz,Double vitrage,Non,,2,2,,Oui,Oui,158 m²,,249 kWh/m²/an,,,49,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,Oui,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,Nord-est,6 m,,,,,6 m,,,,18 m²,,,,,14 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc91757,VBC91757,Appartement à vendre,438000,Avenue de la Brabançonne 18,1000 Bruxelles,Excellent,,,A l’acte,2,17 m²,14 m²,,,116 m²,Non,50 m²,,,Oui,,,Super équipée,,,1,,1,Gaz,,,,2,8,,Oui,Oui,,,109 kWh/m²/an,,,28,,,,,Information non communiquée,Information non communiquée,4,16 m²,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9506/schendelbeke/rbt72766,RBT72766,Villa à vendre,424000,Ganzestraat 90,9506 Schendelbeke,Excellent,Oui,1968,A l’acte,3,14 m²,12 m²,22 m²,10 m²,233 m²,Non,32 m²,Oui,Oui,Oui,1,1,,,,1,,2,Gaz,,,Nord,4,2,3,Oui,Oui,691 m²,Oui,218 kWh/m²/an,,12/03/2035,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,30 m²,,,,,,Oui,Non,500 m²,Oui,,,,,,Oui,,,,,,,,,,,,,,,,Sud,13 m,,Non,Non,,13 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72751,RBT72751,Appartement à vendre,259000,Langestraat 27,2240 Zandhoven,Nouveau,Non,2023,Immédiatement,1,,,,,75 m²,Non,,Non,Non,Oui,,,,,,1,,1,,,,Est,2,3,,,Oui,,Oui,,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,1,6 m²,Non,Non,Non,Non,Non,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/2240/zandhoven/rbt72750,RBT72750,Penthouse à vendre,362000,Langestraat 27,2240 Zandhoven,Nouveau,Non,2023,Immédiatement,2,,,,,96 m²,Non,,Non,Non,Oui,,,,,,1,,1,,,,Est,2,2,,,Oui,,Oui,,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,2,19 m²,Non,Non,Non,Non,Non,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72749,RBT72749,Appartement à vendre,251250,Langestraat 27,2240 Zandhoven,Nouveau,Non,2023,Immédiatement,1,,,,,73 m²,Non,,Non,Non,Oui,,,,,,1,,1,,,,Est,2,3,,,Oui,,Oui,,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,2,8 m²,Non,Non,Non,Non,Non,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72748,RBT72748,Appartement à vendre,400000,Langestraat 27,2240 Zandhoven,Nouveau,Non,2023,Immédiatement,1,,,,,90 m²,Non,,Non,Non,Oui,,,,,,1,,1,,,,Est,2,2,,Oui,Oui,,Oui,,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,2,14 m²,Non,Non,Non,Non,Non,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72747,RBT72747,Appartement à vendre,321000,Langestraat 27,2240 Zandhoven,Nouveau,Non,2023,Immédiatement,1,,,,,85 m²,Non,,Non,Non,Oui,,,,,,1,,1,,,,Est,2,2,,,Oui,,Oui,,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,1,11 m²,Non,Non,Non,Non,Non,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72746,RBT72746,Appartement à vendre,400000,Langestraat 27,2240 Zandhoven,Nouveau,Non,2023,Immédiatement,2,,,,,95 m²,Non,,Non,Non,Oui,,,,,,1,,1,,,,Est,2,2,,,Oui,,Oui,,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,1,22 m²,Non,Non,Non,Non,Non,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72745,RBT72745,Appartement à vendre,359000,Langestraat 27,2240 Zandhoven,Nouveau,Non,2023,Immédiatement,2,,,,,103 m²,Non,,Non,Non,Oui,,,,,,1,,1,,,,Est,2,2,,,Oui,,Oui,,,,,"non, pas d'attestation",,,Non,Pas de risque d’inondation,Information non communiquée,1,12 m²,Non,Non,Non,Non,Non,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72744,RBT72744,Appartement à vendre,332000,Langestraat 27,2240 Zandhoven,Nouveau,Non,2023,Immédiatement,2,,,,,91 m²,Non,,Non,Non,Oui,,,,,,1,,,,,,Est,2,2,,,Oui,,Oui,,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,13 m²,Non,Non,Non,Non,Non,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2240/zandhoven/rbt72743,RBT72743,Appartement à vendre,279000,Langestraat 27,2240 Zandhoven,Nouveau,Non,2023,Immédiatement,1,,,,,80 m²,Non,,Non,Non,Oui,,,,,,1,,1,,,,Est,2,2,,,Oui,,Oui,,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,12 m²,Non,Non,Non,Non,Non,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbc91755,VBC91755,Maison à vendre,230000,Rue Léon Bockoltz 14,6280 Gerpinnes,Normal,Non,,A l’acte,3,,,,,165 m²,Non,,Non,Non,,,,,,,1,,2,Non specifié,,,,,,,,,,,273 kWh/m²/an,,,273,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6280/gerpinnes/vbc91754,VBC91754,Maison à vendre,140000,Rue Léon Bockoltz 7,6280 Gerpinnes,À rénover,Non,,A convenir,4,,,,,90 m²,Non,27 m²,Non,Non,,,,,,,1,,1,,,,,2,,,,,53 m²,,,,,,pas d'application,,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,,,,,,,,,,,,,,,,53 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4720/la-calamine/vbc91753,VBC91753,Maison à vendre,215000,Cité Belle-Vue 32,4720 La Calamine,,Non,1958,,3,,,,,95 m²,,,Non,Oui,Oui,,,,,,1,,,Mazout,,,,,,,Oui,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,,,337 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2880/hingene/rbt72741,RBT72741,Maison à vendre,449000,Het Zand 10,2880 Hingene,,Non,1981,A l’acte,3,,,,,157 m²,Non,34 m²,Non,Oui,Oui,2,,,,,1,,2,,,,Ouest,4,1,3,Oui,Oui,1136 m²,Oui,412 kWh/m²/an,,27/09/2031,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,25 m²,Non,Non,Non,Non,Non,,Non,,Oui,,20210927-0002469452-RES-1,,,,,,,,,,,,,,,157 m²,,,,,,,,,,,,,,,,,,,,,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9900/eeklo/rwc39949,RWC39949,Maison à vendre,115000,Lekestraat 21,9900 Eeklo,À rénover,Non,,A l’acte,2,,,,,120 m²,,21 m²,Non,Non,Oui,,1,,,,,,,Non specifié,Simple vitrage,,,2,,,Oui,Oui,206 m²,Oui,1502 kWh/m²/an,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,,,,Oui,,,146 m²,,Non,3627548,,,Non,Oui,,Oui,,,,,Non,Non,Non,,,,,,,,5 m,,,,24 m²,5 m,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc91750,VBC91750,Maison à vendre,100000,Rue de la Maladrerie 73,6200 Châtelet,À rénover,Non,,A l’acte,3,,,,,,,,Non,Oui,,,,,,,1,,1,Gaz,Double vitrage,,,2,,,Oui,Oui,163 m²,,361 kWh/m²/an,,,,,,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,,,,,,20250318007821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
