ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Meublé,Caves,Équipement_de_la_cuisine,Type_de_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Panneaux_solaires,Alarme_antieffraction,Profondeur_du_terrain,Balcon,Référence_PEB,Affectation_urbanistique_la_plus_récente,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Air_conditionné,Garage,Nombre_de_Garages,Étage_de_lappartement,Parlophone,Orientation_du_jardin,Surface_constructible,Surface_du_séjour,Surface_de_la_cuisine,Panneaux_solaires_thermiques,Chauffage_au_sol,Domotique,Porte_daccès_sécurisée,Attestation__Citernes_à_mazout,Surface_chambre_à_coucher_4,Surface_salle_à_manger,Niveau_E,Niveau_K,Attestation__Asbuilt,Citerne_à_eau_de_pluie,Surface_des_caves,Surface_de_lades_salles_de_bain,Feu_ouvert,Orientation_de_la_terrasse,Nombre_de_place_de_parking_intérieur,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Pompe_à_chaleur,Porte_de_garage_motorisée,Clef_électronique,HammamSaunaJacuzzi,Attestation__Installation_électrique__Validité,Adoucisseur_deau,Surface_du_grenier,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_chambre_à_coucher_5,Maison_basse_énergie,Surface_du_garage,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Surface_de_la_véranda,Surface_du_dressing,Compteur_Bihoraire
https://immovlan.be/fr/detail/appartement/a-vendre/3800/saint-trond/rbt41554,RBT41554,Appartement à vendre,292000,Kwadensteenweg 76,3800 Saint-Trond,Nouveau,Non,2025,,2,,,,90 m²,,Non,,,1,,1,,,Oui,,,2,,,,Oui,,Oui,,,,,,,,,,,,"non, pas d'attestation",Oui,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,Non,,,,,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,Oui,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3800/saint-trond/rbt41553,RBT41553,Appartement à vendre,397000,Kwadensteenweg 76,3800 Saint-Trond,Nouveau,Non,2025,,3,,,,127 m²,,Non,,,1,,1,,,Oui,,,2,,,,Oui,,Oui,,,,,,,,,,,,"non, pas d'attestation",Oui,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,Non,,,,,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,Oui,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbt41552,RBT41552,Maison à vendre,396000,Kwadensteenweg 76,3800 Saint-Trond,Nouveau,Non,2025,,3,,,,122 m²,,Non,,,1,,2,,,,,,3,,,,Oui,,Oui,,,,,,,Non,,,,,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,Oui,Non,Non,Non,Non,Non,,,,,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbt41551,RBT41551,Maison à vendre,415000,Kwadensteenweg 76,3800 Saint-Trond,Nouveau,Non,2025,,3,,,,130 m²,,Non,,,1,,2,,,,,,2,,,,Oui,,Oui,,,,,,,Non,,,,,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,Non,,,,,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,Oui,1,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3800/saint-trond/rbt41549,RBT41549,Appartement à vendre,348000,Kwadensteenweg 76,3800 Saint-Trond,Nouveau,Non,2025,,2,,,,96 m²,,Non,,,1,,1,,,Oui,,,2,,,,Oui,,Oui,,,,,,,Non,,,,,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,Non,,,,,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,Oui,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3800/saint-trond/rbt41548,RBT41548,Appartement à vendre,343000,Kwadensteenweg 76,3800 Saint-Trond,Nouveau,Non,2025,,2,,,,104 m²,,Non,,,2,,1,,,Oui,,,2,,,,Oui,,Oui,,,,,,,Non,,,,,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,Non,,,,,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,Oui,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3800/saint-trond/rbt41547,RBT41547,Appartement à vendre,326000,Kwadensteenweg 76,3800 Saint-Trond,Nouveau,Non,2025,,2,,,,100 m²,,Non,,,1,,1,,,Oui,,,2,,,,Oui,,Oui,,,,,,,Non,,,,,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,Non,,,,,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,Oui,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbt40234,RBT40234,Maison à vendre,422500,Gippershovenstraat 23B,3800 Saint-Trond,Nouveau,Non,2025,,4,12 m²,11 m²,9 m²,,,Non,Super équipée,,1,,2,,Double vitrage,,,,,,,,,,,,,,,,Oui,Non,0 kWh/m²/an,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,Non,Non,Non,Non,Non,Oui,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,,,,,,48 m²,13 m²,,,,,,20 m²,,,,,,,8 m²,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbt40227,RBT40227,Maison à vendre,422500,Gippershovenstraat 23A,3800 Saint-Trond,Nouveau,Non,2025,,4,12 m²,11 m²,9 m²,,,Non,,,1,,2,,Double vitrage,,,,3,,,,Oui,,Oui,,,,,,Oui,Non,0 kWh/m²/an,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Oui,Non,Non,Non,Non,Non,Oui,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,Sud-est,,48 m²,13 m²,,,,,,20 m²,,,,,,,8 m²,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3800/saint-trond/rbt39011,RBT39011,Appartement à vendre,260000,Ridderstraat 15,3800 Saint-Trond,Nouveau,Non,2025,,2,,,,,Non,Non,Super équipée,,1,,1,Electrique,,Oui,,,2,,,,,,Oui,9 m²,,,,,,,,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,Non,Non,,,,,EPB in opmaak,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbt38208,RBT38208,Maison à vendre,449000,Prins Albertlaan 38,3800 Saint-Trond,Normal,Non,1930,A l’acte,4,,,,319 m²,Non,Non,Semi-équipée,,2,,,Gaz,,Non,,,,,,,Oui,,Oui,,150 m²,,,,,,142 kWh/m²/an,,,,"oui, attestation non conforme",,,Non,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,Non,,,,,20240504-0003236598-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/3800/saint-trond/rbt33850,RBT33850,Penthouse à vendre,320000,Schurhoven 18,3800 Saint-Trond,,Non,1959,A l’acte,2,,,,158 m²,Non,Non,Semi-équipée,,1,,1,,,Non,,Sud-ouest,4,,2,,,,,,,,,Oui,Oui,,172 kWh/m²/an,,,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,Non,Non,,,,,202503230119-0003560133-RES-2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3800/saint-trond/rbt33635,RBT33635,Appartement à vendre,230000,Schepen Dejonghstraat 1 302,3800 Saint-Trond,,Non,1981,A l’acte,2,,,,95 m²,Non,Non,,,1,,1,,,Oui,,Est,2,,4,,,,Oui,10 m²,,,,Oui,Oui,,181 kWh/m²/an,,,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,Non,Non,,,,,20250507-00035944725-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbt33082,RBT33082,Maison à vendre,279000,Guvelingen 77,3800 Saint-Trond,À rénover,Non,1980,A l’acte,2,,,,110 m²,Non,Non,Semi-équipée,,1,,,Electrique,,Non,,,,,,,Oui,,,,763 m²,,,,,,612 kWh/m²/an,,,9,pas d'application,,,Non,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,Non,,,,,20240320-0003178225-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbt31085,RBT31085,Maison à vendre,449000,Rummenweg 34,3800 Saint-Trond,Normal,,1988,A l’acte,4,,,,218 m²,Non,,Super équipée,,1,,,Gaz,,Non,,,,,,,Oui,,Oui,,961 m²,,,,,,185 kWh/m²/an,,,,"oui, attestation conforme",Oui,Oui,Non,Information non communiquée,Information non communiquée,,,,,,,Oui,,,,20250423-0003583704-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbt30980,RBT30980,Maison à vendre,155000,Nieuwpoort 38,3800 Saint-Trond,,Non,1933,A l’acte,3,,,,159 m²,Non,Non,Semi-équipée,,1,,1,,,Non,,Sud,4,,,,Oui,,Oui,28 m²,100 m²,,,,Oui,,704 kWh/m²/an,,,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,Non,Non,,,,,20250507-0003594986-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,28 m²,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbt30616,RBT30616,Maison à vendre,324000,Gorsemweg 168,3800 Saint-Trond,Normal,Non,1980,A convenir,3,,,,269 m²,Non,Non,Semi-équipée,,1,,,Gaz,,Non,,,3,,,,,,Oui,,460 m²,,,,,,506 kWh/m²/an,,,,pas d'application,,,Non,Information non communiquée,Information non communiquée,Oui,Non,Non,Non,Non,Non,,,,,20230515-0002893060-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbt29491,RBT29491,Maison à vendre,249000,Romeinseweg-Brustem 6,3800 Saint-Trond,À rénover,,1977,A l’acte,2,,,,149 m²,Non,,Semi-équipée,,1,,,Mazout,,Non,,,,,,,Oui,,Non,,440 m²,,,,,,472 kWh/m²/an,,,,pas d'application,Oui,Oui,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,20250430-0003590488-RES-1,,,,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3800/saint-trond/rbt29487,RBT29487,Appartement à vendre,185000,Breendonkstraat 16 401,3800 Saint-Trond,Normal,,1968,,2,,,,66 m²,Non,,Semi-équipée,,1,,,Mazout,,Non,,,,,,,Non,,Non,,,,,,,,388 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,20210208-0002370059-RES-1,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3800/saint-trond/rbt29486,RBT29486,Appartement à vendre,649000,Sint-Jansstraat 14 502,3800 Saint-Trond,Normal,,2014,A l’acte,3,,,,150 m²,Non,,Super équipée,,,,,Gaz,,Non,,,,,,,Non,,Oui,,,,,,,,93 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,71053-G-2013/00241/10894/B002/D01/SD017,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/3800/saint-trond/rbt29484,RBT29484,Immeuble mixte à vendre,800000,Zoutstraat 13,3800 Saint-Trond,,,,,3,,,,,Non,,,,3,,,Non specifié,,Non,,,,,,,Non,,Non,,,,,,,,,,,,pas d'application,,,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbt25947,RBT25947,Maison à vendre,260000,Boomgaardenstraat 11,3800 Saint-Trond,,Non,1939,A l’acte,3,,,,192 m²,,Non,,,1,,2,Gaz,Double vitrage,Non,Non,Nord-ouest,2,6 m,3,,Oui,,Oui,,253 m²,6 m,,,,Non,251 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Oui,Non,Non,Non,Non,Non,,Non,25 m,Non,20250402-0003568786-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3800/saint-trond/rbt20472,RBT20472,Villa à vendre,569000,Kortenbosstraat 22,3800 Saint-Trond,,Non,1974,A l’acte,3,,,,222 m²,,Non,Equipée,,1,,3,Gaz,Double vitrage,Non,Non,Ouest,4,13 m,3,2,Oui,,,,1440 m²,28 m,,,,Oui,252 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,Non,Non,Oui,Oui,51 m,Non,20231124-0003048833-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Non,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3800/saint-trond/rbt19207,RBT19207,Appartement à vendre,639000,Tiensesteenweg 174 802,3800 Saint-Trond,,,2015,,3,11 m²,13 m²,11 m²,143 m²,,,Equipée,,1,,1,Gaz,Double vitrage,Oui,,,,,,,,,Oui,40 m²,,,,Oui,Oui,,96 kWh/m²/an,,,,"non, pas d'attestation",Oui,,,Information non communiquée,Information non communiquée,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,8,Oui,,,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 m²,
https://immovlan.be/fr/detail/appartement/a-vendre/3800/saint-trond/rbt11044,RBT11044,Appartement à vendre,155000,Sint-Martenplein 8 103,3800 Saint-Trond,,,1990,A l’acte,1,,,,53 m²,Non,,,,1,,1,,,Oui,,Nord,2,,3,,Non,,Non,,,,,,Oui,,242 kWh/m²/an,,,,"oui, attestation non conforme",Oui,,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,20210928-0002467582-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,1,1,,,,26 m²,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3800/saint-trond/rbt08174,RBT08174,Appartement à vendre,229000,Gazometerstraat 24 304,3800 Saint-Trond,Normal,Non,1990,,2,,,,83 m²,Non,Non,Super équipée,,,,,Gaz,,Non,,,,,,,Non,,Oui,,,,,,,,142 kWh/m²/an,,,,"oui, attestation conforme",Oui,Non,Non,Information non communiquée,Information non communiquée,Non,Non,Non,Non,Non,Non,,,,,20210417-0002402367-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbt04179,RBT04179,Maison à vendre,299000,Luikersteenweg 342,3800 Saint-Trond,À rénover,,1999,,4,,,,709 m²,Non,Oui,,,2,,,Mazout,,Non,Non,Sud-ouest,,12 m,,,Oui,1379 m²,Oui,,1379 m²,14 m,,,,Oui,,,24/02/2031,,pas d'application,,Non,,Pas de risque d’inondation,Information non communiquée,Oui,Non,,,,,,,,,20210224-0002378045-KNR-1,,Non,Oui,,,,,,,,,,,,,,,,,,,,187 m²,30 m²,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbt03108,RBT03108,Maison à vendre,215000,Sint-Quintinusstraat 21,3800 Saint-Trond,Normal,,1899,A l’acte,2,,,,125 m²,Non,,Super équipée,,1,,,Gaz,,Non,,,,,,,Non,,Oui,,78 m²,,,,,,158 kWh/m²/an,,,,"oui, attestation conforme",,Non,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,20200914-0002315172-RES-1,,,,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbt02787,RBT02787,Maison à vendre,119000,Oudekerkstraat 7,3800 Saint-Trond,,,,A l’acte,3,,,,,,,,,,,,,,,,,3,23 m,,,Oui,,,,455 m²,23 m,,,,,,,,,,Non,Non,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbs97495,RBS97495,Maison à vendre,365000,Leopold II straat 90-92,3800 Saint-Trond,,,1960,,2,20 m²,18 m²,,195 m²,,,,,1,,,,,,,,2,,,,Oui,,Oui,,222 m²,,,,,,272 kWh/m²/an,,,,"oui, attestation non conforme",Oui,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,,Oui,20231024-0002978383-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,1,,,Sud-est,,30 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,110 m²,9 m²,,,,,25 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbs95953,RBS95953,Maison à vendre,269000,Naamsesteenweg 45,3800 Saint-Trond,Normal,,1850,A convenir,3,,,,161 m²,Non,,Super équipée,,1,,,Gaz,,Non,,,,,,,Non,,Oui,,90 m²,,,,,,213 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,,,,,,,Oui,,,,20250221-0003535471-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3800/saint-trond/rbs94523,RBS94523,Appartement à vendre,145000,Kazernestraat 12 301,3800 Saint-Trond,À rénover,,1972,,2,,,,73 m²,Non,,Semi-équipée,,1,,,Gaz,,Non,,,,,,,Non,,Oui,,,,,,,,265 kWh/m²/an,,,,pas d'application,,,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,20240115-0003106865-RES-1,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/3800/saint-trond/rbs92919,RBS92919,Penthouse à vendre,469000,Luikersteenweg 98,3800 Saint-Trond,Nouveau,,2024,,3,,,,,,,,,1,,,,,,,,2,,,,,,Oui,,,,,,,,,,,,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,Oui,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbr69229,RBR69229,Maison à vendre,349000,Schurhoven 123,3800 Saint-Trond,À rénover,,1965,,3,,,,222 m²,Non,,Semi-équipée,,1,,,Mazout,,Non,,,3,,,,Oui,,Non,,777 m²,,,,,,560 kWh/m²/an,,,,pas d'application,,,Non,Information non communiquée,Information non communiquée,,,,,,,,,,,20240504-0003236685-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbs90646,RBS90646,Maison à vendre,389000,Dreef 2,3800 Saint-Trond,Normal,,1966,A l’acte,5,,,,264 m²,Non,,Semi-équipée,,1,,,Mazout,,Non,,,,,,,Oui,,Non,,825 m²,,,,,,772 kWh/m²/an,,,,pas d'application,Oui,Oui,Non,Information non communiquée,Information non communiquée,Oui,,,,,,,,,,20250321-0003559352-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbs86950,RBS86950,Maison à vendre,369000,Rummenweg 10 C,3800 Saint-Trond,,,2019,A l’acte,3,,,,141 m²,Non,,Super équipée,,1,,2,Non specifié,,Non,,,3,,,,Oui,,Oui,26 m²,,,,,,,74 kWh/m²/an,,01/04/2029,,"oui, attestation conforme",Oui,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,71053-G-201700171/EP02527/W011/D01/SD001,"Zone d'habitat (résidentiel, urbain ou rural)",,,Oui,1,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbs86207,RBS86207,Maison à vendre,489000,Tiensesteenweg 46,3800 Saint-Trond,,Non,1899,A l’acte,3,,,,230 m²,,Non,Equipée,,1,,2,Gaz,Triple vitrage,Non,Non,Sud,2,7 m,4,,Oui,,Oui,19 m²,98 m²,7 m,,,,Non,88 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,Non,Non,Non,Non,,Non,14 m,Non,20211011-0002475493-RES-1,"Zone d'habitat (résidentiel, urbain ou rural)",Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3800/saint-trond/rbs83302,RBS83302,Appartement à vendre,469000,Luikersteenweg 98,3800 Saint-Trond,Nouveau,,2024,,3,,,,,,,Equipée,,1,,,,Double vitrage,,,,2,,,,,,Oui,,,,,,,,,,,,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,Oui,,,,,,Oui,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3800/saint-trond/rbs83299,RBS83299,Maison à vendre,229000,Clockemstraat 29,3800 Saint-Trond,Excellent,,1920,,4,,,,,,Oui,Equipée,,4,,4,Gaz,,,,,2,,,,,,,,136 m²,,,Oui,Oui,,193 kWh/m²/an,,07/10/2033,,"non, pas d'attestation",Oui,Oui,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,20231007-0002991614-RES-1,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chateau/a-vendre/3800/saint-trond/rbs83139,RBS83139,Château à vendre,2450000,,3800 Saint-Trond,À rénover,,1800,,20,,,,2800 m²,Non,,,,8,,,Mazout,,Non,,Sud-ouest,4,,,60,Oui,,Non,,64250 m²,,,,,Oui,,,,,pas d'application,,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,Zone agricole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
