ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Buanderie,Équipement_de_la_cuisine,Type_de_cuisine,Nombre_de_salles_de_bain,Panneaux_solaires,Panneaux_solaires_thermiques,Type_de_chauffage,Type_de_vitrage,Compteur_électrique_individuel,Compteur_Bihoraire,Compteur_de_gaz_individuel,Étage_de_lappartement,Nombre_de_façades,Nombre_détages_de_limmeuble,Jardin,Orientation_du_jardin,Terrasse_aménagée,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Meublé,Surface_du_séjour,Surface_du_bureau,Grenier,Nombre_de_douches,Nombre_de_toilettes,Ascenseur,Orientation_de_la_façade_du_bien,Surface_du_jardin,Surface_totale_du_terrain,Surface_constructible,Profondeur_du_terrain,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Caves,Surface_des_caves,Salle_à_manger,Surface_salle_à_manger,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Orientation_de_la_terrasse,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_annuelle_totale_dénergie_primaire,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Parlophone,Alarme_antieffraction,Accessible_aux_moins_valides,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Surface_de_la_terrasse,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Date_de_validité_PEB,Emission_de_CO2,Véranda,Dressing,Local_vélo,Surface_chambre_à_coucher_5,Surface_du_grenier,Surface_de_la_véranda,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Station_de_charge_électrique,Maison_basse_énergie,Chauffage_au_sol,Pompe_à_chaleur,Air_conditionné,Attestation__Citernes_à_mazout,Porte_de_garage_motorisée,Clef_électronique,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Balcon,Attestation__Asbuilt,Compteur_deau_individuel,Porte_daccès_sécurisée,Attestation__Installation_électrique__Validité,Surface_du_dressing,Appartement_de_service
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbb94285,VBB94285,Appartement à vendre,220000,de la Station 19 26,5500 Dinant,Normal,Oui,1905,,3,125 m²,,Equipée,Américaine,1,,,Gaz,Double vitrage,,,,3,2,,,,,Oui,Oui,189 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,,,,Oui,Est,,,,,,,,,,,,,Oui,,,,,,,,,23651 kWh/an,,,,Oui,,Non,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc63610,VBC63610,Maison à vendre,190000,Rue Alexandre Daoust 7,5500 Dinant,À rénover,Oui,,Immédiatement,6,435 m²,Non,Equipée,,6,,Non,,Double vitrage,,,,,,,Oui,,Oui,Oui,Oui,688 kWh/m²/an,20250212026914,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,25 m²,,Non,,6,Non,,240 m²,,240 m²,,19 m²,19 m²,8 m²,17 m²,Non,,Non,,,,,,44 m²,3 m²,,,Non,,,,Non,,Non,Non,,,50 m²,,,,,Non,Non,Non,21 m²,,,Non,,,Non,,Non,pas d'application,Non,Non,Non,Non,Non,Non,Non,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbc61240,VBC61240,Appartement à vendre,235000,Rue des Forges 5,5500 Dinant,Excellent,Oui,,A partir du : 31/12/2025,2,125 m²,,Equipée,,1,Non,,,Double vitrage,,,,1,,,,,Oui,Oui,Oui,221 kWh/m²/an,20230225001216,"oui, attestation conforme",Risque moyen,Information non communiquée,Non,35 m²,,,,1,Non,,,,250 m²,,10 m²,11 m²,,,Oui,,,,Oui,1,1,,30 m²,,,,,30688 kWh/an,Non,Non,Non,,Non,Non,,,48 m²,,,,40,,,,,,,Non,,,Non,,Non,pas d'application,Non,Non,Non,Non,Non,Non,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc60533,VBC60533,Maison à vendre,249000,Charreau de Dréhance 13,5500 Dinant,Normal,Non,,Immédiatement,2,100 m²,,Equipée,,1,Non,,,Double vitrage,,,,,,,Oui,,Oui,Non,Oui,334 kWh/m²/an,20250408000235,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,42 m²,,,,1,Non,,228 m²,,228 m²,,15 m²,16 m²,,,,,,,Oui,,1,,,,,,,30756 kWh/an,Non,Non,Non,,Non,Non,,1,8 m²,,,,,,,,,,,Non,,,Non,,Non,pas d'application,Non,Non,Non,Non,Oui,Non,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc60157,VBC60157,Maison à vendre,265000,Avenue des Combattants 130,5500 Dinant,,Non,1960,A l’acte,3,229 m²,,Equipée,Américaine,1,,,,Double vitrage,,,,,4,,Oui,,Oui,Oui,Oui,359 kWh/m²/an,,"oui, attestation conforme",Risque moyen,Information non communiquée,Non,29 m²,,Oui,,3,Non,Est,,513 m²,,,18 m²,16 m²,8 m²,,,,Oui,15 m²,Oui,1,,,8 m²,,,,Non,85760 kWh/an,,,,,,Non,,2,,,Oui,,,Oui,,,,,,,,,,,Oui,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chateau/a-vendre/5500/dinant/vbc57325,VBC57325,Château à vendre,249000,,5500 Dinant,,,1500,,,,,Super équipée,,,,,Mazout,,,,,,4,3,Non,,Non,,Oui,398 kWh/m²/an,20240418016336,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,Non,Sud-ouest,,110000 m²,,,,,,,,,,,,,,,,,,,,117492 kWh/an,,,,,,,,,,,,18/04/2034,99,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbc57321,VBC57321,Appartement à vendre,249000,,5500 Dinant,,,1500,,,,,Super équipée,,,,,Mazout,,,,,0,4,3,Non,,Non,,Oui,398 kWh/m²/an,20240418016336,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,Non,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,117492 kWh/an,,,,,,,,,,,,18/04/2034,99,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbc55331,VBC55331,Appartement à vendre,159000,Avenue Winston Churchill 17 4,5500 Dinant,Excellent,,,,4,,,,,1,,,,,,,,3,2,,,,,,,295 kWh/m²/an,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25285 kWh/an,,,,,,,,,,,,26/12/2034,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc52409,VBC52409,Maison à vendre,178000,Rue des Cretias 9,5500 Dinant,,Non,,A l’acte,3,226 m²,,Semi-équipée,Kitchenette,1,,,Mazout,Double vitrage,,,,,2,,Oui,,Oui,,,428 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,Non,,,Oui,,,,,,869 m²,,,,,,,Oui,,,,Oui,1,1,,,,,Oui,,96998 kWh/an,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc50960,VBC50960,Maison à vendre,160000,Rue Saint-Jacques 48,5500 Dinant,À rénover,,,Immédiatement,4,123 m²,,,Indépendante,1,,,Mazout,Double vitrage,,,,,2,,,,,Oui,Oui,407 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,33 m²,,Oui,1,2,Non,Sud,,87 m²,,,18 m²,13 m²,13 m²,13 m²,Oui,,,,,,,,12 m²,,,,,54813 kWh/an,,,Non,,,Non,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc49686,VBC49686,Maison à vendre en viager,175000,Rue Grande 59,5500 Dinant,Normal,Non,,Immédiatement,3,200 m²,Non,Equipée,,1,,Non,,Double vitrage,,,,,,,,,,Oui,Oui,385 kWh/m²/an,20240129017236,"oui, attestation conforme",Risque moyen,Information non communiquée,Non,21 m²,,Oui,,2,Non,,,,60 m²,,14 m²,14 m²,13 m²,,Non,,Non,,,,,,12 m²,8 m²,,,Non,,,,Non,,Non,Non,,,,,,,74,Non,Non,Non,,,,Non,,,Non,,Non,pas d'application,Non,Non,Non,Non,Non,Non,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/drehance/vbc43515,VBC43515,Maison à vendre,260000,Rue d'Anseremme 55,5500 Dréhance,,,,A convenir,3,,,,,,,,,,,,,,,,,,,,,542 kWh/m²/an,20241220009652,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,111470 kWh/an,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc40663,VBC40663,Maison à vendre,175000,,5500 Dinant,,,1874,,3,115 m²,,Super équipée,,1,,,Gaz,,,,,,2,,Non,,Oui,Oui,Oui,201 kWh/m²/an,20250218017214,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,31 m²,8 m²,,,1,Non,,,420 m²,35 m²,,,,,,,,,,,,,,,,,,,23159 kWh/an,,,,,,,,,8 m²,,,18/02/2035,37,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbc38653,VBC38653,Appartement à vendre,179000,Rue Saint-Jacques 8 1,5500 Dinant,Normal,Non,,Immédiatement,2,65 m²,,Equipée,,1,Non,,,Double vitrage,,,,1,,,,,,Oui,Oui,232 kWh/m²/an,20150616019447,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,29 m²,,,,1,Non,,,,65 m²,,6 m²,9 m²,,,Oui,,,,,,,,5 m²,,,,,18845 kWh/an,Oui,Non,Non,,Non,Non,,,,,,,,,,,,,,Non,,,Non,,Non,pas d'application,Non,Non,Non,Non,Non,Non,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc37562,VBC37562,Maison à vendre,275000,Rue Léopold et Victorien Barré 27,5500 Dinant,Excellent,Non,,Immédiatement,3,170 m²,,Equipée,,,Non,,,Double vitrage,,,,,,,Oui,,Oui,Oui,Oui,223 kWh/m²/an,20250205010503,"oui, attestation non conforme",Risque élevé,Information non communiquée,Non,13 m²,,Oui,,2,Non,,120 m²,,120 m²,,21 m²,13 m²,20 m²,,,,,,,,,,30 m²,,,,,41732 kWh/an,Non,Non,Non,,Non,Non,,,26 m²,,,,41,,,,,,,Non,,,Non,,Non,pas d'application,Non,Non,Non,Non,Non,Non,Non,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbc35845,VBC35845,Appartement à vendre,230000,Place Patenier 30,5500 Dinant,Normal,Non,2005,A l’acte,3,110 m²,,Equipée,Américaine,1,,,Gaz,Double vitrage,,,,,,,,,,Oui,Oui,151 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,,,,,,Oui,Ouest,,,,,,,,,,,,,,,,,,,,,Non,16694 kWh/an,Oui,,,Oui,,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc35003,VBC35003,Maison à vendre,199000,,5500 Dinant,Normal,,1850,,2,145 m²,,Super équipée,,,,,Gaz,,,,,,2,,Non,,Non,Oui,Oui,212 kWh/m²/an,20230428022142,"oui, attestation conforme",Risque élevé,Information non communiquée,Non,36 m²,9 m²,,2,2,Non,,,,,,,,,,,,,,,,,,,,,,,37428 kWh/an,,,,,,,,,,,,28/04/2033,39,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/5500/dinant/vbc32919,VBC32919,Studio à vendre,125000,Rue de la Station 19,5500 Dinant,À rénover,Oui,1800,,1,73 m²,,,,2,,,Mazout,,,,,4,3,4,,,,,Oui,430 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,,,,Oui,Est,,,,,,,,,Oui,,,,,,,,,,,,Non,12044 kWh/an,,,,Oui,,Non,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc31228,VBC31228,Maison à vendre,415000,,5500 Dinant,,,2001,,3,210 m²,,Super équipée,,1,,,Electrique,,,,,,4,,Oui,,Oui,,,256 kWh/m²/an,20241025003457,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,35 m²,20 m²,,1,3,Non,,,1767 m²,70 m²,,,,,,,,,,,,,,,,,,,60006 kWh/an,,,,,,,,2,37 m²,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chateau/a-vendre/5500/dinant/vbc30768,VBC30768,Château à vendre,995000,,5500 Dinant,,,1500,,6,600 m²,,Super équipée,,3,,,Mazout,,,,,,,2,Oui,,Non,,Oui,398 kWh/m²/an,20240323012031,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,3,Non,Sud,,110000 m²,,,,,,,,,,,,,,,,,,,,117492 kWh/an,,,,,,,,,,,,23/03/2034,99,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc30321,VBC30321,Maison à vendre,198000,Rue du Comptoir 1 A,5500 Dinant,Normal,Non,,A l’acte,4,153 m²,,,,1,,,Gaz,Double vitrage,,,,,4,1,,,Oui,Oui,Oui,310 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,49 m²,,Oui,,2,Non,Est,,2030 m²,,,10 m²,10 m²,12 m²,16 m²,,,,,Oui,1,1,,,,Sud-est,,,47393 kWh/an,,,Non,,,,,1,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbc29179,VBC29179,Appartement à vendre,129000,,5500 Dinant,Normal,,,A l’acte,3,158 m²,,Equipée,Américaine,1,,,Mazout,Double vitrage,,,,,3,2,,,,,Oui,237 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,39 m²,,,,1,Non,,,,,,18 m²,19 m²,9 m²,,,,,,,,,,18 m²,7 m²,,,Non,36132 kWh/an,,,Non,,,Non,,2,,,Oui,11/04/2033,60,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5500/dinant/rwc38226,RWC38226,Villa à vendre,305550,,5500 Dinant,Excellent,,2025,A convenir,3,1164 m²,,Super équipée,Américaine,1,Oui,,Non specifié,,,Oui,,,4,,Oui,,,Oui,Oui,,,,Information non communiquée,Information non communiquée,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Oui,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/anseremme/vbc21181,VBC21181,Maison à vendre,369000,Rue de la montagne,5500 Anseremme,Normal,Non,,Immédiatement,4,163 m²,Non,Non équipée,,1,Oui,,Non specifié,,,,,,3,2,Oui,,,,,78 kWh/m²/an,,pas d'application,Information non communiquée,Information non communiquée,Non,,,Oui,1,,Non,Nord,,843 m²,,,,,,,Non,,Non,,Oui,1,,,,,,,,,,,,,,,,,,,,,1553,Non,Non,Non,,,,,,,,,,,,,,,,,Non,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbc20515,VBC20515,Appartement à vendre,265000,,5500 Dinant,Normal,Non,,A l’acte,4,182 m²,,Equipée,Américaine,1,,,Mazout,Double vitrage,,,,,3,1,,,Oui,,,233 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,64 m²,,,,1,Non,,,,,,17 m²,15 m²,12 m²,11 m²,,,,,,,,,,12 m²,,,Non,42430 kWh/an,,,Non,,,Non,,,,,,11/04/2033,58,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc17879,VBC17879,Maison à vendre,240000,,5500 Dinant,Normal,Non,,,6,255 m²,Non,Super équipée,,2,,,Mazout,,,,,,2,3,,,,,Oui,437 kWh/m²/an,20190625000303,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,45 m²,14 m²,Non,,2,Non,,,168 m²,,11 m,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,3,,,,25/06/2029,1080,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbc04824,VBC04824,Maison à vendre,195000,Avenue des Combattants 5,5500 Dinant,Normal,Oui,1918,A l’acte,4,140 m²,,Semi-équipée,Kitchenette,2,,,Gaz,,,,,,2,3,,,Oui,,Oui,280 kWh/m²/an,,"oui, attestation non conforme",Risque élevé,Information non communiquée,Non,,,Oui,2,2,Non,,,55 m²,,,,,,,Oui,,,,,,,,,,,,Non,19065 kWh/an,Non,Non,Non,,,Non,,,3 m²,,Oui,17/09/2034,3493,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbb83225,VBB83225,Maison à vendre,180000,Rue Adolphe Sax 55,5500 Dinant,Normal,Oui,,Immédiatement,4,185 m²,,Equipée,,4,Non,,,Double vitrage,,,,,,,,,,Oui,Oui,203 kWh/m²/an,20240513003425,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,23 m²,,Oui,,5,Non,,,,60 m²,,5 m²,7 m²,7 m²,7 m²,Oui,,,,,,,,15 m²,,,,,7609 kWh/an,Non,Non,Non,,Non,Non,,,,,,,38,,,,,,,Non,,,Non,,Non,pas d'application,Non,Non,Non,Non,Non,Non,Non,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/5500/dinant/vbb81468,VBB81468,Studio à vendre,85000,Rue de la Station 19,5500 Dinant,Normal,Oui,,A l’acte,,33 m²,,,,1,,,Mazout,Double vitrage,,,,3,,4,,,,,Oui,149 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,,1,,Oui,Est,,,,,,,,,,,,,,,,,,,,,,4983 kWh/an,,,Non,Oui,,Non,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vbb67472,VBB67472,Appartement à vendre,199000,Rue Adolphe Sax 40 3,5500 Dinant,Normal,Oui,,A l’acte,2,90 m²,,Equipée,Américaine,1,,,Gaz,Double vitrage,,,,,2,2,,,Oui,,,274 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Oui,36 m²,,,1,1,Oui,,,,,,10 m²,11 m²,,,Oui,,,,,,,,10 m²,5 m²,,,Non,25996 kWh/an,,,Non,,,Oui,,,6 m²,,,04/09/2034,50,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5500/dinant/vbb54770,VBB54770,Immeuble mixte à vendre,249999,,5500 Dinant,À rénover,Oui,1900,,5,,,Semi-équipée,Kitchenette,6,,,Gaz,Double vitrage,,,,,2,4,,,,Oui,Oui,288 kWh/m²/an,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,25 m²,,Oui,6,5,Non,,,,,,13 m²,11 m²,12 m²,12 m²,Oui,,,,,,,,,,,,Non,18925 kWh/an,,,,,,Oui,,,,,Oui,12/03/2028,53,,,,10 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5500/dinant/vbb47913,VBB47913,Maison à vendre,175000,,5500 Dinant,À rénover,,,A l’acte,4,155 m²,,Semi-équipée,Kitchenette,1,,,Gaz,,,,,,2,2,,,Oui,,Oui,321 kWh/m²/an,,,Information non communiquée,Information non communiquée,Non,,,Oui,,,Non,,,110 m²,,,,,,,,,,,,,,,,,,,Non,49720 kWh/an,,,,,,,,1,,,Oui,14/12/2032,59,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5500/dinant/vba38568,VBA38568,Appartement à vendre,148000,Avenue Colonel Cadoux 37,5500 Dinant,Normal,Oui,,,1,92 m²,,Equipée,Américaine,1,,,Gaz,Double vitrage,,,,,2,,,,,Oui,Oui,211 kWh/m²/an,,"oui, attestation conforme",Risque élevé,Information non communiquée,Non,34 m²,,,,1,Non,Est,,,,,14 m²,,,,Oui,,,,,,,,11 m²,4 m²,,,,19369 kWh/an,,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5520/anthee/vbc57320,VBC57320,Appartement à vendre,249000,,5520 Anthée,,,1500,,,,,Super équipée,,1,,,Mazout,,,,,0,4,3,Oui,,Non,,Oui,398 kWh/m²/an,20240418012336,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,Non,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,117492 kWh/an,,,,,,,,,,,,18/04/2034,99,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chateau/a-vendre/5520/anthee/vbc30766,VBC30766,Château à vendre,995000,,5520 Anthée,,,1500,,6,600 m²,,Super équipée,,3,,,Mazout,,,,,,,2,Oui,,Non,,Oui,398 kWh/m²/an,20240323012031,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,3,Non,Sud,,110000 m²,,,,,,,,,,,,,,,,,,,,117492 kWh/an,,,,,,,,,,,,23/03/2034,99,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5520/onhaye/vbc81150,VBC81150,Maison à vendre,350000,Rue du Beau-Site 26,5520 Onhaye,Excellent,Non,2020,A l’acte,4,214 m²,Non,,,1,Oui,,,Double vitrage,,,,,4,2,Oui,,Oui,,,48 kWh/m²/an,20250423502853,,Information non communiquée,Information non communiquée,,36 m²,7 m²,Oui,1,2,,Nord,,966 m²,,,13 m²,17 m²,20 m²,12 m²,Oui,68 m²,Non,,Oui,,,,27 m²,,,,,,,,Non,,,,,2,,,Non,,,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5520/onhaye/vbc62140,VBC62140,Maison à vendre,279000,Rue les Communes 10,5520 Onhaye,Normal,Non,1973,,2,91 m²,,Equipée,Américaine,1,Oui,,Gaz,Double vitrage,,,,,4,,Oui,,Oui,,,442 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Non,27 m²,,Oui,,1,Non,Nord-est,1000 m²,1118 m²,,,10 m²,10 m²,,,,,,,Oui,,,22 m²,10 m²,,,,Non,59303 kWh/an,,,Non,,,Oui,,5,,,,17/05/2027,,,Oui,,,,,,,,,,,,,,,,,,,,,,8 m²,
https://immovlan.be/fr/detail/maison/a-vendre/5520/onhaye/vbc81150,VBC81150,Maison à vendre,350000,Rue du Beau-Site 26,5520 Onhaye,Excellent,Non,2020,A l’acte,4,214 m²,Non,,,1,Oui,,,Double vitrage,,,,,4,2,Oui,,Oui,,,48 kWh/m²/an,20250423502853,,Information non communiquée,Information non communiquée,,36 m²,7 m²,Oui,1,2,,Nord,,966 m²,,,13 m²,17 m²,20 m²,12 m²,Oui,68 m²,Non,,Oui,,,,27 m²,,,,,,,,Non,,,,,2,,,Non,,,Non,Oui,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5520/onhaye/vbc62140,VBC62140,Maison à vendre,279000,Rue les Communes 10,5520 Onhaye,Normal,Non,1973,,2,91 m²,,Equipée,Américaine,1,Oui,,Gaz,Double vitrage,,,,,4,,Oui,,Oui,,,442 kWh/m²/an,,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,Non,27 m²,,Oui,,1,Non,Nord-est,1000 m²,1118 m²,,,10 m²,10 m²,,,,,,,Oui,,,22 m²,10 m²,,,,Non,59303 kWh/an,,,Non,,,Oui,,5,,,,17/05/2027,,,Oui,,,,,,,,,,,,,,,,,,,,,,8 m²,
https://immovlan.be/fr/detail/appartement/a-vendre/5520/anthee/vbc57320,VBC57320,Appartement à vendre,249000,,5520 Anthée,,,1500,,,,,Super équipée,,1,,,Mazout,,,,,0,4,3,Oui,,Non,,Oui,398 kWh/m²/an,20240418012336,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,Non,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,117492 kWh/an,,,,,,,,,,,,18/04/2034,99,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chateau/a-vendre/5520/anthee/vbc30766,VBC30766,Château à vendre,995000,,5520 Anthée,,,1500,,6,600 m²,,Super équipée,,3,,,Mazout,,,,,,,2,Oui,,Non,,Oui,398 kWh/m²/an,20240323012031,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,3,Non,Sud,,110000 m²,,,,,,,,,,,,,,,,,,,,117492 kWh/an,,,,,,,,,,,,23/03/2034,99,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5522/falaen/vbc76580,VBC76580,Maison à vendre,198000,Rue de Chession 5,5522 Falaën,Normal,Oui,,A l’acte,2,170 m²,,,Indépendante,1,,,Mazout,Double vitrage,,,,,2,,Oui,,,,,231 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,25 m²,,Oui,,3,Non,Sud,,255 m²,,,18 m²,16 m²,,,,,,,Oui,1,,,15 m²,,,,,39426 kWh/an,Oui,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5523/sommiere/vbc49622,VBC49622,Maison à vendre,245000,Rue de la bruyère 17A,5523 Sommière,Normal,Non,1912,A l’acte,3,130 m²,,,,1,,,Mazout,Double vitrage,,,,,3,3,Oui,,Oui,,Oui,335 kWh/m²/an,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,16 m²,,Oui,1,2,Non,Nord,95 m²,200 m²,,,12 m²,11 m²,16 m²,,Oui,,,,,,,,24 m²,,Sud-est,Oui,Non,59633 kWh/an,Oui,Non,Non,,,Oui,10 m,2,20 m²,,Oui,18/04/2026,83,,Oui,,,,,,,,,,,,,,,,,,,,,12/05/2014,4 m²,
https://immovlan.be/fr/detail/maison/a-vendre/5523/sommiere/vaz81789,VAZ81789,Maison à vendre,325000,Rue de Bouvignes LOT 10,5523 Sommière,Nouveau,,,,3,,,,,1,,,,,,,,,4,,Oui,,Oui,,,,,,Information non communiquée,Information non communiquée,Non,,,,,,,,,2080 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,Non
https://immovlan.be/fr/detail/maison/a-vendre/5523/sommiere/vaz81793,VAZ81793,Maison à vendre,319000,Rue de Bouvignes LOT 27,5523 Sommière,Nouveau,,,,3,,,,,1,,,,,,,,,4,,Oui,,Oui,,,,,,Information non communiquée,Information non communiquée,Non,,,,,,,,,2290 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,Non
