ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Nombre_de_salles_de_bain,Profondeur_du_terrain,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Surface_du_bureau,Surface_de_la_terrasse,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_des_caves,Surface_du_grenier,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Équipement_de_la_cuisine,Surface_de_la_cuisine,Type_de_vitrage,Largeur_de_la_façade,Raccordé_à_leau_courante,Panneaux_solaires,Conso_annuelle_totale_dénergie_primaire,Largeur_du_terrain_à_rue,Accessible_aux_moins_valides,Permis_durbanisation_accordé,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Nombre_détages_de_limmeuble,Type_de_cuisine,Surface_de_lades_salles_de_bain,Raccordé_aux_égouts,Piscine_extérieure,Permis_de_bâtir_obtenu,Surface_salle_à_manger,Alarme_antieffraction,Orientation_du_jardin,Raccordé_au_gaz_de_ville,Attestation__Asbuilt,Possibilités_pour_profession_libérale,Porte_de_garage_motorisée,Station_de_charge_électrique,Adoucisseur_deau,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Air_conditionné,Domotique,Parlophone,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Appartement_de_service,Orientation_de_la_terrasse,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Surface_du_dressing,Maison_basse_énergie,Panneaux_solaires_thermiques,Compteur_deau_individuel,Surface_de_la_véranda,Affectation_urbanistique_la_plus_récente,Étage_de_lappartement,Surface_totale,Attestation__Installation_électrique__Validité,Clef_électronique,Balcon,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,Compteur_électrique_individuel,Compteur_de_gaz_individuel,Niveau_S
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72841,RBT72841,Maison à vendre,399000,Molenstraat 19,8420 De Haan,,Non,,,3,159 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,2,,Non,,2,,Oui,,,337 m²,,,,Pas de risque d’inondation,Information non communiquée,2,,,,,,,,,,,,,,,,,,,,,,,,,Non,,Non,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72840,RBT72840,Maison à vendre,419000,Molenstraat 19,8420 De Haan,,Non,,,3,159 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,2,,Non,,2,,Oui,,,334 m²,,,,Pas de risque d’inondation,Information non communiquée,1,,,,,,,,,,,,,,,,,,,,,,,,,Non,,Non,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72839,RBT72839,Maison à vendre,419000,Molenstraat 19,8420 De Haan,,Non,,,3,159 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,2,,Non,,2,,Oui,,,340 m²,,,,Pas de risque d’inondation,Information non communiquée,2,,,,,,,,,,,,,,,,,,,,,,,,,Non,,Non,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72838,RBT72838,Maison à vendre,499000,Molenstraat 19,8420 De Haan,,Non,,,4,185 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,2,,Non,,3,,Oui,,,536 m²,,,,Pas de risque d’inondation,Information non communiquée,1,,,,,,,,,,,,,,,,,,,,,,,,,Non,,Non,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72837,RBT72837,Maison à vendre,499000,Molenstraat 19,8420 De Haan,,Non,,,4,185 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,2,,Non,,3,,Oui,,,558 m²,,,,Pas de risque d’inondation,Information non communiquée,2,,,,,,,,,,,,,,,,,,,,,,,,,Non,,Non,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72836,RBT72836,Maison à vendre,449000,Molenstraat 19,8420 De Haan,,Non,,,4,180 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,2,,Non,,2,,Oui,,,384 m²,,,,Pas de risque d’inondation,Information non communiquée,2,,,,,,,,,,,,,,,,,,,,,,,,,Non,,Non,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72835,RBT72835,Maison à vendre,439000,Molenstraat 19,8420 De Haan,,Non,,,4,181 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,2,,Non,,2,,Oui,,,349 m²,,,,Pas de risque d’inondation,Information non communiquée,1,,,,,,,,,,,,,,,,,,,,,,,,,Non,,Non,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8420/de-haan/rbt72834,RBT72834,Maison à vendre,469000,Molenstraat 19,8420 De Haan,,Non,,,3,172 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,2,,Non,,3,,Oui,,,511 m²,,,,Pas de risque d’inondation,Information non communiquée,1,,,,,,,,,,,,,,,,,,,,,,,,,Non,,Non,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone, info non disponible",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8433/mannekensvere/rbt72830,RBT72830,Maison à vendre,249000,Monnikenstraat 18,8433 Mannekensvere,,Non,1930,,2,,,,Non,Oui,Non,Non,Non,Non,Non,,,,1,Gaz,Non,Sud-ouest,2,,Oui,,,176 m²,,,Non,Pas de risque d’inondation,Information non communiquée,1,30 m,195 kWh/m²/an,Certificaat-20250617-0003627376-RES-1,,,,,,,,,,,,,,,,Double vitrage,4 m,,,,4 m,Non,,Non,,,,,Non,,,Non,,,,,,,,,,,Non,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9260/wichelen/rbt72829,RBT72829,Maison à vendre,468000,Dendermondsesteenweg 55,9260 Wichelen,Normal,,1955,A l’acte,3,186 m²,Non,22 m²,Oui,Oui,,Oui,,,,Oui,2,2,2,Gaz,Non,,4,6,Oui,1816 m²,,1816 m²,,"oui, attestation non conforme",Oui,Pas de risque d’inondation,Information non communiquée,2,,259 kWh/m²/an,,,,,,26 m²,36 m²,18 m²,,,,,,,Equipée,14 m²,,,Oui,,259 kWh/an,,Non,Non,,,Américaine,,Oui,Non,Oui,17 m²,,,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,Non,,,
https://immovlan.be/fr/detail/maison/a-vendre/8583/bossuit/rbt72827,RBT72827,Maison à vendre,319000,,8583 Bossuit,,Non,2010,A l’acte,3,150 m²,,,Non,Oui,Non,Non,Non,Non,Non,Oui,1,,2,Gaz,Non,Sud-ouest,2,1,Oui,,Oui,230 m²,,,Non,Pas de risque d’inondation,Information non communiquée,1,27 m,129 kWh/m²/an,3582296,,,,25 m²,,,,,,,,,,,,,8 m,,,,8 m,Non,,Non,2,,,,Non,,,Non,,,,,,,,,,,Non,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9690/kluisbergen/rbt72826,RBT72826,Villa à vendre,545000,,9690 Kluisbergen,,Non,2008,A l’acte,4,215 m²,,,Non,Oui,Non,Non,Non,Non,Non,,,,2,Gaz,Non,Sud,4,5,Oui,,Oui,1202 m²,,,Non,Pas de risque d’inondation,Information non communiquée,1,39 m,159 kWh/m²/an,3534336,,,,20 m²,,,,,,,,,,,,,14 m,,,,32 m,Non,,Non,2,,,,Non,,,Non,,,,,,,,Oui,,,Non,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2660/hoboken/rbt72825,RBT72825,Maison à vendre,405000,Wouter Dilftlaan 33,2660 Hoboken,Normal,Non,1974,A l’acte,3,156 m²,Non,35 m²,,,,Oui,,,,Oui,1,,2,Gaz,Non,Nord-ouest,3,1,Oui,160 m²,Oui,319 m²,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,1,,313 kWh/m²/an,,21/03/2025,,,18 m²,14 m²,11 m²,7 m²,,,,,1,,Super équipée,8 m²,Double vitrage,10 m,Oui,,,,Non,Non,,2,,,Oui,Non,Oui,20 m²,,,Oui,,,,,,,,,,,Oui,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,Non,,,
https://immovlan.be/fr/detail/maison/a-vendre/8540/deerlijk/rbt72824,RBT72824,Maison à vendre,298000,,8540 Deerlijk,,Non,1961,A l’acte,4,255 m²,,,Non,Oui,Non,Non,Non,Non,Non,Oui,1,,2,Gaz,Non,Nord-ouest,4,5,Oui,,,1587 m²,,,Non,Risque moyen,Information non communiquée,1,119 m,397 kWh/m²/an,3620271,,,,,,,,,,,,,,,,Simple vitrage,12 m,,,,15 m,Non,,Non,2,,,,Non,,,Non,,,,,,,,,,,Non,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7760/pottes/rbt72823,RBT72823,Maison à vendre,298000,,7760 Pottes,,Non,2021,A l’acte,3,150 m²,,,Non,Oui,Non,Non,Non,Non,Non,Oui,1,,2,Gaz,Non,Sud-ouest,3,3,Oui,,,780 m²,,,,Pas de risque d’inondation,Information non communiquée,1,49 m,77 kWh/m²/an,20220331508866,,,,,,,,,,,,,,,,,8 m,,,,14 m,Non,,Non,2,,,,Non,,,Non,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8530/harelbeke/rbt72822,RBT72822,Appartement à vendre,189000,,8530 Harelbeke,,Non,2019,Immédiatement,2,69 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,1,Gaz,Non,Sud-est,,10,,,Oui,,,,Oui,Pas de risque d’inondation,Information non communiquée,1,77 m,64 kWh/m²/an,34013-G-2015_165/EP12576/A001/D01/SD005,,,,14 m²,,,,,,,,,,,,Double vitrage,5 m,,,,5 m,Non,,Non,1,,,,Non,,,Non,,,,,,,,,,,Non,,,,,,,,,,,,,,,,"Zone, info non disponible",1,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8830/gits/rbt72821,RBT72821,Maison à vendre,745000,,8830 Gits,,Non,2022,A l’acte,3,164 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,2,Gaz,Non,Est,4,4,Oui,,Oui,808 m²,,,Non,Pas de risque d’inondation,Information non communiquée,1,41 m,14 kWh/m²/an,36006-G-OMV_2020157230/EP12576/A001/D01/SD001,,,,25 m²,,,,,,,,,,,,,8 m,,Oui,,20 m,Non,,Non,2,,,,Oui,,,Oui,,,,,,,,Oui,,,Oui,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Non,,,,,,,,,,,29
https://immovlan.be/fr/detail/maison/a-vendre/8580/avelgem/rbt72820,RBT72820,Maison à vendre,265000,,8580 Avelgem,,Non,,A l’acte,3,130 m²,,,Non,Oui,Non,Non,Non,Non,Non,,,,1,Electrique,Non,Nord-est,2,,Oui,,Oui,242 m²,,,Non,Pas de risque d’inondation,Information non communiquée,1,50 m,189 kWh/m²/an,3576934,,,,15 m²,,,,,,,,,,,,,5 m,,,,5 m,Non,,Non,2,,,,Non,,,Non,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1030/schaerbeek/vbc91773,VBC91773,Appartement à vendre,210000,rue waelhem 33,1030 Schaerbeek,Excellent,,1920,,2,67 m²,,,,,,,,,,,,1,,Gaz,Non,,2,,,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,209 kWh/m²/an,,,41,,,15 m²,10 m²,,,,,,,,,,,,,,,,Non,,,3,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1050/ixelles/vbc91772,VBC91772,Appartement à vendre,189000,Rue de l'Automne 16B,1050 Ixelles,Normal,Oui,1919,,1,50 m²,Non,,,,,,,,,,,1,,Gaz,Non,,2,,,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,513 kWh/m²/an,,,103,,9 m²,10 m²,,,,,,,,,,,Double vitrage,,,,,,Non,,,3,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/6010/couillet/vbc91771,VBC91771,Maison de maître à vendre,499000,,6010 Couillet,Normal,Non,,,4,335 m²,Non,40 m²,Oui,Oui,,,,,,Oui,1,,,Mazout,,,4,6,Oui,2500 m²,Oui,2734 m²,,,,Information non communiquée,Information non communiquée,2,,418 kWh/m²/an,,15/06/2035,62,,90 m²,23 m²,23 m²,19 m²,19 m²,,,,2,,Super équipée,16 m²,Double vitrage,,Oui,Oui,153645 kWh/an,,,,,,,,Oui,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5630/cerfontaine/vbc91770,VBC91770,Maison à vendre,125000,Rue de Senzeilles 22,5630 Cerfontaine,,Non,,,2,125000 m²,,,Non,Oui,Non,Non,Non,Non,Non,,,1,2,Mazout,,,2,,Oui,,Oui,,,,,Information non communiquée,Information non communiquée,1,,469 kWh/m²/an,20250616000634,16/06/2035,119,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6060/gilly/vbc91769,VBC91769,Maison à vendre,89000,,6060 Gilly,À rénover,,,,2,80 m²,,12 m²,Oui,Oui,,,,,,Oui,1,,,Gaz,,,2,,,,Oui,,,,,Information non communiquée,Information non communiquée,1,,434 kWh/m²/an,,,,,20 m²,17 m²,8 m²,,,,9 m²,11 m²,,21 m²,,17 m²,Double vitrage,,Oui,,40089 kWh/an,,,,,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9870/zulte/rbt72814,RBT72814,Maison à vendre,339000,Leeuwerikstraat 11,9870 Zulte,,Non,2009,A partir du : 01/02/2026,3,155 m²,,,Non,Oui,Non,Non,Non,Non,Non,,,,2,Gaz,Non,,3,,Oui,,Oui,410 m²,,,Non,Pas de risque d’inondation,Information non communiquée,,,176 kWh/m²/an,20250617-0003626977-RES-1,,,,,,,,,,,,,,,,,,,,,,Non,,Non,,,,,Non,,,Non,,,,,,,,,,,Non,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2275/poederlee/rbt72811,RBT72811,Maison à vendre,419000,Biezenhoek 60,2275 Poederlee,Normal,Non,1992,A l’acte,3,239 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,1,2,2,Gaz,Non,Sud-ouest,4,,Oui,,Oui,2145 m²,,"non, pas d'attestation",Non,Pas de risque d’inondation,Information non communiquée,1,90 m,194 kWh/m²/an,20250522-0003587169-RES-1,22/05/2035,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8500/courtrai/rbt72810,RBT72810,Appartement à vendre,285000,Jan Breydellaan 34 42,8500 Courtrai,,Non,,A l’acte,2,80 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,1,,Non,,,,,,Oui,,,,Non,Pas de risque d’inondation,Information non communiquée,1,,115 kWh/m²/an,20250423-0003549024-RES-1,,,,4 m²,,,,,,,,,,,,,,,,,,Non,,Non,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",4,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1982/elewijt/rbt72807,RBT72807,Duplex à vendre,410000,Tervuursesteenweg 631 4,1982 Elewijt,,Non,2008,,3,120 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,2,Non specifié,Oui,,,1,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,1,,164 kWh/m²/an,20250617-003625597-RES-1,,,,,,,,,,,,,,,,Double vitrage,,,,,,Non,,Non,2,,,,Non,,,Non,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",1,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1180/uccle/vbc91764,VBC91764,Maison à vendre,990000,,1180 Uccle,À rénover,Non,1975,A l’acte,4,264 m²,Non,23 m²,,Oui,,Oui,,,,Oui,1,,3,Gaz,Non,Est,3,2,Oui,160 m²,Oui,416 m²,,,Non,Pas de risque d’inondation,Information non communiquée,2,,,,,,,25 m²,19 m²,14 m²,13 m²,11 m²,,,,2,,Super équipée,10 m²,Double vitrage,7 m,Oui,,,7 m,Non,Non,,3,,,Oui,,Oui,28 m²,Oui,,Oui,,,,,,,,,Oui,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2382/poppel/rbt72805,RBT72805,Maison à vendre,249000,Dorp 74,2382 Poppel,À rénover,Non,1930,,5,228 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,,Non,,2,,Oui,,Oui,280 m²,,pas d'application,Non,Pas de risque d’inondation,Information non communiquée,,,1014 kWh/m²/an,20241128-0003461535-RES-1,28/11/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4101/jemeppe/vbc91762,VBC91762,Maison à vendre,225000,Rue Bois de Mont 192,4101 Jemeppe,Normal,Non,1936,A convenir,3,140 m²,,16 m²,Non,Non,Non,Non,Non,Non,Non,,,1,2,Gaz,,Nord-ouest,2,,Oui,150 m²,Oui,261 m²,,"oui, attestation non conforme",Non,Information non communiquée,Information non communiquée,1,,218 kWh/m²/an,20250618003511,,,,30 m²,16 m²,15 m²,13 m²,,,,,,,,15 m²,Double vitrage,4 m,,Non,,,,,,2,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2300/turnhout/rbt72803,RBT72803,Appartement à vendre,219000,Grimstedestraat 1 7,2300 Turnhout,Normal,Non,1955,A l’acte,1,58 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,1,Gaz,Non,Nord,2,,,,Oui,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,1,,169 kWh/m²/an,20230803-0002955792-RES-1,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",1,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8900/ieper/rbt72802,RBT72802,Maison à vendre,329000,Rubensdreef 13,8900 Ieper,,Non,1973,A l’acte,3,144 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,1,Gaz,Non,,2,,,,,560 m²,,,Non,Pas de risque d’inondation,Information non communiquée,1,30 m,383 kWh/m²/an,20250616-0003626082-RES-1,,,,,,,,,,,,,,,,Double vitrage,,,,,18 m,Non,,Non,,,,,Non,,,Non,,,,,,,,,,,Non,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6031/monceau-sur-sambre/vwd13936,VWD13936,Maison à vendre,175000,Rue Saint-Fiacre 94,6031 Monceau-sur-Sambre,Excellent,,,A convenir,4,131 m²,,35 m²,Oui,Oui,Non,,,Oui,Oui,,,,,Gaz,,,2,,,,Oui,100 m²,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1,,242 kWh/m²/an,20210203014948,,,,23 m²,17 m²,17 m²,12 m²,12 m²,,15 m²,20 m²,,,Equipée,11 m²,Double vitrage,,Oui,Non,31133 kWh/an,,,,Non,,Américaine,4 m²,Oui,,,,,,Oui,,Non,,Non,Non,Non,Non,,,,,,,Non,,,,,,,Oui,,,,,,165 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4042/liers/vbc91760,VBC91760,Maison à vendre,120000,Rue Provinciale 57,4042 Liers,,Non,,A l’acte,3,105 m²,,,Non,Oui,Non,Non,Non,Non,Non,,,,,Bois,,,2,,Oui,61 m²,Oui,167 m²,,"oui, attestation non conforme",Non,Information non communiquée,Information non communiquée,,,392 kWh/m²/an,20231024005408,,,,20 m²,,,,,,,,,,,,Double vitrage,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3140/keerbergen/rbt72794,RBT72794,Villa à vendre,779000,Nachtegalendreef 12,3140 Keerbergen,,Non,1998,A l’acte,5,293 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,2,Mazout,Non,Sud,4,,Oui,,Oui,3479 m²,,,Non,Pas de risque d’inondation,Information non communiquée,1,,131 kWh/m²/an,20250411-0003575878-RES-1,,,,,,,,,,,,,,,,,,,Oui,,,Non,,Non,2,,,,Non,,,Non,,,,,,,,Oui,,,Non,,,,,,,,,,,,,,,,Parc résidentiel,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1570/gammerages/rbt72793,RBT72793,Maison à vendre,330000,Tollembeekstraat 41,1570 Gammerages,,Non,1930,,3,,,,Non,Oui,Non,Non,Non,Non,Non,Oui,,,2,Gaz,Non,,4,4,Oui,,Oui,939 m²,,,Non,Pas de risque d’inondation,Information non communiquée,1,,518 kWh/m²/an,20211203-0002504054-RES-1,,,,,,,,,,,,,,,,Double vitrage,,,,,,Non,,Non,2,,,,Non,,,Non,,,,,,,,,,,Non,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2100/deurne/rbt72792,RBT72792,Appartement à vendre,249000,Ivan Maquinaylei 36,2100 Deurne,,Non,1964,A l’acte,1,85 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,1,,Non,Nord-est,,,Oui,,,,,,Non,Pas de risque d’inondation,Information non communiquée,1,25 m,0 kWh/m²/an,20230823-0002970405-RES-1,,,,,,,,,,,,,,,,,6 m,,,,6 m,Non,,Non,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",0,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1500/hal/rbt72790,RBT72790,Appartement à vendre,305000,Nijvelsesteenweg 8,1500 Hal,,Non,,,1,70 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,,Non specifié,Oui,,,,,,Oui,,,,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,6 m²,,,,,,,,,,,,Double vitrage,,,,,,Non,,Non,,,,,Non,,,Non,,,,,,,,Oui,,,Non,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",3,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4624/romsee/vbc91759,VBC91759,Maison à vendre,370000,Rue Colonel Piron 208,4624 Romsée,Normal,,1950,,4,180 m²,Non,16 m²,,Oui,,Oui,,,,Oui,,,2,Gaz,Non,,3,,Oui,175 m²,Oui,529 m²,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,1,,266 kWh/m²/an,,,49,,75 m²,26 m²,17 m²,13 m²,12 m²,,,,,,Equipée,14 m²,Double vitrage,,,,61500 kWh/an,,Non,,,1,Américaine,,,Non,,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1030/schaerbeek/vbc91758,VBC91758,Maison à vendre,790000,Rue des Mimosas 86,1030 Schaerbeek,Normal,Oui,1921,,5,200 m²,Non,,Oui,Oui,,Oui,,,,,,5,5,Gaz,Non,,2,,Oui,,Oui,158 m²,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,5,,249 kWh/m²/an,,,49,14 m²,,18 m²,16 m²,16 m²,16 m²,18 m²,,,,,Equipée,,Double vitrage,6 m,,,,6 m,Non,,,2,Américaine,,,Non,,,,,,,,,,,,,,,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,
