ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_habitable,Meublé,Surface_du_séjour,Salle_à_manger,Surface_salle_à_manger,Garage,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_détages_de_limmeuble,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Grenier,Surface_du_grenier,Surface_de_lades_salles_de_bain,Type_de_vitrage,Orientation_de_la_façade_du_bien,Orientation_de_la_terrasse,Raccordé_aux_égouts,Raccordé_à_leau_courante,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Caves,Nombre_de_Garages,Panneaux_solaires,Attestation__Installation_électrique__Validité,Véranda,Dressing,Buanderie,Local_vélo,Nombre_de_place_de_parking_intérieur,Porte_de_garage_motorisée,Clef_électronique,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,Alarme_antieffraction,HammamSaunaJacuzzi,Feu_ouvert,Nombre_de_places_de_parking_extérieur,Surface_de_la_terrasse,Surface_constructible,Raccordé_au_gaz_de_ville,Balcon,Référence_PEB,Attestation__Citernes_à_mazout,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Largeur_de_la_façade,Surface_du_dressing,Surface_du_garage,Largeur_du_terrain_à_rue,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout__Validité,Étage_de_lappartement,Orientation_du_jardin,Surface_du_bureau,Surface_des_caves,Surface_de_la_véranda,Possibilités_pour_profession_libérale,Compteur_Bihoraire,Maison_basse_énergie,Barbecue,Parlophone,Station_de_charge_électrique,Profondeur_du_terrain,Pompe_à_chaleur
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc36871,VBC36871,Maison à vendre,240000,Rue de Dinant 48,5580 Rochefort,À rénover,1874,A l’acte,5,17 m²,16 m²,18 m²,11 m²,14 m²,162 m²,Non,31 m²,,,Oui,,,19 m²,1,,2,Mazout,Non,Non,3,,Oui,,Oui,627 m²,Non,312 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,Non,Oui,,10 m²,Double vitrage,,,Oui,Oui,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,16 m,,,16 m,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/eprave/vbc39006,VBC39006,Maison à vendre,99000,Rue du Treux 18,5580 Éprave,À rénover,,A l’acte,3,14 m²,7 m²,12 m²,,,85 m²,Non,20 m²,,,Oui,,,13 m²,1,,1,,Non,Non,2,,Oui,,Oui,424 m²,,406 kWh/m²/an,,,Information non communiquée,Information non communiquée,Non,Oui,,6 m²,Double vitrage,,,Oui,Oui,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc38098,VBC38098,Maison à vendre,190000,,5580 Rochefort,À rénover,,,3,16 m²,15 m²,,,,136 m²,,15 m²,Oui,16 m²,Oui,Semi-équipée,Kitchenette,18 m²,1,,2,,Non,Non,2,2,Oui,,Oui,793 m²,,524 kWh/m²/an,8,"oui, attestation conforme",Information non communiquée,Information non communiquée,,Oui,66 m²,4 m²,,,,,,71022 kWh/an,13/02/2035,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 m²,,,,,,,Ouest,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5580/rochefort/vbc31311,VBC31311,Appartement à vendre,150000,Route de Marche 22D 11,5580 Rochefort,Normal,1976,,2,17 m²,15 m²,,,,106 m²,Non,37 m²,,,Oui,Equipée,Américaine,12 m²,1,1,1,Gaz,Non,Non,2,1,,,,,Non,163 kWh/m²/an,30,"oui, attestation non conforme",Risque moyen,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5580/rochefort/rwc38218,RWC38218,Villa à vendre,276550,,5580 Rochefort,Excellent,2025,A convenir,3,,,,,,996 m²,,,,,,Super équipée,Américaine,,1,,,Non specifié,,,4,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,Oui,,,,,,Oui,Oui,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,Oui,,,,,,,,,,,,,Oui,,,,,,,,Oui,Oui,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc28571,VBC28571,Maison à vendre,295000,Rue Reine Astrid 31,5580 Rochefort,Remis à neuf,1930,A l’acte,4,13 m²,13 m²,8 m²,49 m²,,152 m²,Non,32 m²,,,,Equipée,Américaine,14 m²,1,,1,Gaz,Non,Non,2,,Oui,,Oui,179 m²,Non,336 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,Oui,,7 m²,Double vitrage,,Ouest,Oui,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,6 m,,,6 m,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5580/rochefort/vbc25347,VBC25347,Appartement à vendre,220000,Rue des Tanneries 62,5580 Rochefort,Excellent,1980,A l’acte,2,15 m²,13 m²,,,,82 m²,Non,27 m²,,,,Equipée,Américaine,10 m²,1,,1,Electrique,Oui,Non,2,,,,,,,365 kWh/m²/an,94,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,6 m²,Double vitrage,,,Oui,Oui,36070 kWh/an,13/01/2035,Oui,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,9 m²,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5580/villers-sur-lesse/vbb77620,VBB77620,Villa à vendre,350000,Rue du Rovia 4,5580 Villers-sur-Lesse,Normal,1980,A l’acte,4,15 m²,13 m²,13 m²,12 m²,,185 m²,Non,35 m²,,,Oui,Equipée,Américaine,18 m²,1,,1,Mazout,Non,Non,4,,Oui,,Oui,1495 m²,Non,453 kWh/m²/an,,,Information non communiquée,Information non communiquée,Non,Oui,,,Double vitrage,Est,Ouest,Non,Oui,,,Oui,2,,,,,,,,,,,,Oui,,,,,,,,,,,,Non,,,16 m,,,16 m,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbc03063,VBC03063,Maison à vendre,390000,Rue de la Martinette 5,5580 Rochefort,Excellent,2020,A l’acte,3,12 m²,14 m²,9 m²,,,,Non,50 m²,,,,,,,2,,2,,Non,,4,,Oui,,Oui,638 m²,Non,83 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,Oui,,4 m²,Double vitrage,,,Oui,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Non,,,,,,,,,Oui,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/5580/rochefort/vbb96479,VBB96479,Penthouse à vendre,119000,Rue de Morges 2 /1.1 appart 3.1,5580 Rochefort,À rénover,,,1,,,,,,82 m²,Non,,,,,,,,1,,,Gaz,Non,Non,,,,,,,,289 kWh/m²/an,,pas d'application,Pas de risque d’inondation,Information non communiquée,,Non,,6 m²,Double vitrage,Nord,,,,23548 kWh/an,22/02/2029,Non,,,,Non,,,,,,,,,,,,,,,,,,,20190222003160,,,,Non,,,,,,Non,,,2,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/5580/lavaux-sainte-anne/vbb88384,VBB88384,Chalet à vendre,160000,Rue du Froidlieu 14,5580 Lavaux-Sainte-Anne,Normal,,Immédiatement,2,17 m²,10 m²,,,,97 m²,Non,26 m²,Oui,18 m²,Oui,Equipée,Américaine,8 m²,1,1,1,,Non,Non,4,1,Oui,,Oui,378 m²,Non,692 kWh/m²/an,177,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,,,,,,Sud,Non,Oui,76477 kWh/an,27/02/2032,,2,,,Oui,,,,,,,,,,,,,,1,35 m²,,,,,,Non,,,14 m,,,14 m,Oui,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5580/rochefort/vbb76951,VBB76951,Immeuble mixte à vendre,210000,Rue de Behogne 52,5580 Rochefort,Normal,1899,A l’acte,4,16 m²,17 m²,13 m²,11 m²,,184 m²,Non,14 m²,,,,Equipée,Américaine,16 m²,2,,2,Gaz,Non,Non,2,,Oui,,Oui,632 m²,,313 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,Oui,,15 m²,Double vitrage,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,2,,,Oui,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbb85427,VBB85427,Maison à vendre,149000,Rue de la Lhomme 1 C1,5580 Rochefort,À rénover,1957,A l’acte,4,14 m²,19 m²,15 m²,14 m²,,306 m²,Non,42 m²,Oui,37 m²,Oui,,Indépendante,11 m²,2,2,4,Mazout,Non,Non,3,3,,,Oui,301 m²,Non,252 kWh/m²/an,62,"oui, attestation non conforme",Risque élevé,Information non communiquée,Non,,,,Double vitrage,,,,,96570 kWh/an,,Oui,1,,,,,,,,,,,,,,,,,,16 m²,,,,,,,,,,,20 m²,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/rochefort/vbb62502,VBB62502,Maison à vendre,549000,Rue des Pairées 7,5580 Rochefort,Normal,1740,A convenir,8,,,,,,509 m²,Non,,Non,,Oui,,,,1,5,,Non specifié,Non,,4,3,Oui,3160 m²,Oui,3681 m²,,548 kWh/m²/an,13239,"non, pas d'attestation",Risque moyen,Information non communiquée,Non,Non,,,,Nord-ouest,,,Oui,46432 kWh/an,,Non,2,,,Non,Non,Non,Non,,,,,,,,,,,10,44 m²,521 m²,,,20240825008668,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5580/jemelle/vba63511,VBA63511,Maison à vendre,65000,Avenue de Ninove 7,5580 Jemelle,À rénover,,A l’acte,5,18 m²,14 m²,12 m²,17 m²,14 m²,134 m²,Non,,Oui,14 m²,,,,11 m²,,1,2,,,,3,3,Non,,Non,88 m²,,375 kWh/m²/an,94,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,Oui,,,Double vitrage,Sud-ouest,,Oui,Oui,69126 kWh/an,30/05/2031,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,3 m,,,3 m,,,,,,,,,,,,,,,,13 m,
https://immovlan.be/fr/detail/appartement/a-vendre/5580/rochefort/vbc22265,VBC22265,Appartement à vendre,335000,Place Roi Albert Ier 14,5580 Rochefort,,,,3,,,,,,164 m²,Non,59 m²,Non,,,,,,,1,2,Mazout,Oui,,2,2,,,Oui,,,326 kWh/m²/an,,pas d'application,Information non communiquée,Information non communiquée,Non,Oui,,,,Est,,,Oui,,10/01/2035,Non,,,,Non,Non,Non,Non,,,,,,,,,,,,50 m²,,,,20250110002912,,,,,,,,,,,,,2,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/5580/rochefort/vbc22263,VBC22263,Penthouse à vendre,335000,Place Roi Albert Ier 14,5580 Rochefort,,,,3,,,,,,164 m²,Non,59 m²,Non,,,,,,,1,2,Mazout,Oui,,2,2,,,Oui,,,326 kWh/m²/an,,pas d'application,Information non communiquée,Information non communiquée,Non,Oui,,,,Est,,,Oui,,10/01/2035,Non,,,,Non,Non,Non,Non,,,,,,,,,,,,50 m²,,,,20250110002912,,,,,,,,,,,,,2,,,,,,,,,,,,
