ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Terrasse_aménagée,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Balcon,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Référence_PEB,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Etat_du_bien,Disponibilité_du_bien,Meublé,Équipement_de_la_cuisine,Jardin,Attestation__Installation_électrique,Attestation__Asbuilt,Possibilités_pour_profession_libérale,Surface_totale,Station_de_charge_électrique,Type_de_cuisine,Adoucisseur_deau,Maison_basse_énergie,Panneaux_solaires,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Domotique,Parlophone,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Attestation__Citernes_à_mazout,Nombre_de_place_de_parking_intérieur,Porte_de_garage_motorisée,Orientation_du_jardin,Date_de_validité_PEB,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Citerne_à_eau_de_pluie,Permis_de_bâtir_obtenu,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_séjour,Surface_salle_à_manger,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Surface_du_jardin,Surface_de_la_terrasse,Orientation_de_la_terrasse,Conso_annuelle_totale_dénergie_primaire,Emission_de_CO2,Espace_ouvert_sensible_à_leau__WORG,Nombre_de_douches,Surface_constructible,Étage_de_lappartement,Niveau_E,Surface_du_garage,Surface_du_bureau,Surface_du_grenier,Panneaux_solaires_thermiques,Appartement_de_service,Attestation__Installation_électrique__Validité,Surface_de_la_véranda,Niveau_K,Surface_des_caves,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbs68915,RBS68915,Appartement à vendre,229000,Heidebloemstraat 289 6,9100 Sint-Niklaas,Non,1980,2,105 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,1,Gaz,,,,Oui,,Est,3,,,,,,,,,,152 kWh/m²/an,1934531-RES-2,,,Pas de risque d’inondation,Information non communiquée,,,A convenir,Non,,,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,04/12/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbs64936,RBS64936,Appartement à vendre,249000,Kuildamstraat 2A 0208,9100 Sint-Niklaas,,2016,1,75 m²,,,,,,,,Oui,1,1,1,,,,,Oui,,,2,,2,,Oui,,,,,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,,Normal,A l’acte,Non,Super équipée,Non,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Oui,,,,,,,,,,,10 m²,,,,,,,2,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbs64780,RBS64780,Appartement à vendre,169000,Antwerpsesteenweg 32,9100 Sint-Niklaas,Non,2024,1,44 m²,,,,,,,,,,1,1,Gaz,Double vitrage,,,Oui,Oui,,2,9 m,,,Oui,,,9 m,,Non,80 kWh/m²/an,,Non,,Information non communiquée,Information non communiquée,,Nouveau,A l’acte,Non,,Oui,"oui, attestation conforme",,,,,,,,,,,,,,,,,,Oui,Oui,Oui,,,,,,Oui,,,,,,Oui,12 m²,,,,,,,,,,,Nord-ouest,40 kWh/an,,,,,4,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rwc38478,RWC38478,Maison à vendre,459000,Heimolenstraat 64,9100 Sint-Niklaas,Non,,4,182 m²,Non,Oui,Non,,,Oui,Oui,Oui,,2,,Gaz,,,,,,,3,7 m,,,Oui,540 m²,,,,,383 kWh/m²/an,1984071,,,Pas de risque d’inondation,Information non communiquée,Non,Excellent,A l’acte,,Equipée,Oui,"oui, attestation conforme",,Oui,,,Indépendante,,,Oui,,,Oui,,Oui,,,,,Oui,Oui,Oui,,,,,,,,,,,,,26 m²,22 m²,14 m²,18 m²,,40 m²,,16 m²,,358 m²,24 m²,,,,,,,,,,,34 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbs61047,RBS61047,Maison à vendre,199000,Plezantstraat 342,9100 Sint-Niklaas,,1936,3,147 m²,,,,,,,,,,1,1,Gaz,,,,Non,,Sud-ouest,2,5 m,,,Non,311 m²,62 m,,,,787 kWh/m²/an,20210823-0002455014-RES-1,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,À rénover,Immédiatement,Non,Semi-équipée,Oui,pas d'application,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,Non,,,,,,Oui,,,,,,24 m²,,,,181 m²,,,,,,,88 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbs60990,RBS60990,Maison à vendre,539232,Wegvoeringsstraat 90,9100 Sint-Niklaas,,2025,5,213 m²,,Oui,,,,,,,,1,1,,,,,Non,,,3,,2,1,Non,295 m²,,,,,19 kWh/m²/an,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Nouveau,,Non,,Oui,"oui, attestation conforme",Non,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Oui,,,,,,40 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rwc38370,RWC38370,Maison à vendre,370550,,9100 Sint-Niklaas,,2025,3,358 m²,,,,,,,,,,1,,Non specifié,,,,,,,3,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,Excellent,A convenir,,Super équipée,Oui,,,,,,Américaine,,Oui,Oui,Oui,,Oui,,,,,,,Oui,Oui,Oui,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbs58112,RBS58112,Maison à vendre,365000,Rolliersstraat 58,9100 Sint-Niklaas,,,5,300 m²,,,,,Oui,,,Oui,1,1,2,,,,,,,,,,,,Oui,105 m²,,,,,190 kWh/m²/an,,,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,Remis à neuf,,,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbs17322,RBS17322,Appartement à vendre,190000,Kasteelstraat 45,9100 Sint-Niklaas,,,2,85 m²,,,,,,,,Oui,1,1,1,,,,,Oui,,,2,,,,Oui,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Normal,,Non,Semi-équipée,Non,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,30 m²,,,,,5 m²,,,,,,,0,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbs23793,RBS23793,Appartement à vendre,315000,Plezantstraat 104 3,9100 Sint-Niklaas,,,2,90 m²,,,,,,,,,,1,1,Non specifié,Double vitrage,Non,Non,Oui,Non,,,,,,Oui,,,,Non,,275 kWh/m²/an,20250129-0002755273-RES-2,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non,,A l’acte,,Equipée,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,Non,,,,,,Oui,,,,,,,,,,,11 m²,,,,,,,3,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbs16685,RBS16685,Maison à vendre,289000,Begijnenstraat 24,9100 Sint-Niklaas,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276 kWh/an,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbs10846,RBS10846,Appartement à vendre,335000,Vlyminckshoek 64,9100 Sint-Niklaas,,2023,2,136 m²,,,,,,,,,,2,,Non specifié,Double vitrage,Non,Non,Oui,Non,,,,,1,Oui,,,,Non,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Non,,A l’acte,,Equipée,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Oui,,,,,,,,,,,,,,,,,,0,19,,,,,,,,0,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbr99289,RBR99289,Maison à vendre,339000,Landbouwersstraat 27,9100 Sint-Niklaas,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93 kWh/an,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbr53388,RBR53388,Maison à vendre,379000,Prins Boudewijnlaan 80,9100 Sint-Niklaas,,,3,155 m²,,Oui,,,,,,Oui,1,1,2,Electrique,,,,Non,,Sud,3,,,8,Oui,325 m²,33 m,,,,211 kWh/m²/an,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Normal,,Non,Super équipée,Oui,"oui, attestation conforme",,,,,,,,,,Oui,,,,,,,,,,,,,,,,Non,,,,,,Oui,,,,,,37 m²,,,,175 m²,30 m²,,,,,1,100 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbr11321,RBR11321,Maison à vendre,720000,Galgstraat 92 B,9100 Sint-Niklaas,,2024,3,206 m²,,,,,,,,Oui,1,1,2,,,,,Non,,Est,,7 m,,,Oui,704 m²,,,,,10 kWh/m²/an,,Non,,Pas de risque d’inondation,Information non communiquée,,Nouveau,,Non,Super équipée,Oui,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,Oui,,,,,,50 m²,,,,,23 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbr11320,RBR11320,Maison à vendre,720000,Galgstraat 92 A,9100 Sint-Niklaas,,2024,3,205 m²,,,,,,,,Oui,1,1,2,,,,,Non,,Est,,,,,Oui,764 m²,,,,,10 kWh/m²/an,,Non,,Pas de risque d’inondation,Information non communiquée,,Nouveau,,Non,Super équipée,Oui,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,Oui,,,,,,52 m²,,,,,25 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbr02341,RBR02341,Appartement à vendre,179000,Koningin Fabiolapark 377,9100 Sint-Niklaas,,,3,105 m²,,,,,,,,,,1,1,Gaz,,,,Oui,,,2,,,,Oui,,,,,,167 kWh/m²/an,20240922-0003381603-RES-1,,,Information non communiquée,Information non communiquée,,Normal,,Non,Semi-équipée,Non,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,22/09/2034,,,,,,,,,,,,,34 m²,,,,,14 m²,,,,,,,12,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbq79281,RBQ79281,Appartement à vendre,335000,Vijfstraten 2 202,9100 Sint-Niklaas,,2022,3,146 m²,,,,,,,,,,2,,Gaz,,,,Non,,Est,2,,,,Oui,,,,,,,,Oui,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Nouveau,A l’acte,Non,Super équipée,Non,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,Oui,,,,,,38 m²,,,,,10 m²,,,,,,,2,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbq79279,RBQ79279,Appartement à vendre,355000,Vijfstraten 2 201,9100 Sint-Niklaas,,2022,3,158 m²,,,,,,,,,,2,2,Gaz,,,,Non,,Est,2,,,,Oui,,,,,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Nouveau,A l’acte,Non,Super équipée,Non,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Oui,,,,,,38 m²,,,,,9 m²,,,,,,,2,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbp33041,RBP33041,Maison à vendre,225000,Oude Molenstraat 150,9100 Sint-Niklaas,,1935,4,130 m²,,,,,,,,,,1,2,Gaz,Double vitrage,,,Non,Non,Sud-ouest,2,,2,,Oui,92 m²,,,,Non,249 kWh/m²/an,,Non,,Information non communiquée,Information non communiquée,,Normal,,Non,Semi-équipée,Oui,"oui, attestation conforme",,,,,Kitchenette,,,,,,,,,,,,,,Oui,Oui,,,,,09/08/2031,,,,,,,,,,,,,,,,,,34 m²,,,,,1,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbo55108,RBO55108,Maison à vendre,329000,Damstraat 79,9100 Sint-Niklaas,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690 kWh/an,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rwc34818,RWC34818,Maison à vendre,378000,,9100 Sint-Niklaas,Non,,3,126 m²,,Oui,,,,Oui,Oui,Oui,,1,,Gaz,Double vitrage,,,,,,3,,,,Oui,238 m²,,,,,161 kWh/m²/an,3170645,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,A l’acte,,Equipée,Oui,"oui, attestation conforme",,,,,Indépendante,,,,Non,Non,Oui,,,,,,,Oui,Oui,Oui,,1,,,,,,,,,,,20 m²,16 m²,15 m²,,,38 m²,,16 m²,,104 m²,30 m²,,,,,,,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9100/sint-niklaas/rbl81024,RBL81024,Appartement à vendre,235000,,9100 Sint-Niklaas,,1952,2,74 m²,,,,,,,,,,1,1,Gaz,Double vitrage,,,,,,2,,3,,Oui,,,,,,167 kWh/m²/an,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Excellent,,,,Oui,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,Oui,Oui,,,,Sud,,,,,,,,Oui,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9100/sint-niklaas/rbs59500,RBS59500,Maison à vendre,215000,Aerschotstraat 73,9100 Sint-Niklaas,Non,,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/kallo/rbt62762,RBT62762,Maison à vendre,599000,Hoog-Kallostraat 2,9120 Kallo,,1979,4,335 m²,Oui,Oui,Non,,,,,Oui,1,1,,Bois,Double vitrage,,,Non,Non,,,,,1,,660 m²,,,,,265 kWh/m²/an,20250306-0003546148-RES-1,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,Oui,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,06/03/2035,Non,,,,,,,,,,,,,,,7 m²,,,,,,,,,,,57 m²,,54 m²,,,,,,126 m²,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/kallo/rbt48229,RBT48229,Maison à vendre,425000,Fabriekstraat 118,9120 Kallo,Non,2014,3,186 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,1,2,,,,,Non,,Est,3,7 m,,2,Oui,,,,,,117 kWh/m²/an,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Normal,A l’acte,Non,,Oui,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 m²,,,,220 m²,20 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/kallo/rbt46842,RBT46842,Maison à vendre,499000,Sint-Ignatiusstraat 56,9120 Kallo,Non,2008,4,,Non,Oui,Non,Non,Non,Non,Non,Oui,,2,2,Gaz,,,,,,,,,,3,Oui,341 m²,,,,,63 kWh/m²/an,20250522-0002930267-RES-2,Non,,Pas de risque d’inondation,Information non communiquée,,Normal,A l’acte,,,Oui,,,,,,,,,Oui,,,,,,,,,,Oui,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/kallo/rbt35920,RBT35920,Appartement à vendre,345000,Hoog-Kallostraat 56 001,9120 Kallo,,2018,3,110 m²,Non,Non,Non,,,,,,,2,,Electrique,Triple vitrage,,,Oui,Non,,,,,,Oui,,,,,,,46003-G-2014/698/EP16263/A001/D02/SD003,,,Pas de risque d’inondation,Information non communiquée,Non,Normal,,,,,"non, pas d'attestation",,,,,,,,,Oui,,,,,,,,,,,,,,,,01/02/2028,Non,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/9120/beveren/rbt69970,RBT69970,Penthouse à vendre,325000,Ter Gaeverlaan 5 V1,9120 Beveren,Non,1961,3,93 m²,Non,Non,Non,Non,Non,Non,Non,,,2,2,Non specifié,,,,Non,,Ouest,3,7 m,2,,Oui,,25 m,,,,188 kWh/m²/an,20211022-0002482916,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Normal,A l’acte,Non,Super équipée,,"oui, attestation conforme",,,,,,,,Oui,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,35 m²,,,,,6 m²,,,,,,93 m²,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt69969,RBT69969,Appartement à vendre,325000,Ter Gaeverlaan 5 V1,9120 Beveren,,1961,3,93 m²,,,,,,,,,,2,2,Non specifié,,,,Non,,Ouest,3,7 m,2,,Oui,,25 m,,,,188 kWh/m²/an,20211022-0002482916,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Normal,A l’acte,Non,Super équipée,Non,"oui, attestation conforme",,,,,,,,Oui,,,,,,,,,,,Oui,Oui,,,,,,Oui,,,,,,Non,,,,,,35 m²,,,,,6 m²,,,,,,93 m²,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/9120/beveren/rbt69968,RBT69968,Duplex à vendre,325000,Ter Gaeverlaan 5 V1,9120 Beveren,Non,1961,3,93 m²,Non,Non,Non,Non,Non,Non,Non,,,2,2,Non specifié,,,,Non,,Ouest,3,7 m,2,,Oui,,25 m,,,,188 kWh/m²/an,20211022-0002482916,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Normal,A l’acte,Non,,,"oui, attestation conforme",,,,,,,,Oui,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,35 m²,,,,,6 m²,,,,,,93 m²,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/vrasene/rbt69013,RBT69013,Appartement à vendre,320000,Puchelstraat 2 105,9120 Vrasene,,2022,2,83 m²,,,,,,,,Oui,,1,1,,,,,Non,,,2,,3,1,Oui,,,,,,22 kWh/m²/an,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Nouveau,A l’acte,Non,Super équipée,Non,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Oui,,,,,,35 m²,,,,,7 m²,,,,,,,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/vrasene/rbt69014,RBT69014,Appartement à vendre,320000,Puchelstraat 2 105,9120 Vrasene,Non,2022,2,83 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,1,1,,,,,Non,,,2,,3,1,Oui,,,,,,22 kWh/m²/an,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Nouveau,A l’acte,Non,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 m²,,,,,7 m²,,,,,,,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt68563,RBT68563,Appartement à vendre,310000,Grote Markt 32 31,9120 Beveren,Non,2001,1,86 m²,Non,Non,Non,Non,Non,Non,Non,Oui,2,1,1,Gaz,,,,Oui,,Nord-ouest,,,,,Oui,,,,,,236 kWh/m²/an,3532527-RES-1,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Normal,A l’acte,Non,,,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,18/02/2035,,,,,,,,,,,,,21 m²,,,,,,,,,,,590 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt45400,RBT45400,Appartement à vendre,289000,Verlatdreef 1 1,9120 Beveren,Non,1991,3,,Non,Non,Non,Non,Non,Non,Non,,,1,1,Electrique,,,,Oui,,Sud,3,28 m,,,Oui,,,,,,321 kWh/m²/an,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,A l’acte,Non,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420 m²,7,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbt33143,RBT33143,Maison à vendre,289000,,9120 Beveren,,,2,98 m²,,,,,,,,,,1,1,Gaz,Double vitrage,,,,,,2,,,,,445 m²,,,,,116 kWh/m²/an,20240513-0003237323-RES-3,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Excellent,,,,Oui,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,Oui,Oui,,,,Est,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs87783,RBS87783,Appartement à vendre,266000,Victoriestraat 12,9120 Beveren,,,1,68 m²,,,,,,,,,,,,,Double vitrage,,,Oui,,,,,3,1,Oui,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,Nouveau,,,,Oui,"non, pas d'attestation",,,,,,,,Oui,,Oui,,,Oui,,,,,,,Oui,,,,Sud-est,,,,,,,,,,,,,,,,,,40 m²,,,,,,,,0,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs87780,RBS87780,Appartement à vendre,300000,Victoriestraat 12,9120 Beveren,,,2,90 m²,,,,,,,,,,,,,Double vitrage,,,Oui,,,,,3,1,Oui,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,Nouveau,,,,Oui,"non, pas d'attestation",,,,,,,,Oui,,Oui,,,Oui,,,,,,,Oui,,,,Ouest,,,,,,,,Oui,,,,,,,,,,,8 m²,,,,,,,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs87778,RBS87778,Appartement à vendre,334000,Victoriestraat 12,9120 Beveren,,,3,107 m²,,,,,,,,,,,,,Double vitrage,,,Oui,,,,,3,1,Oui,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,Nouveau,,,,Oui,"non, pas d'attestation",,,,,,,,Oui,,Oui,,,Oui,,,,,,,Oui,,,,Sud,,,,,,,,Oui,,,,,,,,,,,9 m²,,,,,,,2,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbf04105,RBF04105,Appartement à vendre,299000,,9120 Beveren,Non,2023,2,83 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,,Double vitrage,,,Oui,,,2,,3,1,Oui,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Nouveau,,,,Oui,"oui, attestation conforme",,,,,,,,Oui,,Oui,,,Oui,,,,,,,Oui,,,,Ouest,,,,,,,,Oui,,,,,,,,,,,13 m²,,,,,,,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbk31833,RBK31833,Appartement à vendre,299000,,9120 Beveren,Non,2023,2,83 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,,Double vitrage,,,Oui,,,2,,3,1,Oui,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Nouveau,,,,Oui,"oui, attestation conforme",,,,,,,,Oui,,Oui,,,Oui,,,,,,,Oui,,,,Ouest,,,,,,,,Oui,,,,,,,,,,,13 m²,,,,,,,1,,,,,,,,,,,,,
