ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Type_de_chauffage,Pompe_à_chaleur,Ascenseur,Nombre_de_places_de_parking_extérieur,Jardin,Surface_totale_du_terrain,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Disponibilité_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_du_séjour,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_vitrage,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_du_jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Panneaux_solaires,Air_conditionné,Alarme_antieffraction,Balcon,Référence_PEB,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Étage_de_lappartement,Surface_constructible,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Surface_chambre_à_coucher_4,Feu_ouvert,Citerne_à_eau_de_pluie,Conso_annuelle_totale_dénergie_primaire,Espace_ouvert_sensible_à_leau__WORG,Surface_totale,Porte_de_garage_motorisée,Station_de_charge_électrique,Chauffage_au_sol,Domotique,Parlophone,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Attestation__Citernes_à_mazout,Niveau_E,Surface_de_lades_salles_de_bain,Maison_basse_énergie,Compteur_Bihoraire,Profondeur_du_terrain,Attestation__Asbuilt,Surface_du_bureau,Possibilités_pour_profession_libérale,Adoucisseur_deau,Panneaux_solaires_thermiques,Surface_du_grenier,Niveau_K,Surface_de_la_véranda,Surface_du_garage,Surface_des_caves,Porte_daccès_sécurisée,Surface_salle_à_manger,Clef_électronique,Attestation__Installation_électrique__Validité,Attestation__Citernes_à_mazout__Validité,Surface_chambre_à_coucher_5,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Surface_du_dressing,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/maison/a-vendre/7070/le-roeulx/vbc92049,VBC92049,Maison à vendre,105000,Rue Courte 8,7070 Le Roeulx,,Non,2,100 m²,,Non,,Non,Non,Non,Non,Non,Gaz,,,,Oui,150 m²,,,,Information non communiquée,Information non communiquée,,,,,,29 m²,,,,,,1,,,,,3,,,26 m²,,Oui,19 m²,,,,,,,381 kWh/m²/an,,69,,,,,,,,,,,20241007018486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7060/soignies/vbc92048,VBC92048,Appartement à vendre,225000,Rempart du Vieux Cimetière 36/2,7060 Soignies,,Non,2,118 m²,,Non,,Non,Non,Non,Non,Non,Gaz,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,44 m²,,,,,1,,,,,,3,,,,,Oui,8 m²,,,,,,,186 kWh/m²/an,,34,,,,,,,,,,,20250215000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7060/soignies/vbc92047,VBC92047,Appartement à vendre,195000,Rempart du Vieux Cimetière 36/1,7060 Soignies,,Non,2,91 m²,,Non,,Non,Non,Non,Non,Non,Gaz,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,44 m²,,,,,1,,,,,,3,,,,,Oui,7 m²,,,,,,,216 kWh/m²/an,,40,,,,,,,,,,,2025021500243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7060/soignies/vbc92046,VBC92046,Appartement à vendre,399000,Rempart du Vieux Cimetière 36,7060 Soignies,,Non,3,210 m²,,Non,,Non,Non,Non,Non,Non,Gaz,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,88 m²,,,,,2,,,,,,3,,,,,Oui,15 m²,,,,,,,186 kWh/m²/an,,34,,,,,,,,,,,20250215000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7060/soignies/vbc92045,VBC92045,Maison à vendre,129000,Chaussée du Roeulx 231,7060 Soignies,,Non,2,101 m²,,Non,,Non,Non,Non,Non,Non,Gaz,,,,,135 m²,,,,Information non communiquée,Information non communiquée,,,,,,31 m²,,,,,1,,,,,Est,2,,,,,Oui,10 m²,,,,,,,684 kWh/m²/an,,334,,,,,,,,,,,20250122032423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6150/anderlues/vbc92044,VBC92044,Villa à vendre,175000,Rue de Limage 2 A,6150 Anderlues,,Non,2,113 m²,,Non,,Non,Non,Non,Non,Non,Mazout,,,2,Oui,400 m²,,,,Information non communiquée,Information non communiquée,,,,,,24 m²,,,,,1,,,,,,4,,,286 m²,,,,,,,,,,568 kWh/m²/an,,,,,,,,,,,,,20190407001113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/7060/horrues/vbc92043,VBC92043,Fermette à vendre,399000,Rue de l'Aire 114,7060 Horrues,,Non,3,190 m²,,Non,,Non,Non,Non,Non,Non,Mazout,,,4,,1360 m²,,,,Information non communiquée,Information non communiquée,,,,,,,Oui,2,,,1,,,,,,4,,,,,Oui,15 m²,,,,,,,339 kWh/m²/an,,84,,,,,,,,,,,20241206005957,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7190/ecaussinnes/vbc92042,VBC92042,Maison à vendre,395000,Grand Place 5,7190 Ecaussinnes,,Non,4,350 m²,,Non,,Non,Non,Non,Non,Non,Mazout,,,,Oui,250 m²,,,,Information non communiquée,Information non communiquée,,,,,,36 m²,,,,,2,,,,,,4,,,35 m²,,Oui,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2400/mol/rwc39956,RWC39956,Maison à vendre,247000,Colburnlei 46,2400 Mol,À rénover,,4,142 m²,,Oui,Oui,,,,,,Bois,Non,,2,Oui,,pas d'application,,,Information non communiquée,Information non communiquée,1931,,,,,,Oui,,,,1,,,,,,,,,620 m²,Sud,Oui,100 m²,Sud,,,,,,731 kWh/m²/an,,,,,,,,,,Non,,,,,,,1,,,,,,,,,Non,,,,,,,,pas d'application,,,Non,,,,,,,,50 m²,,,16 m²,16 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1090/jette/vbc92040,VBC92040,Appartement à vendre,199000,,1090 Jette,,Non,1,190 m²,,Non,,Non,Non,Non,Non,Non,Gaz,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,30 m²,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2870/puurs/rbt73285,RBT73285,Maison à vendre,349000,Palingstraat 91,2870 Puurs,,Non,4,201 m²,Non,Non,,Non,Non,Non,Non,Non,,,Non,,Oui,120 m²,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1959,,,,,30 m²,,,,,2,,2,,,Nord-ouest,2,6 m,2,,,Oui,25 m²,,,,,,,229 kWh/m²/an,,,,,,,,,,,,,20240903-0003357448-RES-1,,,69 m²,,,,,,,,,,,,,,,,,,,,,,,20 m,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1090/jette/vbc92039,VBC92039,Appartement à vendre,269000,Av. Carton de Wiart 95,1090 Jette,Normal,Non,2,90 m²,Non,Oui,,,,,Oui,,,,Oui,,,,"non, pas d'attestation",,,Information non communiquée,Information non communiquée,1995,A l’acte,13 m²,11 m²,,28 m²,,,Equipée,10 m²,1,,1,Double vitrage,Non,,2,,5,,,,,,,,Oui,,,124 kWh/m²/an,,24,,,,,,,,,,,,,2,,,Américaine,,,,11145 kWh/an,,,,,,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/rbt73284,RBT73284,Maison à vendre,325000,Langestraat 75,1790 Affligem,À rénover,,3,124 m²,Non,,,,Oui,,,,Gaz,,,,Oui,370 m²,"oui, attestation non conforme",Non,,Risque élevé,Information non communiquée,1900,A l’acte,18 m²,16 m²,12 m²,18 m²,,,Equipée,5 m²,1,,1,Double vitrage,,,3,10 m,,295 m²,,Oui,14 m²,,10 m,Oui,Oui,Oui,,386 kWh/m²/an,12/06/2035,,Oui,Non,,,,,,,,,,,,,,Américaine,,,,,Non,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,14 m²,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1540/herne/rbt73283,RBT73283,Appartement à vendre,225000,Patriotsesteenweg 124D,1540 Herne,À rénover,Non,2,80 m²,Non,,,,Oui,,,,,,Non,1,,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,1949,A l’acte,9 m²,9 m²,,22 m²,Oui,1,Semi-équipée,10 m²,1,1,1,Double vitrage,,Est,,7 m,1,,,Oui,17 m²,,7 m,Oui,Oui,Oui,,351 kWh/m²/an,24/09/2032,6250,,,,,,,,,,,,,1,,1,Kitchenette,,,,,Non,,,,,,Oui,,,,,,,7 m²,,,,,,,,,,,,,,,18 m²,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/1160/auderghem/vbc92036,VBC92036,Studio à vendre,188000,Avenue Thomas Frissen 2,1160 Auderghem,Excellent,,0,34 m²,Non,,,,,,,,Gaz,,Oui,,,,"non, pas d'attestation",,,Information non communiquée,Information non communiquée,1962,Immédiatement,,,,20 m²,,,,,1,1,1,Double vitrage,Oui,,2,,7,,,Oui,8 m²,,,Oui,Oui,Oui,,527 kWh/m²/an,,72,,,,,,,,,,,,,0,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/2230/herselt/rbt73282,RBT73282,Chalet à vendre,159000,Langdonkenstraat 26,2230 Herselt,Remis à neuf,,1,65 m²,,Oui,,Oui,,,,,Gaz,,,1,Oui,732 m²,"oui, attestation conforme",Non,,Information non communiquée,Information non communiquée,1984,Immédiatement,,,,,Oui,1,Super équipée,,1,,,Double vitrage,Oui,,4,,,,,Oui,,,,Oui,Oui,Oui,,288 kWh/m²/an,14/04/2035,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1300/wavre/vbc92032,VBC92032,Appartement à vendre,260000,rue de l'Hotel 6,1300 Wavre,Normal,Oui,2,74 m²,Non,,,,,,,,Gaz,,Non,,,,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,,,15 m²,10 m²,,33 m²,Oui,,Super équipée,,1,,1,Double vitrage,Non,,,,3,,,,,,,,Oui,Oui,,312 kWh/m²/an,04/08/2032,58,,,,,,,,,,,,,1,,1,,,,,25961 kWh/an,,,,,,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6440/vergnies/vbc92030,VBC92030,Maison à vendre,55000,Parc Résidentiel Le Cul de Cheval 44,6440 Vergnies,À rénover,Non,2,,Non,Non,,Non,Non,Non,Non,Non,Bois,,,2,,295 m²,,Non,,Information non communiquée,Information non communiquée,,A l’acte,,,,,,,,,,1,2,,,,4,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1340/ottignies/vbc92029,VBC92029,Maison à vendre,450000,,1340 Ottignies,Normal,Non,4,150 m²,Non,Non,,Non,Non,Non,Non,Non,Gaz,,Non,,Oui,516 m²,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,2006,A l’acte,,,,33 m²,Oui,1,,,1,,2,,,Sud,3,,2,,,Oui,24 m²,,,,,,,176 kWh/m²/an,17/06/2031,,,,,,,,,,,,20210617006215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1200/woluwe-saint-lambert/vbc92028,VBC92028,Appartement à vendre,295000,,1200 Woluwe-Saint-Lambert,Excellent,,1,73 m²,Non,Oui,,,,,,,Gaz,,Oui,,,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,1965,A l’acte,19 m²,,,22 m²,,,Super équipée,10 m²,1,1,1,Double vitrage,Non,,2,8 m,7,,,Oui,3 m²,Sud-est,8 m,Oui,,Oui,,149 kWh/m²/an,15/06/2035,29,,,,,,,,,,,,,2,,,,,,,10912 kWh/an,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1030/schaerbeek/vbc92027,VBC92027,Maison à vendre,425000,Rue Verboeckhaven 115,1030 Schaerbeek,,Non,5,242 m²,Non,Non,,Non,Non,Non,Non,Non,,,Non,,Oui,120 m²,pas d'application,,,Information non communiquée,Information non communiquée,,,,,,40 m²,,,,,3,,3,,,,,,3,40 m²,,,,,,,,,,,,,,,,,,,,,,,,,,75 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2310/rijkevorsel/rbt73280,RBT73280,Maison à vendre,359000,Sint-Jozef 34,2310 Rijkevorsel,À rénover,,3,226 m²,,,,,,,,,Gaz,,,,Oui,420 m²,,Non,,Information non communiquée,Information non communiquée,,A l’acte,27 m²,16 m²,13 m²,,,,Equipée,,1,,2,Double vitrage,,,3,10 m,,,,Oui,,,10 m,Oui,Oui,Oui,,514 kWh/m²/an,,,Oui,,,,,,,,,,,,,,,Américaine,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9550/herzele/rbt73279,RBT73279,Maison à vendre,349000,Holmanstraat 36,9550 Herzele,Normal,,3,153 m²,Non,Oui,Oui,,,,,,Gaz,,Non,3,Oui,1324 m²,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,1957,A l’acte,,,,,Oui,1,Equipée,,1,,1,Double vitrage,,Nord-est,3,13 m,,970 m²,,Oui,,Sud-ouest,,Oui,Oui,Oui,,361 kWh/m²/an,20/11/2032,,,,,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7120/estinnes-au-val/vbc92026,VBC92026,Maison à vendre,80000,Rue Mouligneaux 15,7120 Estinnes-au-Val,À rénover,Non,2,,,Non,,Non,Non,Non,Non,Non,Gaz,,,,,,,,,Information non communiquée,Information non communiquée,,A l’acte,,,,,,,,,1,,1,,,,3,,,,,,,,,Oui,,,,578 kWh/m²/an,,,,,,,,,,,,,20250609015645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc92025,VBC92025,Appartement à vendre,295000,Rue Emile Lecomte 41,1180 Uccle,Excellent,Non,1,84 m²,,Oui,,,,,,,Mazout,,Oui,,,,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,1966,A l’acte,13 m²,,,32 m²,,,Super équipée,14 m²,1,1,1,Double vitrage,Oui,,2,,4,,,,,,,,,,,286 kWh/m²/an,20/02/2034,74,,,,,,,,,,,,,0,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1210/saint-josse-ten-noode/vbc92024,VBC92024,Maison à vendre,549000,Rue de la Poste 76,1210 Saint-Josse-ten-Noode,À rénover,Non,6,268 m²,,Oui,,,Oui,,,,,,Non,,Oui,100 m²,"oui, attestation non conforme",,,Pas de risque d’inondation,Information non communiquée,1900,A l’acte,30 m²,22 m²,22 m²,23 m²,,,,9 m²,2,2,2,Double vitrage,Non,,2,6 m,4,75 m²,,Oui,30 m²,,6 m,,,,,410 kWh/m²/an,14/09/2033,107,,,,,,,,,,,,,,,,,15 m²,,,113725 kWh/an,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,22 m²,,,,14 m²,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/4000/liege/vbc92022,VBC92022,Maison de maître à vendre,499000,Rue Publémont 43,4000 Liège,Normal,,6,355 m²,Non,,,,,,,,,,Non,,Oui,193 m²,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,,,6 m²,16 m²,18 m²,,,,,13 m²,3,,,Double vitrage,Non,,2,,3,,,Oui,,,,,,,,151 kWh/m²/an,,87,,,,,,,,,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,9 m²,,,,,,,,,,,,,,,,,,,16 m²,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3450/geetbets/rbt73278,RBT73278,Maison à vendre,,Kolkstraat 2A,3450 Geetbets,Nouveau,,5,225 m²,Non,,Oui,,,,,,Air pulsé,Oui,Non,1,Oui,316 m²,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,2023,,17 m²,13 m²,11 m²,33 m²,Oui,1,,8 m²,2,,2,Double vitrage,Non,,3,9 m,2,226 m²,,Oui,26 m²,Sud-ouest,9 m,Oui,,Oui,,30 kWh/m²/an,,,Oui,Oui,,,,,Oui,,,,,,,,,,16 m²,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 m²,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3450/geetbets/rbt73277,RBT73277,Maison à vendre,,Kolkstraat 2B,3450 Geetbets,,,4,195 m²,Non,,Oui,,,,,,Air pulsé,Oui,Non,2,Oui,214 m²,"oui, attestation conforme",Non,,Risque moyen,Information non communiquée,2023,,21 m²,17 m²,10 m²,36 m²,,,,8 m²,1,,2,Double vitrage,Non,,3,8 m,2,183 m²,,Oui,21 m²,Sud-ouest,8 m,Oui,,Oui,,30 kWh/m²/an,,,Oui,Oui,,,,,Oui,,,,,,,,,Indépendante,20 m²,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7850/enghien/vbc92021,VBC92021,Maison à vendre,586220,,7850 Enghien,Nouveau,,4,233 m²,,,,,,,,,,,,,,1200 m²,,,,Information non communiquée,Information non communiquée,,,,,,,Oui,1,,,2,,2,,,,4,15 m,,,,,,,15 m,,,,,,,,,,,,,,,,,,,,,,2,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7860/lessines/vbc92020,VBC92020,Maison à vendre,382061,,7860 Lessines,Nouveau,,3,158 m²,,,,,,,,,,,,,,1290 m²,,,,Information non communiquée,Information non communiquée,,,,,,,Oui,1,,,1,,2,,,,4,11 m,,,,,,,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7822/ghislenghien/vbc92019,VBC92019,Maison à vendre,432084,,7822 Ghislenghien,Nouveau,,3,184 m²,,,,,,,,,,,,,,1077 m²,,,,Information non communiquée,Information non communiquée,,,,,,,Oui,1,,,1,,2,,,,4,12 m,,,,,,,12 m,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3530/houthalen-helchteren/rbt73276,RBT73276,Maison à vendre,248000,De Standaard 26,3530 Houthalen-Helchteren,À rénover,,3,109 m²,Non,,,,,,,,Gaz,,Non,1,Oui,217 m²,,Non,,Information non communiquée,Information non communiquée,1977,A l’acte,,,,,,,,,1,,,Double vitrage,,,3,,,,,Oui,,,,Oui,Oui,,,440 kWh/m²/an,,,,Non,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc92015,VBC92015,Maison à vendre,795000,Chaussée de Dinant 780,5100 Wépion,Normal,Non,2,210 m²,Non,Oui,Oui,,,,,,Mazout,,Non,,Oui,1699 m²,"oui, attestation non conforme",,,Information non communiquée,Information non communiquée,1899,A l’acte,25 m²,23 m²,,,,,,,1,1,2,Double vitrage,Non,Nord-est,2,,3,,,Oui,45 m²,,,,Oui,Oui,,439 kWh/m²/an,18/06/2035,109,,,,,,,,,,,,,,,,,,,,72420 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1180/uccle/vbc92014,VBC92014,Maison à vendre,1075000,Avenue Beau-Séjour 23,1180 Uccle,Excellent,,4,250 m²,Non,Oui,,,,,,,Gaz,,Non,,Oui,150 m²,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,1911,A l’acte,30 m²,27 m²,16 m²,32 m²,,,Super équipée,20 m²,2,2,2,Double vitrage,Non,,2,6 m,3,115 m²,,Oui,35 m²,Sud-ouest,6 m,Oui,Oui,Oui,,230 kWh/m²/an,25/03/2034,43,,,,,,,,,,,,,,,,,12 m²,,,58133 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9400/ninove/rbt73275,RBT73275,Maison à vendre,289000,Ter Duystlaan 29,9400 Ninove,À rénover,,4,150 m²,Non,Non,,,,,,,Mazout,,Non,1,Oui,616 m²,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,1965,A l’acte,23 m²,21 m²,10 m²,29 m²,Oui,1,Semi-équipée,7 m²,1,,,Double vitrage,,,3,10 m,2,502 m²,Nord-est,Oui,,,10 m,Oui,Non,Oui,,345 kWh/m²/an,,,Oui,Non,,,,,,Non,Non,,,Non,,,1,Kitchenette,9 m²,,Oui,,Non,,,Non,,,Non,Non,,,,,,5 m²,,,,,,,Oui,,,,,22 m²,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9320/erembodegem/rbt73274,RBT73274,Maison à vendre,519000,D’uitseweg 12,9320 Erembodegem,Normal,,4,220 m²,Non,Non,,,,,,,,,Non,4,Oui,575 m²,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,1995,,,,,,Oui,1,,,1,,,Double vitrage,,,3,7 m,2,,Nord-ouest,Oui,,,7 m,Oui,,Oui,,183 kWh/m²/an,,,Oui,Non,,,,,Oui,,Oui,,,,,,2,,,,Oui,,Non,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2300/turnhout/rbt73273,RBT73273,Maison à vendre,259000,Gildenstraat 53,2300 Turnhout,,,4,120 m²,,Oui,Oui,,,,Oui,,Gaz,,,,,84 m²,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,1937,A l’acte,14 m²,15 m²,9 m²,15 m²,,,Super équipée,16 m²,3,,3,Double vitrage,,,2,,,,,Oui,,,,,,,,319 kWh/m²/an,,,,Non,,,,,,,,,,,,,,,15 m²,,,,Non,,,,,,,,,,,,,3 m²,,,,,,,,,20 m²,,,,,,,,,,12 m²,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2340/beerse/rbt73272,RBT73272,Maison à vendre,145000,D'Aestenstraat 31,2340 Beerse,Normal,,2,60 m²,,,,,,,,,,,,,Oui,1800 m²,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,1990,A l’acte,12 m²,8 m²,,30 m²,,,Semi-équipée,5 m²,1,,,Double vitrage,,,4,7 m,,,,,,,7 m,,,,,,,,,,,,,,,,,,,,,,,Kitchenette,,,,,,,,,,,,,,,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9000/gand/rbt73271,RBT73271,Maison à vendre,285000,Groendreef 155,9000 Gand,Normal,Non,3,,,Non,,Non,Non,Non,Non,Non,,,,,,70 m²,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,,A l’acte,,,,,,,,,1,,2,Double vitrage,,,,,,,,,,,,,,,,282 kWh/m²/an,,,,,,,,,,,,,20240917-0003374682-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
