ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Grenier,Garage,Nombre_de_place_de_parking_intérieur,Équipement_de_la_cuisine,Type_de_cuisine,Nombre_de_salles_de_bain,Maison_basse_énergie,Panneaux_solaires,Type_de_chauffage,Chauffage_au_sol,Pompe_à_chaleur,Type_de_vitrage,Compteur_Bihoraire,Parlophone,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Niveau_E,Attestation__Installation_électrique,Permis_durbanisation_accordé,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Caves,Salle_à_manger,Surface_salle_à_manger,Nombre_de_Garages,Surface_de_la_cuisine,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Meublé,Surface_du_séjour,Surface_du_bureau,Surface_des_caves,Surface_du_grenier,Véranda,Alarme_antieffraction,Ascenseur,Feu_ouvert,Accessible_aux_moins_valides,Orientation_du_jardin,Piscine_extérieure,Date_de_validité_PEB,Emission_de_CO2,Permis_de_bâtir_obtenu,Le_bien_fait_lobjet_dun_droit_de_préemption,Orientation_de_la_terrasse,Air_conditionné,Dressing,Buanderie,Local_vélo,Étage_de_lappartement,Référence_PEB,Panneaux_solaires_thermiques,Compteur_deau_individuel,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Surface_du_dressing,Surface_du_garage,Adoucisseur_deau,Possibilités_pour_profession_libérale,Surface_constructible,Surface_totale,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Porte_de_garage_motorisée,Balcon,Attestation__Installation_électrique__Validité,Station_de_charge_électrique,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Appartement_de_service
https://immovlan.be/fr/detail/maison/a-vendre/1390/grez-doiceau/vbb09505,VBB09505,Maison à vendre,285000,,1390 Grez-Doiceau,,,,Immédiatement,3,125 m²,Oui,,,Non équipée,,1,,,,,,,,,,,Oui,1050 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,,,,2,,,,,,Non,,,,493 kWh/m²/an,83321 kWh/an,Non,26 m²,,,,,,Non,,,,,17/04/2034,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1390/grez-doiceau/vba89995,VBA89995,Maison à vendre,310000,Chaussée de Jodoigne 66,1390 Grez-Doiceau,,,,,3,100 m²,Oui,Oui,,Non équipée,,1,,,,,,,,,,1,Oui,330 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,,1,,,,,,Non,,,,421 kWh/m²/an,46104 kWh/an,Non,26 m²,,,,,,Non,,,,,16/01/2029,106,,,,,,,,,20190116009828,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1390/bossut-gottechain/vba33055,VBA33055,Maison à vendre,695000,Clos des Sept Bonniers 3,1390 Bossut-Gottechain,,,,,4,300 m²,Oui,Oui,,Non équipée,,2,,,,,,,,,,5,Oui,1101 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,2,,,3,,,,,,Oui,,,,253 kWh/m²/an,75124 kWh/an,Non,70 m²,,,,,,Non,,,,,29/06/2033,63,,,,,,,,,20230629040210,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1390/grez-doiceau/vba26998,VBA26998,Appartement à vendre,335000,Chaussée de Wavre 441,1390 Grez-Doiceau,,,,,3,110 m²,,,,Non équipée,,1,,,,,,,,,,,Oui,,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,,,1,2,,,,,,Oui,35 m²,,,94 kWh/m²/an,11574 kWh/an,Non,39 m²,,,,,,Non,,,,,16/06/2033,18,,,,,,,,1,20230616029983,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1390/grez-doiceau/vaz79000,VAZ79000,Maison à vendre,345000,Rue du Domaine 14,1390 Grez-Doiceau,,,,,3,125 m²,,Oui,,Non équipée,,1,,,,,,,,,,,Oui,1806 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,1,2,,,,,,Oui,,,,420 kWh/m²/an,67783 kWh/an,Non,45 m²,,,,,,Non,,,,,26/01/2031,104,,,,,,,,,20210126021506,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1390/grez-doiceau/vaz09341,VAZ09341,Maison à vendre,370000,Clos du Thermogène 13,1390 Grez-Doiceau,Normal,,1987,,2,120 m²,Oui,Oui,,Non équipée,,,,,,,,,,,4,2,Oui,557 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,1,,1,1,,Sud,,,,Oui,,,,289 kWh/m²/an,34758 kWh/an,Non,28 m²,,,,,,Non,,,,,03/02/2033,82,,,,,,,,,20230203024659,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1390/bossut-gottechain/vay43593,VAY43593,Maison à vendre,300000,Rue Léopold Vanmeerbeek 112,1390 Bossut-Gottechain,,Non,,A convenir,3,135 m²,Oui,,,Non équipée,,,,,,,,,,,,,Oui,1239 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,1,2,,,,,,Oui,,,,516 kWh/m²/an,,Non,31 m²,,,,Non,,Non,,,,,22/09/2032,129,,,,,Non,Non,Non,,20220922009369,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1390/grez-doiceau/vax75906,VAX75906,Appartement à vendre,315000,,1390 Grez-Doiceau,Normal,Non,2014,A convenir,2,80 m²,Non,Oui,,Non équipée,,1,,,Gaz,,,,,,2,,Oui,,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,Non,Non,,1,,,1,,Sud-est,,2,30 m²,Oui,9 m²,,,107 kWh/m²/an,,Non,42 m²,,,,Non,,Non,,,,,10/12/2024,20,,,,,Non,Non,Non,,RWPEB-012698.2,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1390/grez-doiceau/vax57020,VAX57020,Maison à vendre,330000,,1390 Grez-Doiceau,,Non,,,2,115 m²,Oui,,,Non équipée,,1,,,,,,,,,,,Oui,965 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,1,,,,,,,,,,628 kWh/m²/an,,Non,25 m²,,,,Non,,Non,,,,,04/03/2032,125,,,,,Non,Non,Non,,20220304008321,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1390/grez-doiceau/vax51177,VAX51177,Maison à vendre,175000,,1390 Grez-Doiceau,,Non,,,2,110 m²,Oui,,,Non équipée,,1,,,,,,,,,,,Oui,376 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,1,,,,,,,,,,639 kWh/m²/an,,Non,34 m²,,,,Non,,Non,,,,,17/09/2030,204,,,,,Non,Non,Non,,20200917007020,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1430/bierghes/vbc75001,VBC75001,Villa à vendre,695000,,1430 Bierghes,,Non,,,5,260 m²,Non,Oui,2,,,1,,,Non specifié,,,,,,4,2,Oui,3096 m²,,,,,,,,Information non communiquée,Information non communiquée,,,,,,Non,Non,,2,,2,,,,,,,Oui,50 m²,,,304 kWh/m²/an,125345 kWh/an,,93 m²,,,,Non,,,,,,,,,,,,,Non,Non,Non,,2024024020337,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1430/bierghes/vbc72701,VBC72701,Villa à vendre,594000,,1430 Bierghes,Excellent,Non,1995,,4,250 m²,Oui,Oui,,Super équipée,,2,,Oui,Air pulsé,,Oui,Double vitrage,,,4,4,Oui,2387 m²,Oui,,Oui,Oui,,"non, pas d'attestation",Oui,Pas de risque d’inondation,Information non communiquée,19 m²,25 m²,25 m²,34 m²,,,,,2,17 m²,2,2,,Est,,2,,Oui,36 m²,,,150 kWh/m²/an,40817 kWh/an,Non,40 m²,,,,,,Non,,,,Non,05/10/2034,39,Non,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/bierghes/vbc39988,VBC39988,Maison à vendre,985000,,1430 Bierghes,Excellent,,1985,A l’acte,6,500 m²,Oui,Oui,4,Super équipée,,4,,,Mazout,,,Double vitrage,,Oui,4,6,Oui,8179 m²,Non,,Oui,,,,,Information non communiquée,Information non communiquée,12 m²,12 m²,19 m²,25 m²,26 m²,Oui,,,1,15 m²,1,4,5 m²,,,,,Oui,30 m²,,,221 kWh/m²/an,115925 kWh/an,Non,45 m²,,,,,Oui,Non,Oui,,Sud,Oui,,55,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc91190,VBC91190,Maison à vendre,225000,,1430 Rebecq,À rénover,Non,1918,A l’acte,2,97 m²,Oui,,,,,1,,,Gaz,,,Double vitrage,,,2,,Oui,119 m²,Oui,Oui,Oui,,,"non, pas d'attestation",Non,Pas de risque d’inondation,Inondable délimitée,8 m²,21 m²,,,,,,,,9 m²,1,2,,,5 m,3,108 m²,Oui,,,5 m,150 kWh/m²/an,14605 kWh/an,Non,19 m²,,,,,,Non,,Non,Sud-ouest,Non,25/03/2034,2747,Non,Non,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc89175,VBC89175,Maison à vendre,288000,Chemin Millecamps 20,1430 Rebecq,Normal,,,A l’acte,3,125 m²,Oui,Oui,,Semi-équipée,Kitchenette,1,,,Mazout,,,Double vitrage,,,3,4,Oui,371 m²,Non,,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,20 m²,16 m²,15 m²,,,Oui,Oui,20 m²,1,15 m²,,1,,,,2,240 m²,,,,,145 kWh/m²/an,29613 kWh/an,,165 m²,,,,,,Non,,Non,,Non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/quenast/vbc67530,VBC67530,Maison à vendre,795000,,1430 Quenast,À rénover,,,A l’acte,8,420 m²,,,,Super équipée,,2,,,,,,,,,4,,Oui,3500 m²,,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,1,2,,,,2,,Oui,,,,690 kWh/m²/an,,Non,,,,,,,Non,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/1430/rebecq/vwd11818,VWD11818,Loft à vendre,330000,Grand place,1430 Rebecq,Remis à neuf,,,,2,125 m²,,,,,,1,Non,,Gaz,,Non,Double vitrage,,,2,,,,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,Oui,4 m²,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,pas d'application,,,,,,,,,,,,Non,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/quenast/vbc83124,VBC83124,Maison à vendre,250000,,1430 Quenast,Normal,Non,1959,,3,120 m²,Oui,,,Semi-équipée,,1,,,Electrique,,,,,,2,,Oui,313 m²,,,,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,1,,Est,,1,50 m²,Oui,8 m²,,,735 kWh/m²/an,,Non,25 m²,,,,Non,,Non,,,,,29/04/2035,,,,,,Non,Non,Non,,20250429001365,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1430/rebecq/vbc81704,VBC81704,Fermette à vendre,300000,,1430 Rebecq,À rénover,Oui,1750,,5,273 m²,Oui,Oui,,,Indépendante,2,,,Mazout,,,Double vitrage,,,2,6,Oui,1022 m²,Oui,,Oui,,,"non, pas d'attestation",,Risque élevé,Inondable délimitée,24 m²,16 m²,22 m²,20 m²,22 m²,Oui,,,,39 m²,2,4,,Est,,3,800 m²,Oui,60 m²,,,749 kWh/m²/an,130862 kWh/an,Non,58 m²,,,,,,Non,,Non,,Non,07/03/2025,185,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc79231,VBC79231,Maison à vendre,315000,,1430 Rebecq,À rénover,,,,4,200 m²,Oui,,,Equipée,Américaine,2,,,Mazout,,,,,,3,,Oui,500 m²,,,,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,24 m²,20 m²,30 m²,,,,Oui,20 m²,,12 m²,2,2,,,,,400 m²,Oui,120 m²,,,421 kWh/m²/an,79256 kWh/an,Non,24 m²,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/quenast/vbc76081,VBC76081,Maison à vendre,260000,,1430 Quenast,À rénover,,,A l’acte,4,305 m²,Oui,,,,,2,,,Gaz,,,Double vitrage,,,2,,Oui,390 m²,,,,,,,,Information non communiquée,Information non communiquée,,,,,,Oui,,,,,,,,Ouest,14 m,,90 m²,Oui,11 m²,,14 m,493 kWh/m²/an,140658 kWh/an,,,,,,,,,,,,,05/06/2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc75848,VBC75848,Maison à vendre,444235,,1430 Rebecq,Nouveau,,,,3,185 m²,,Oui,,,,2,,,,,,,,,4,,Oui,720 m²,,,,Oui,,,,Information non communiquée,Information non communiquée,,,,,,,,,1,,,2,,,9 m,,,,,,9 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1430/rebecq/vbc72502,VBC72502,Appartement à vendre,239000,,1430 Rebecq,En cours de construction,Non,2024,,2,100 m²,,Oui,1,,,1,,,Gaz,,,Double vitrage,,Oui,2,1,,,Oui,Oui,Oui,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,14 m²,12 m²,,,,Oui,Oui,,1,,1,1,,,,3,,Oui,15 m²,,,,,Non,37 m²,,4 m²,,,,Non,,Non,,Non,,,Non,Non,Est,,,,,1,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1430/rebecq/vbc72501,VBC72501,Duplex à vendre,234000,,1430 Rebecq,En cours de construction,Non,2024,,1,100 m²,,Oui,1,,,1,,,Gaz,,,Double vitrage,,Oui,2,1,,,Oui,Oui,Oui,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,14 m²,,,,,Oui,Oui,,1,,1,1,,,,3,,Oui,20 m²,,,,,Non,43 m²,,4 m²,,,,Non,,Non,,Non,,,Non,Non,Sud-est,,,,,1,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1430/rebecq/vbc72500,VBC72500,Appartement à vendre,259000,,1430 Rebecq,En cours de construction,Non,2024,,2,109 m²,,Oui,1,,,1,,,Gaz,,,Double vitrage,,Oui,2,1,,,Oui,Oui,Oui,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,14 m²,12 m²,,,,Oui,Oui,,1,,1,1,,,,3,,Oui,15 m²,,,,,Non,37 m²,,4 m²,,,,Non,,Non,,Non,,,Non,Non,Est,,,,,1,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1430/rebecq/vbc72499,VBC72499,Appartement à vendre,299000,,1430 Rebecq,Nouveau,,2024,,3,132 m²,,Oui,1,,,2,,,Gaz,,,Double vitrage,,Oui,2,1,,,Oui,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,14 m²,11 m²,12 m²,,,Oui,Oui,,1,,1,2,,,,3,,Oui,20 m²,,,,,Non,41 m²,,6 m²,,,,Non,,Non,,Non,,,,,Sud-ouest,,,,,0,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1430/rebecq/vbc72498,VBC72498,Appartement à vendre,229500,,1430 Rebecq,Nouveau,,2024,,2,91 m²,,Oui,1,,,1,,,Gaz,,,Double vitrage,,Oui,2,1,,,Oui,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,12 m²,10 m²,,,,Oui,Oui,,1,,,1,,,,3,,Oui,19 m²,,,,,Non,33 m²,,3 m²,,,,Non,,Oui,,Non,,,,,Ouest,,,,,0,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc64887,VBC64887,Maison à vendre,545000,Rue du Radoux 75,1430 Rebecq,Excellent,Non,1975,A l’acte,4,230 m²,Oui,Oui,,Super équipée,,1,,Oui,Air pulsé,,Oui,Double vitrage,,,4,8,Oui,1250 m²,Oui,,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,20 m²,14 m²,12 m²,16 m²,,,,,2,21 m²,1,2,12 m²,,15 m,,700 m²,Oui,30 m²,,15 m,150 kWh/m²/an,34590 kWh/an,Non,35 m²,,,,Oui,Oui,Non,,Non,Sud-ouest,Non,16/04/2035,39,,Non,Sud-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc61177,VBC61177,Maison à vendre,325000,,1430 Rebecq,Normal,,1960,,4,150 m²,Oui,Oui,3,Equipée,Américaine,1,,,Mazout,,,Double vitrage,,,3,2,Oui,670 m²,,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,20 m²,9 m²,9 m²,6 m²,,Oui,,,3,15 m²,1,2,,,,,550 m²,Oui,50 m²,,,379 kWh/m²/an,59385 kWh/an,Non,35 m²,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc41175,VBC41175,Maison à vendre,190000,,1430 Rebecq,Normal,,,A l’acte,3,110 m²,Oui,,,Equipée,Américaine,1,,,Mazout,,,Double vitrage,,,2,,Oui,212 m²,Oui,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,9 m²,20 m²,15 m²,,,Oui,,,,,1,1,,,,1,153 m²,Oui,,,,365 kWh/m²/an,39484 kWh/an,Non,,,,,,,Non,,Oui,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1430/rebecq/vbc40007,VBC40007,Fermette à vendre,590000,Chemin du Bois des Aulnes 4,1430 Rebecq,Excellent,,1800,,1,300 m²,,,,Equipée,Américaine,2,,Oui,Gaz,,,,,,4,,Oui,1315 m²,,,,,,,,Information non communiquée,Information non communiquée,10 m²,53 m²,25 m²,,,,,,,15 m²,,3,,,,,,Oui,,,,165 kWh/m²/an,56224 kWh/an,,40 m²,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1430/rebecq/vbc28464,VBC28464,Appartement à vendre,199000,,1430 Rebecq,Excellent,,1800,,2,90 m²,,,,Equipée,Américaine,1,,,Air pulsé,,Oui,,,,3,,,,Oui,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,14 m²,9 m²,,,,,,,,,1,1,,,,1,,,,,,,32316 kWh/an,Non,,,,,,,Non,,Non,,Non,08/12/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc28463,VBC28463,Maison à vendre,199000,,1430 Rebecq,Excellent,,1800,,2,90 m²,,,,Equipée,Américaine,1,,,Air pulsé,,Oui,,,,3,,,,Oui,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,14 m²,9 m²,,,,,,,,,1,1,,,,1,,,,,,,32316 kWh/an,Non,,,,,,,Non,,Non,,Non,08/12/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq-rognon/vbb79522,VBB79522,Maison à vendre,395000,,1430 Rebecq-Rognon,Normal,Non,,,4,222 m²,Oui,,,Semi-équipée,,2,,,Gaz,,,,,,2,,Non,321 m²,,Oui,Oui,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,,,,,,,Oui,,,,326 kWh/m²/an,36210 kWh/an,Non,,,,,Non,,Non,,,,,19/01/2025,60,,,,,Non,Non,Non,,20150119002419,,,,,,,,,,,,331 m²,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1430/rebecq-rognon/vbb79521,VBB79521,Immeuble mixte à vendre,395000,,1430 Rebecq-Rognon,Normal,,,,4,222 m²,Oui,,,Semi-équipée,,2,,,Gaz,,,,,,2,,Non,321 m²,,Oui,Oui,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,Oui,,,,326 kWh/m²/an,36210 kWh/an,Non,,,,,,,Non,,,,,19/01/2025,60,,,,,,,,,20150119002419,,,,,,,,,,,,331 m²,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/1430/rebecq/vbc18833,VBC18833,Loft à vendre,345000,,1430 Rebecq,Remis à neuf,,1800,,3,150 m²,,,,,,1,,,Gaz,,,Double vitrage,,Oui,3,,Oui,,Oui,Oui,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,18 m²,16 m²,28 m²,,,Oui,,,,20 m²,1,1,14 m²,,,1,125 m²,Oui,25 m²,,,176 kWh/m²/an,23783 kWh/an,Non,50 m²,,,,,,Non,,Oui,,Oui,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc18832,VBC18832,Maison à vendre,345000,,1430 Rebecq,Remis à neuf,,1800,,3,150 m²,,,,,,1,,,Gaz,,,Double vitrage,,Oui,3,,Oui,2000 m²,Oui,Oui,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,18 m²,16 m²,28 m²,,,Oui,,,,20 m²,1,1,,,,1,125 m²,Oui,25 m²,,,176 kWh/m²/an,23783 kWh/an,Non,50 m²,,,,,,Non,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/1430/rebecq/vbc11884,VBC11884,Loft à vendre,345000,,1430 Rebecq,Remis à neuf,,1800,,2,150 m²,,,,,,1,,,Gaz,,,Double vitrage,,Oui,3,,Oui,,Oui,Oui,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,18 m²,16 m²,28 m²,,,Oui,,,,20 m²,1,1,14 m²,,,1,125 m²,Oui,25 m²,,,176 kWh/m²/an,23783 kWh/an,Non,50 m²,,,,,,Non,,Oui,,Oui,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc11883,VBC11883,Maison à vendre,345000,,1430 Rebecq,Remis à neuf,,1800,,2,150 m²,,,,,,1,,,Gaz,,,Double vitrage,,Oui,3,,Oui,2000 m²,Oui,Oui,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,18 m²,16 m²,28 m²,,,Oui,,,,20 m²,1,1,,,,1,125 m²,Oui,25 m²,,,176 kWh/m²/an,23783 kWh/an,Non,50 m²,,,,,,Non,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vbc10919,VBC10919,Maison à vendre,289000,,1430 Rebecq,Normal,Non,,A l’acte,4,166 m²,Oui,,,Super équipée,,1,,,Gaz,,,Double vitrage,,,2,,Oui,330 m²,Oui,Oui,Oui,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Inondable délimitée,11 m²,11 m²,8 m²,30 m²,,Oui,Oui,17 m²,,15 m²,1,2,,,,2,150 m²,Oui,17 m²,,,168 kWh/m²/an,27879 kWh/an,Non,17 m²,,,30 m²,,,Non,,Non,Est,,07/11/2034,31,Non,Non,Est,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/rwc29425,RWC29425,Maison à vendre,368299,Chemin du Stoquois 25,1430 Rebecq,,Non,,,3,186 m²,Oui,,,Equipée,,,Oui,,Gaz,Non,Non,,,,2,,Oui,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,Non,,,Non,,,,,,,,,,,Oui,Non,,,,,,,,,,,,Non,,,,,,,,Non,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1430/rebecq/vba15418,VBA15418,Maison à vendre,255000,,1430 Rebecq,Remis à neuf,,,A l’acte,2,125 m²,,,,Equipée,Américaine,1,,,Gaz,,,Double vitrage,,,2,1,Oui,,,,,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,18 m²,7 m²,,,,,,,,,1,1,,,,2,50 m²,Oui,,,,123 kWh/m²/an,13462 kWh/an,Non,,,,,,,Non,,Non,,Non,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
