ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Meublé,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Type_de_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Panneaux_solaires,Type_de_chauffage,Pompe_à_chaleur,Type_de_vitrage,Parlophone,Ascenseur,Feu_ouvert,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Surface_constructible,Profondeur_du_terrain,Référence_PEB,Surface_de_la_terrasse,Surface_du_garage,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Orientation_du_jardin,Alarme_antieffraction,Nombre_détages_de_limmeuble,Air_conditionné,Largeur_du_terrain_à_rue,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Adoucisseur_deau,Orientation_de_la_terrasse,Nombre_de_place_de_parking_intérieur,Surface_des_caves,Surface_du_grenier,Station_de_charge_électrique,Maison_basse_énergie,Chauffage_au_sol,Compteur_Bihoraire,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Raccordé_au_gaz_de_ville,Attestation__Citernes_à_mazout,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Étage_de_lappartement,Surface_salle_à_manger,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Balcon,Panneaux_solaires_thermiques,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Attestation__Installation_électrique__Validité,Surface_du_bureau,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Appartement_de_service,Niveau_S,Surface_de_la_véranda,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing
https://immovlan.be/fr/detail/maison/a-vendre/4040/herstal/vbc91868,VBC91868,Maison à vendre,199000,Rue Haute Maison 5,4040 Herstal,Normal,,,2,17 m²,13 m²,,124 m²,Non,,,Equipée,Américaine,2,2,2,,Gaz,,,,Non,,Non,3,2,Oui,291 m²,Oui,485 m²,Oui,Oui,,Non,515 kWh/m²/an,74725 kWh/an,28/11/2033,,"oui, attestation conforme",Non,Non,Non,Pas de risque d’inondation,Information non communiquée,Non,18 m²,,Oui,,Oui,,,,Nord,6 m,,,,70 m²,,20 m²,,,,,,6 m,,,,Sud,,,,,,,,,,,,Oui,,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4100/seraing/vbc91867,VBC91867,Maison à vendre,89000,Rue de la Province 59,4100 Seraing,Normal,,A l’acte,1,19 m²,,,50 m²,Non,,,,Indépendante,1,1,2,,,,,,Non,,Non,2,,,,,30 m²,Oui,Oui,,Non,505 kWh/m²/an,30869 kWh/an,30/01/2033,,"oui, attestation non conforme",Non,Non,Non,Pas de risque d’inondation,Information non communiquée,Non,11 m²,,,,Oui,,,,Nord-ouest,4 m,,,,,,14 m²,,,Oui,1,,4 m,,,,,,,,,,,,,,,,,,,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/melin/vbc91866,VBC91866,Maison à vendre,1250000,Rue des trois héros 19-21,1370 Mélin,Normal,1900,A l’acte,6,19 m²,15 m²,21 m²,625 m²,Non,,,Equipée,Américaine,1,3,5,Oui,Mazout,,Double vitrage,,Oui,Oui,Oui,3,43,Oui,2941 m²,Oui,3773 m²,Oui,Oui,,Oui,228 kWh/m²/an,98906 kWh/an,08/02/2034,24084,"non, pas d'attestation",Non,Non,Non,Pas de risque d’inondation,Information non communiquée,Non,27 m²,Oui,,Oui,Oui,,,,,26 m,,52 m,,150 m²,,17 m²,,Sud-ouest,Oui,2,Oui,26 m,22 m²,1921 m²,,Sud-ouest,,41 m²,,,,,,,,,,,,,,21 m²,,,,,,,,,,,,,,22 m²,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2110/wijnegem/rbt72958,RBT72958,Maison à vendre,420000,Krommelei 4,2110 Wijnegem,À rénover,1954,A l’acte,3,,,,120 m²,Non,Oui,1,,,,,1,,Gaz,,,,Non,,,,,Oui,,,594 m²,,Oui,,,367 kWh/m²/an,,,,pas d'application,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,Nord,,,,20250618-0003624803,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/2440/geel/rbt72957,RBT72957,Immeuble mixte à vendre,890000,Dr.-Van de Perrestraat 93-97,2440 Geel,Normal,1948,,8,14 m²,15 m²,15 m²,550 m²,,Oui,1,,,4,,8,,Gaz,,Double vitrage,,,,,2,,Oui,,Oui,896 m²,,,,,83 kWh/m²/an,,,,,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,,,,,,,,,,,,,,,,,17 m²,24 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4020/liege/vbc91865,VBC91865,Immeuble mixte à vendre,1350000,Rue Roture 24,4020 Liège,Normal,,,,,,,1241 m²,Non,,,,,,,,,,,,,Non,,,2,,,,,,,,,,128 kWh/m²/an,,18/11/2033,128,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3001/heverlee/rbt72954,RBT72954,Appartement à vendre,120000,Populierenlaan 10 C0208,3001 Heverlee,,,,1,,,,55 m²,,,,,,1,,1,,,,,,,,,,,,,Oui,,,Oui,,,209 kWh/m²/an,,13/03/2035,,"oui, attestation conforme",Oui,,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/2018/anvers/rbt72953,RBT72953,Penthouse à vendre,1020000,,2018 Anvers,Nouveau,,,3,,,,141 m²,,Oui,2,,,,,,,,,,,,,,2,,Oui,,Oui,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2018/anvers/rbt72952,RBT72952,Appartement à vendre,520000,Van Eycklei 27 05,2018 Anvers,Nouveau,,,2,,,,85 m²,,,,,,1,,,,,,,,,,,2,,Oui,,Oui,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,16 m²,,,,,,1,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/2018/anvers/rbt72951,RBT72951,Rez-de-chaussée à vendre,500000,Van Eycklei 27 00,2018 Anvers,Nouveau,,,2,,,,82 m²,,,,,,1,,,,,,,,,,,2,,Oui,,Oui,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,7 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1910/kampenhout/rbt72950,RBT72950,Appartement à vendre,250000,Bergstraat 24 1,1910 Kampenhout,Excellent,1970,Immédiatement,2,,,,76 m²,,,,Super équipée,,1,,,,,,,,,,,2,,,,,,,Oui,,,298 kWh/m²/an,,,,"oui, attestation conforme",Oui,,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbt72949,RBT72949,Maison à vendre,499000,Bergstraat 24,1910 Kampenhout,,1970,Immédiatement,3,,,,185 m²,,Oui,,Super équipée,,2,,2,,,,,,,,,4,,Oui,,Oui,680 m²,,Oui,,,240 kWh/m²/an,,,,,Oui,,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/trivieres/vbc91861,VBC91861,Maison à vendre,119000,,7100 Trivières,À rénover,1950,A l’acte,4,20 m²,20 m²,15 m²,197 m²,,,,,Indépendante,,,,,Non specifié,,Double vitrage,,Non,,Non,2,,Oui,,Oui,272 m²,Oui,,,Non,862 kWh/m²/an,169662 kWh/an,11/03/2035,222,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,2,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7141/carnieres/vbc91860,VBC91860,Maison à vendre,225000,,7141 Carnières,Normal,,A l’acte,2,18 m²,15 m²,,134 m²,,Oui,1,,,1,1,1,,Mazout,,Double vitrage,,,,,3,,Oui,,Oui,1600 m²,Oui,Oui,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,36 m²,Oui,Oui,,,,,,,,,,,,,8 m²,,,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1820/perk/rbt72948,RBT72948,Maison à vendre,515000,Spreeuwenhoek 4,1820 Perk,Remis à neuf,1980,A l’acte,3,15 m²,12 m²,17 m²,185 m²,Non,Oui,1,Super équipée,,1,1,2,,Gaz,,,,Non,,Non,4,2,Oui,609 m²,Oui,949 m²,Oui,Oui,,Non,288 kWh/m²/an,,11/06/2035,,"oui, attestation non conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,21 m²,,Oui,Oui,Oui,,,,,,,,,57 m²,,13 m²,,,,2,,,,,,,,,,,,,,,,,,Oui,,,,20 m²,,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6001/marcinelle/vbc91857,VBC91857,Appartement à vendre,322500,,6001 Marcinelle,Excellent,,,2,,,,114 m²,,Oui,,,,2,,,,,,,,,,,3,,,,Oui,,,,,,148 kWh/m²/an,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6120/nalinnes/vbc91856,VBC91856,Maison à vendre,685000,,6120 Nalinnes,Excellent,,,5,,,,,,Oui,,,,3,,,Oui,Mazout,,,,,,,4,,Oui,1500 m²,Oui,,,,,,141 kWh/m²/an,38716 kWh/an,11/06/2024,,,,,,Information non communiquée,Information non communiquée,,,,Oui,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6120/nalinnes/vbc91854,VBC91854,Maison à vendre,600000,,6120 Nalinnes,Excellent,,,6,,,,300 m²,,,,,,7,,,Oui,Mazout,,,,,,,4,,Oui,4500 m²,Oui,4500 m²,,,,Oui,188 kWh/m²/an,55943 kWh/an,21/06/2034,,,,,,Information non communiquée,Information non communiquée,,,,Oui,,,,,,,,,,,,,,,,,2,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6000/charleroi/vbc91853,VBC91853,Appartement à vendre,95000,,6000 Charleroi,,,,2,,,,81 m²,,,,,,1,,1,,,,,,Oui,,,,,,,Oui,,,,,,240 kWh/m²/an,19497 kWh/an,15/06/2035,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7640/antoing/vbc91852,VBC91852,Maison à vendre,300000,,7640 Antoing,Remis à neuf,,A l’acte,5,,,,,,Oui,,,,2,,,,,,,,,,,2,,,,Oui,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6540/lobbes/vbc91850,VBC91850,Maison à vendre,90000,Chemin Vert 70,6540 Lobbes,À restaurer,,A l’acte,2,14 m²,22 m²,,96 m²,Non,,,,,1,,1,,,,,,,,,3,,Oui,,,194 m²,,,,,724 kWh/m²/an,75724 kWh/an,02/05/2027,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6540/lobbes/vbc91849,VBC91849,Maison à vendre,175000,Rue du Chemin Vert 70 & 72,6540 Lobbes,À restaurer,,A l’acte,3,36 m²,22 m²,14 m²,179 m²,Non,,,,,2,,2,,,,,,,,,3,,Oui,377 m²,Oui,556 m²,,,,,724 kWh/m²/an,75724 kWh/an,02/05/2027,143,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6030/marchienne-au-pont/vbc91847,VBC91847,Maison à vendre,149000,Rue Arthur Vandermeulen 84a,6030 Marchienne-au-Pont,,,,2,,,,121 m²,,,,,,1,,1,,Gaz,,,,,,,3,,Oui,,,,Oui,,,Non,382 kWh/m²/an,,13/06/2035,70,,,,,Information non communiquée,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,,,,,20250613020284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6500/beaumont/vbc91846,VBC91846,Maison à vendre,219000,Rue Maurice Léotard 15,6500 Beaumont,,,,7,,,,280 m²,,,,,,1,1,3,,Mazout,,,,,,,2,,Oui,,Oui,,Oui,,,Non,266 kWh/m²/an,,23/05/2035,66,,,,,Information non communiquée,Information non communiquée,Non,,Non,Oui,Non,Non,Non,Non,Non,,,,,20250523010694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9940/evergem/rbt72943,RBT72943,Maison à vendre,493390,Maagdekensstraat 51 (lot 5),9940 Evergem,Nouveau,2025,A l’acte,4,12 m²,12 m²,9 m²,148 m²,Non,,,Super équipée,,1,1,2,,,,Double vitrage,,Non,,Non,3,2,Oui,332 m²,Oui,535 m²,Oui,Oui,Oui,Non,,,,,"oui, attestation conforme",Oui,Oui,Non,Information non communiquée,Information non communiquée,Non,31 m²,,,,,,,,Est,,,,,23 m²,,,,Ouest,,2,,,9 m²,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9840/de-pinte/rbt72941,RBT72941,Villa à vendre,895000,Hemelrijkstraat 25,9840 De Pinte,Excellent,1954,A l’acte,3,,,,185 m²,Non,Oui,1,Super équipée,,1,,2,Oui,Gaz,,Double vitrage,,Non,,Non,4,2,Oui,470 m²,Oui,863 m²,Oui,Oui,,Non,283 kWh/m²/an,,23/05/2035,,"oui, attestation conforme",Non,Non,Oui,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,,,,,,,,,,,,,,2,,,,,,,,,,Oui,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9032/wondelgem/rbt72940,RBT72940,Maison à vendre,499000,Waalbrugstraat 20,9032 Wondelgem,Normal,1954,A l’acte,4,19 m²,15 m²,9 m²,231 m²,Non,Oui,1,Super équipée,,1,1,2,,Gaz,,Double vitrage,,Non,Oui,Non,3,4,Oui,350 m²,Oui,622 m²,Oui,Oui,,Non,165 kWh/m²/an,165 kWh/an,11/09/2034,2,"oui, attestation conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,Non,31 m²,Oui,,,,,,,,,,,,,,,,,,3,Oui,,9 m²,,,,,,,,,,,,,,,Oui,,,,,Oui,,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72937,RBT72937,Maison à vendre,346000,Brunshaag 6,9800 Deinze,Nouveau,2025,,3,14 m²,13 m²,1182 m²,138 m²,Non,Oui,1,Equipée,Américaine,1,,2,Oui,Air pulsé,Oui,Double vitrage,,Non,,Non,3,1,Oui,,,240 m²,Oui,Oui,Oui,Non,,,,,"oui, attestation conforme",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Non,41 m²,,,,,,,,Nord-est,6 m,,,,,,9 m²,,Sud-est,,2,,6 m,,,,,,,,,,,,,,,,,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72936,RBT72936,Maison à vendre,381000,Brunshaag 5,9800 Deinze,Nouveau,2025,,3,14 m²,12 m²,15 m²,179 m²,Non,Oui,1,Equipée,Américaine,1,,2,Oui,Air pulsé,Oui,Double vitrage,,Non,,Non,3,1,Oui,,,276 m²,Oui,Oui,Oui,Non,,,,,"oui, attestation conforme",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Non,38 m²,,,,,,,,Nord-est,8 m,,,,,,9 m²,,Sud-ouest,,2,,8 m,,,,,,,,,,,,,,,,,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72935,RBT72935,Maison à vendre,376000,Brunshaag 16,9800 Deinze,Nouveau,2025,,3,12 m²,11 m²,15 m²,179 m²,Non,Oui,1,Equipée,Américaine,1,,2,Oui,Air pulsé,Oui,Double vitrage,,Non,,Non,3,,Oui,,,280 m²,Oui,Oui,Oui,Non,,,,,"oui, attestation conforme",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Non,34 m²,,,,,,,,Ouest,7 m,,,,,,9 m²,,Est,,2,,7 m,,,,,,,,,,,,,,,,,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72934,RBT72934,Maison à vendre,405000,Brunshaag 4,9800 Deinze,Nouveau,2025,,3,12 m²,11 m²,15 m²,179 m²,Non,Oui,1,Equipée,Américaine,1,,2,Oui,Air pulsé,Oui,Double vitrage,,Non,,Non,3,1,Oui,,,390 m²,Oui,Oui,Oui,Non,,,,,"oui, attestation conforme",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Non,16 m²,,,,Oui,,,,Nord,7 m,,,,,,13 m²,,Sud,,2,,7 m,,,,,,,,,,,,,,,,,,,,14 m²,,Zone d'extension d'habitat,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72933,RBT72933,Maison à vendre,363000,Brunshaag 3,9800 Deinze,Nouveau,2025,,3,13 m²,12 m²,15 m²,179 m²,Non,Oui,1,Equipée,Américaine,1,,2,Oui,Air pulsé,Oui,Double vitrage,,Non,,Non,2,1,Oui,,,284 m²,Oui,Oui,Oui,Non,,,,,"oui, attestation conforme",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Non,17 m²,,,,Oui,,,,Nord,8 m,,,,,,13 m²,,Sud,,2,,8 m,,,,,,,,,,,,,,,,,,,,15 m²,,Zone d'extension d'habitat,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72932,RBT72932,Maison à vendre,383011,Bremkouter 20-28,9800 Deinze,Nouveau,2023,,3,16 m²,10 m²,13 m²,148 m²,Non,Oui,1,Equipée,Américaine,1,,2,Oui,Air pulsé,Oui,Double vitrage,,Non,,Non,3,,Oui,,,313 m²,Oui,Oui,Oui,Non,,,,,"oui, attestation conforme",Oui,Oui,Non,Information non communiquée,Information non communiquée,Non,26 m²,,,,Oui,,,,Ouest,6 m,,,,,,9 m²,,Est,,2,,6 m,,,,,,,,,,,,,,,,,,,,12 m²,,Zone d'extension d'habitat,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72931,RBT72931,Maison à vendre,378001,Bremkouter 20-28,9800 Deinze,Nouveau,2023,,3,16 m²,10 m²,13 m²,156 m²,Non,Oui,1,Equipée,Américaine,1,,2,Oui,Air pulsé,Oui,Double vitrage,,Non,,Non,3,,Oui,,,303 m²,Oui,Oui,Oui,Non,,,,,"oui, attestation conforme",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Non,41 m²,,,,,,,,Est,6 m,,,,,,9 m²,,Sud-ouest,,2,,6 m,,,,,,,,,,,,,,,,,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9800/deinze/rbt72930,RBT72930,Maison à vendre,374001,Bremkouter 20-28,9800 Deinze,Nouveau,2023,,3,10 m²,13 m²,16 m²,183 m²,Non,Oui,1,Equipée,Américaine,1,,2,Oui,Air pulsé,Oui,Double vitrage,,Non,,Non,2,,Oui,,,304 m²,Oui,Oui,Oui,Non,,,,,"oui, attestation conforme",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Non,41 m²,,,,,,,,Sud-ouest,6 m,,,,,,9 m²,,Nord-est,,2,,6 m,,,,,,,,,,,,,,,,,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9051/afsnee/rbt72929,RBT72929,Appartement à vendre,489000,Raymonde de Larochelaan 1,9051 Afsnee,Nouveau,2025,,4,22 m²,9 m²,9 m²,134 m²,Non,Oui,1,Super équipée,,2,,2,Oui,Air pulsé,Oui,Double vitrage,Oui,Oui,,Non,3,1,Oui,,Oui,,Oui,Oui,,Non,,25 kWh/an,,,"oui, attestation conforme",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Non,23 m²,Oui,,,,,,,Sud-ouest,11 m,,,,27 m²,,12 m²,7 m²,Sud,,3,,11 m,19 m²,,,Nord-est,,,,,,,,,,,,Oui,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9051/afsnee/rbt72928,RBT72928,Appartement à vendre,386000,Raymonde de Larochelaan 1,9051 Afsnee,Nouveau,2025,,3,14 m²,10 m²,9 m²,99 m²,Non,Oui,1,Super équipée,,1,,2,Oui,Air pulsé,Oui,Double vitrage,Oui,Oui,,Non,2,1,Oui,,Oui,,Oui,Oui,,Non,,25 kWh/an,,,"oui, attestation conforme",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,,,,,,Nord-ouest,10 m,,,,23 m²,,5 m²,5 m²,Sud,,3,,10 m,,,,Sud-ouest,,,,,,,,,,,,Oui,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9051/afsnee/rbt72927,RBT72927,Appartement à vendre,420000,Raymonde de Larochelaan 1,9051 Afsnee,Nouveau,2025,,3,12 m²,6 m²,9 m²,95 m²,Non,Oui,1,Super équipée,,2,,2,Oui,Air pulsé,Oui,Double vitrage,Oui,Oui,,Non,2,1,Oui,,Oui,,Oui,Oui,,Non,,25 kWh/an,,,"oui, attestation conforme",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Non,23 m²,Oui,,,,,,,Nord-ouest,10 m,,,,25 m²,,5 m²,7 m²,Sud,,3,,10 m,,,,Nord-est,,,,,,,,,,,,Oui,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9051/afsnee/rbt72926,RBT72926,Appartement à vendre,395000,Raymonde de Larochelaan 1,9051 Afsnee,Nouveau,2025,,3,12 m²,9 m²,9 m²,96 m²,Non,Oui,1,Super équipée,,2,,2,Oui,Air pulsé,Oui,Double vitrage,Oui,Oui,,Non,2,1,Oui,,Oui,,Oui,Oui,,Non,,25 kWh/an,,,"oui, attestation conforme",Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,Non,23 m²,Oui,,,,,,,Nord-ouest,10 m,,,,26 m²,,5 m²,7 m²,Sud,,3,,10 m,,,,Nord-est,,,,,,,,,,,,Oui,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
